"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;90;14;0;33;0;6;30;28;60;1;1;11;0;65
"Site_f01_s02";"F01";1;100;93;1;0;67;1;1;0;45;14;2;1;3;11;78
"Site_f01_s03";"F01";1;100;87;1;0;0;0;3;17;28;0;0;5;13;0;85
"Site_f01_s04";"F01";1;100;99;11;41;2;85;2;1;40;50;2;2;11;0;81
"Site_f01_s05";"F01";1;100;97;21;0;78;57;1;1;52;0;0;4;11;0;80
"Site_f01_s06";"F01";1;100;89;0;0;0;78;8;1;58;0;0;1;11;0;43
"Site_f01_s07";"F01";1;100;84;14;0;59;0;11;11;0;20;5;0;9;14;39
"Site_f01_s08";"F01";1;100;88;3;0;51;64;3;2;28;0;1;0;15;0;56
"Site_f01_s09";"F01";1;100;91;0;0;56;0;8;0;57;0;0;2;6;1;63
"Site_f01_s10";"F01";1;100;83;0;0;2;0;6;36;45;27;0;0;0;0;59
"Site_f02_s01";"F02";2;100;82;0;0;0;0;12;0;27;45;2;0;19;0;51
"Site_f02_s02";"F02";2;100;88;0;0;46;0;2;2;14;2;0;1;2;0;77
"Site_f02_s03";"F02";2;100;86;10;0;75;0;5;17;21;30;3;0;16;0;36
"Site_f02_s04";"F02";2;100;56;0;0;0;0;4;0;17;0;0;0;0;0;47
"Site_f02_s05";"F02";2;100;82;0;0;56;0;0;0;42;26;3;0;6;6;42
"Site_f02_s06";"F02";2;100;94;0;0;51;0;5;20;25;23;2;0;7;1;85
"Site_f02_s07";"F02";2;100;94;17;0;70;64;10;0;25;0;1;0;13;0;56
"Site_f02_s08";"F02";2;100;85;17;0;0;0;6;8;28;23;0;3;8;0;70
"Site_f02_s09";"F02";2;100;86;1;0;65;0;3;13;22;21;0;0;3;0;64
"Site_f02_s10";"F02";2;100;77;0;0;62;0;1;0;11;33;5;0;6;0;37
"Site_f03_s01";"F03";3;100;83;0;0;0;0;0;0;27;30;0;0;7;0;73
"Site_f03_s02";"F03";3;100;72;0;0;0;0;12;0;21;21;0;0;5;0;64
"Site_f03_s03";"F03";3;100;90;1;42;62;0;13;0;28;22;2;8;10;4;65
"Site_f03_s04";"F03";3;100;65;0;0;0;0;19;0;17;0;1;0;6;6;44
"Site_f03_s05";"F03";3;100;85;22;2;61;0;13;20;0;2;0;6;3;5;65
"Site_f03_s06";"F03";3;100;66;0;0;22;0;14;11;28;17;5;0;2;0;27
"Site_f03_s07";"F03";3;100;59;0;0;0;0;0;10;17;0;0;0;4;0;48
"Site_f03_s08";"F03";3;100;88;0;0;58;0;11;11;17;19;0;0;11;13;67
"Site_f03_s09";"F03";3;100;93;39;0;66;52;14;0;33;2;0;0;13;0;66
"Site_f03_s10";"F03";3;100;82;0;42;0;0;9;31;10;14;0;0;3;0;62
"Site_f04_s01";"F04";4;100;93;30;0;46;60;14;22;0;31;5;3;0;3;58
"Site_f04_s02";"F04";4;100;94;0;1;0;2;15;14;25;15;7;9;7;0;89
"Site_f04_s03";"F04";4;100;79;32;1;0;0;13;23;46;18;0;5;2;6;44
"Site_f04_s04";"F04";4;100;81;20;0;1;0;15;14;27;0;2;3;13;0;64
"Site_f04_s05";"F04";4;100;89;1;0;52;45;16;14;13;24;2;0;9;0;45
"Site_f04_s06";"F04";4;100;90;0;45;37;0;5;2;35;28;6;0;8;1;64
"Site_f04_s07";"F04";4;100;95;0;0;34;47;29;13;40;49;1;1;0;6;86
"Site_f04_s08";"F04";4;100;86;0;0;0;60;4;15;13;10;0;0;0;7;65
"Site_f04_s09";"F04";4;100;89;43;38;0;35;0;12;24;11;3;0;0;3;61
"Site_f04_s10";"F04";4;100;89;28;0;59;30;1;1;36;46;3;4;0;3;35
"Site_f05_s01";"F05";5;100;86;1;1;37;0;17;32;15;11;1;0;0;0;71
"Site_f05_s02";"F05";5;100;86;0;0;28;0;19;14;19;10;5;0;3;3;79
