"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;83;1;0;0;0;0;0;41;51;1;5;12;10;332
"Site_f01_s02";"F01";1;100;82;0;0;94;0;4;0;27;0;0;15;20;0;93
"Site_f01_s03";"F01";1;100;80;40;0;129;0;0;27;49;0;0;0;0;0;136
"Site_f01_s04";"F01";1;100;77;69;0;138;0;4;0;13;0;1;0;0;10;223
"Site_f01_s05";"F01";1;100;78;11;0;0;0;10;0;78;0;0;0;6;0;317
"Site_f01_s06";"F01";1;100;85;0;0;103;0;0;17;35;72;0;0;6;0;110
"Site_f01_s07";"F01";1;100;96;8;0;261;169;10;0;86;0;0;1;16;0;176
"Site_f01_s08";"F01";1;100;87;0;0;61;0;11;0;0;62;6;1;14;38;255
"Site_f01_s09";"F01";1;100;89;0;0;300;0;10;0;47;0;2;4;6;0;272
"Site_f01_s10";"F01";1;100;96;0;0;166;0;8;0;27;123;1;6;29;0;437
"Site_f02_s01";"F02";2;100;95;0;0;181;0;15;0;88;0;0;0;14;0;177
"Site_f02_s02";"F02";2;100;90;0;0;0;0;20;0;88;0;11;0;0;0;401
"Site_f02_s03";"F02";2;100;75;0;0;64;0;23;32;29;10;0;1;7;0;111
"Site_f02_s04";"F02";2;100;78;9;142;0;0;7;0;19;36;0;0;3;0;69
"Site_f02_s05";"F02";2;100;91;0;0;0;182;3;0;61;13;1;0;17;0;211
"Site_f02_s06";"F02";2;100;87;26;0;194;0;5;0;20;107;3;0;7;0;46
"Site_f02_s07";"F02";2;100;92;0;0;226;116;12;0;12;77;0;13;12;12;93
"Site_f02_s08";"F02";2;100;85;27;0;0;0;13;14;27;50;0;0;9;0;182
"Site_f02_s09";"F02";2;100;85;13;0;100;0;8;59;54;23;1;0;9;0;155
"Site_f02_s10";"F02";2;100;73;18;0;0;0;5;0;16;63;2;0;13;8;99
"Site_f03_s01";"F03";3;100;87;35;0;57;0;13;12;26;195;0;0;11;0;81
"Site_f03_s02";"F03";3;100;92;0;0;76;0;7;14;31;50;1;0;14;0;231
"Site_f03_s03";"F03";3;100;96;35;0;841;116;0;22;51;0;2;4;9;0;92
"Site_f03_s04";"F03";3;100;90;0;45;0;0;35;7;35;77;3;0;1;0;377
