"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;78;0;0;86;0;7;0;39;118;0;4;3;0;48
"Site_f01_s02";"F01";1;100;88;8;0;182;0;2;12;82;0;0;0;0;0;412
"Site_f01_s03";"F01";1;100;86;11;0;111;0;0;16;0;1;1;0;25;0;339
"Site_f01_s04";"F01";1;100;91;22;22;206;0;4;14;106;47;0;0;18;6;319
"Site_f01_s05";"F01";1;100;71;0;38;0;0;1;21;90;0;1;2;0;0;114
"Site_f01_s06";"F01";1;100;90;25;0;238;0;10;0;41;12;0;0;2;0;170
"Site_f01_s07";"F01";1;100;92;0;0;126;0;6;29;22;0;0;0;2;0;268
"Site_f01_s08";"F01";1;100;90;15;0;188;0;5;18;50;36;0;0;11;0;134
"Site_f01_s09";"F01";1;100;97;0;91;265;0;8;18;44;190;0;8;31;0;261
"Site_f01_s10";"F01";1;100;88;0;0;125;0;12;0;98;145;0;0;35;0;92
"Site_f02_s01";"F02";2;100;82;0;0;71;0;2;0;20;15;1;0;15;6;250
"Site_f02_s02";"F02";2;100;94;27;0;373;0;6;1;65;85;0;0;18;0;131
"Site_f02_s03";"F02";2;100;88;35;0;120;0;1;22;48;66;0;6;8;1;266
"Site_f02_s04";"F02";2;100;72;0;0;121;0;11;0;19;1;7;0;9;0;61
"Site_f02_s05";"F02";2;100;90;40;0;228;0;5;0;0;123;4;0;0;15;90
"Site_f02_s06";"F02";2;100;94;40;65;0;95;17;0;67;0;0;0;16;0;210
"Site_f02_s07";"F02";2;100;94;35;0;62;0;1;16;32;0;0;0;6;0;477
"Site_f02_s08";"F02";2;100;87;21;0;281;0;5;0;46;109;1;4;9;0;96
"Site_f02_s09";"F02";2;100;85;0;88;229;0;1;6;42;0;7;4;23;22;39
"Site_f02_s10";"F02";2;100;79;31;0;0;0;10;15;44;56;0;0;3;2;101
"Site_f03_s01";"F03";3;100;88;0;0;100;0;26;22;0;24;1;0;1;0;358
"Site_f03_s02";"F03";3;100;89;0;91;0;0;10;20;82;0;2;11;2;0;252
"Site_f03_s03";"F03";3;100;84;0;0;106;0;1;7;0;27;0;1;0;0;231
"Site_f03_s04";"F03";3;100;83;0;0;95;91;22;0;55;0;1;0;14;0;115
"Site_f03_s05";"F03";3;100;85;37;0;0;0;0;6;79;73;0;0;16;0;103
"Site_f03_s06";"F03";3;100;78;21;0;36;1;13;11;62;30;4;1;2;0;137
"Site_f03_s07";"F03";3;100;93;49;0;0;418;11;0;41;0;0;0;0;9;146
"Site_f03_s08";"F03";3;100;87;0;0;43;0;15;0;26;31;0;7;18;3;282
"Site_f03_s09";"F03";3;100;89;0;0;140;0;7;9;33;0;1;1;15;0;372
"Site_f03_s10";"F03";3;100;90;0;0;51;86;12;7;31;21;0;0;4;0;241
"Site_f04_s01";"F04";4;100;92;0;132;85;69;8;19;75;40;12;1;5;7;36
"Site_f04_s02";"F04";4;100;72;16;0;0;0;3;14;17;37;0;1;0;0;178
"Site_f04_s03";"F04";4;100;94;0;73;112;0;19;9;31;10;1;1;11;2;464
"Site_f04_s04";"F04";4;100;86;0;41;0;184;0;2;29;29;0;2;15;6;88
"Site_f04_s05";"F04";4;100;80;31;0;0;0;9;20;28;35;0;5;7;0;196
"Site_f04_s06";"F04";4;100;90;0;57;70;0;11;0;107;34;0;0;0;4;334
"Site_f04_s07";"F04";4;100;85;0;0;70;73;0;0;18;1;5;0;11;0;323
"Site_f04_s08";"F04";4;100;83;0;102;116;53;0;0;21;29;3;9;0;7;64
"Site_f04_s09";"F04";4;100;76;0;0;0;0;0;0;38;23;3;0;8;0;249
"Site_f04_s10";"F04";4;100;73;0;32;74;0;12;0;44;45;0;1;0;0;104
"Site_f05_s01";"F05";5;100;80;42;46;0;15;8;0;14;8;6;0;3;0;262
