"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;70;6;2;38;0;11;7;23;32;1;8;13;1;30
"Site_f01_s02";"F01";1;100;84;17;6;56;0;22;17;37;10;7;9;20;6;69
"Site_f01_s03";"F01";1;100;76;12;4;42;0;15;18;18;13;10;5;19;1;61
"Site_f01_s04";"F01";1;100;85;26;15;61;0;27;22;47;34;15;7;29;9;63
"Site_f01_s05";"F01";1;100;63;3;16;11;0;7;13;30;6;3;3;9;0;33
"Site_f01_s06";"F01";1;100;79;15;4;49;0;21;12;28;12;8;8;13;0;40
"Site_f01_s07";"F01";1;100;86;12;7;38;0;16;17;22;14;3;5;13;3;63
"Site_f01_s08";"F01";1;100;82;12;1;50;0;12;14;36;25;2;3;15;2;43
"Site_f01_s09";"F01";1;100;95;16;35;56;0;22;27;35;56;13;11;35;3;66
"Site_f01_s10";"F01";1;100;81;12;3;47;0;20;13;41;44;7;4;25;1;35
"Site_f02_s01";"F02";2;100;77;8;2;33;2;12;4;20;13;21;2;10;12;62
"Site_f02_s02";"F02";2;100;89;27;3;63;4;20;11;36;30;24;8;19;14;48
"Site_f02_s03";"F02";2;100;84;23;4;36;3;16;17;30;34;15;11;18;8;66
"Site_f02_s04";"F02";2;100;65;4;2;37;1;10;4;17;5;8;4;14;6;24
"Site_f02_s05";"F02";2;100;84;29;8;48;0;19;7;13;31;12;7;21;14;37
"Site_f02_s06";"F02";2;100;83;27;23;9;35;18;2;24;11;17;3;21;10;53
"Site_f02_s07";"F02";2;100;87;27;6;31;5;18;17;25;13;20;6;16;10;74
"Site_f02_s08";"F02";2;100;79;25;4;47;1;13;6;29;41;20;10;14;7;38
"Site_f02_s09";"F02";2;100;80;14;27;59;1;13;7;20;12;13;7;21;17;34
"Site_f02_s10";"F02";2;100;70;16;1;6;0;14;12;18;18;6;7;12;3;42
"Site_f03_s01";"F03";3;100;81;12;4;34;11;26;21;19;18;9;11;12;8;67
"Site_f03_s02";"F03";3;100;82;4;27;15;9;14;20;35;14;9;9;10;7;52
"Site_f03_s03";"F03";3;100;78;3;1;41;3;14;14;14;24;7;3;10;3;59
"Site_f03_s04";"F03";3;100;79;5;5;35;30;16;8;29;9;13;6;17;4;35
"Site_f03_s05";"F03";3;100;76;14;1;7;4;11;12;36;34;4;3;23;2;41
"Site_f03_s06";"F03";3;100;75;13;1;22;3;17;13;26;20;5;2;14;5;42
"Site_f03_s07";"F03";3;100;87;24;0;15;72;29;14;30;11;7;12;16;16;51
"Site_f03_s08";"F03";3;100;83;10;1;24;4;21;9;20;20;12;8;20;7;61
"Site_f03_s09";"F03";3;100;79;2;2;42;11;18;18;24;14;7;6;15;8;58
"Site_f03_s10";"F03";3;100;86;9;4;27;30;16;19;21;22;5;5;11;6;57
"Site_f04_s01";"F04";4;100;83;2;40;29;30;13;14;35;27;12;12;11;15;25
"Site_f04_s02";"F04";4;100;68;13;6;9;5;7;13;15;19;4;1;9;6;49
"Site_f04_s03";"F04";4;100;91;4;39;41;7;21;13;31;19;18;8;14;11;74
"Site_f04_s04";"F04";4;100;77;3;24;3;48;6;7;25;17;9;8;18;10;34
"Site_f04_s05";"F04";4;100;76;16;2;8;8;12;10;22;20;3;7;16;8;46
"Site_f04_s06";"F04";4;100;82;3;27;37;7;15;12;43;31;4;10;16;11;58
"Site_f04_s07";"F04";4;100;79;8;4;32;33;9;10;28;16;11;9;15;6;62
"Site_f04_s08";"F04";4;100;78;2;36;38;25;8;5;20;23;5;6;10;14;27
"Site_f04_s09";"F04";4;100;70;1;8;7;2;7;7;18;15;3;10;13;9;55
"Site_f04_s10";"F04";4;100;67;1;27;31;9;10;4;17;24;2;9;6;3;34
"Site_f05_s01";"F05";5;100;75;20;14;4;15;14;11;23;9;15;9;10;11;57
"Site_f05_s02";"F05";5;100;75;18;3;9;6;18;12;8;8;9;18;15;11;59
"Site_f05_s03";"F05";5;100;71;4;6;39;4;13;16;15;4;13;12;7;11;46
"Site_f05_s04";"F05";5;100;77;4;0;28;27;16;13;17;29;20;10;8;11;62
"Site_f05_s05";"F05";5;100;80;4;4;4;4;12;15;20;9;8;8;4;6;65
"Site_f05_s06";"F05";5;100;72;8;3;5;31;14;9;23;8;18;11;9;11;48
"Site_f05_s07";"F05";5;100;80;5;23;7;11;20;17;25;9;13;16;17;12;62
"Site_f05_s08";"F05";5;100;78;9;6;25;8;18;19;22;14;16;18;12;7;69
"Site_f05_s09";"F05";5;100;82;2;5;3;7;11;19;23;6;16;13;12;15;70
