"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;90;15;0;49;7;10;38;38;152;1;3;19;4;232
"Site_f01_s02";"F01";1;100;91;4;2;236;5;10;5;121;26;7;6;17;21;340
"Site_f01_s03";"F01";1;100;86;2;0;1;7;19;23;38;3;8;5;27;1;417
"Site_f01_s04";"F01";1;100;96;14;55;10;470;18;12;75;85;12;12;27;2;319
"Site_f01_s05";"F01";1;100;97;31;1;257;132;10;6;131;3;4;9;23;6;479
"Site_f01_s06";"F01";1;100;89;2;1;5;222;17;2;157;4;3;2;16;0;78
"Site_f01_s07";"F01";1;100;82;13;0;150;4;16;18;5;35;5;4;17;22;67
"Site_f01_s08";"F01";1;100;87;6;1;133;234;17;8;84;4;12;4;31;3;210
"Site_f01_s09";"F01";1;100;90;3;1;120;6;16;4;150;5;8;6;18;3;231
"Site_f01_s10";"F01";1;100;80;0;2;2;5;8;47;89;40;5;2;6;2;140
"Site_f02_s01";"F02";2;100;81;1;0;1;1;18;3;37;106;6;0;22;2;124
"Site_f02_s02";"F02";2;100;86;3;0;76;0;6;3;21;3;3;1;8;0;286
"Site_f02_s03";"F02";2;100;85;14;0;304;1;7;18;42;48;8;0;26;2;63
"Site_f02_s04";"F02";2;100;53;1;0;3;0;2;1;20;0;1;0;0;1;93
"Site_f02_s05";"F02";2;100;80;2;0;137;0;2;1;92;42;9;2;9;6;85
"Site_f02_s06";"F02";2;100;93;5;0;115;1;20;30;54;40;12;2;19;4;530
"Site_f02_s07";"F02";2;100;94;22;0;226;193;14;4;48;17;6;3;25;2;134
"Site_f02_s08";"F02";2;100;84;32;0;5;1;12;10;48;33;4;6;14;0;304
"Site_f02_s09";"F02";2;100;85;3;0;219;2;3;20;29;32;9;1;2;5;171
"Site_f02_s10";"F02";2;100;76;6;0;168;1;3;1;12;48;8;1;10;1;58
"Site_f03_s01";"F03";3;100;82;1;3;4;0;5;3;47;43;6;1;16;1;280
"Site_f03_s02";"F03";3;100;72;0;2;3;1;23;1;34;27;0;0;10;1;194
"Site_f03_s03";"F03";3;100;89;0;63;139;3;21;6;42;32;4;7;29;5;253
"Site_f03_s04";"F03";3;100;62;1;2;0;0;26;2;22;0;2;0;10;6;89
"Site_f03_s05";"F03";3;100;85;24;1;148;1;21;33;7;2;0;8;9;8;171
"Site_f03_s06";"F03";3;100;64;1;0;28;1;24;17;35;20;5;0;2;1;44
"Site_f03_s07";"F03";3;100;58;0;0;1;0;0;10;20;0;3;0;7;2;105
"Site_f03_s08";"F03";3;100;88;0;2;158;0;23;13;20;28;2;2;16;14;214
"Site_f03_s09";"F03";3;100;92;75;2;183;131;24;4;65;8;4;4;29;2;198
"Site_f03_s10";"F03";3;100;78;1;71;2;2;16;44;15;15;1;0;15;3;186
"Site_f04_s01";"F04";4;100;93;39;2;84;124;24;33;10;50;5;4;5;5;128
"Site_f04_s02";"F04";4;100;93;4;2;7;10;31;26;48;21;16;10;11;4;649
"Site_f04_s03";"F04";4;100;78;51;1;2;2;20;37;106;29;6;7;1;6;91
"Site_f04_s04";"F04";4;100;80;25;1;2;3;21;21;40;3;9;7;14;0;150
"Site_f04_s05";"F04";4;100;87;3;2;107;121;25;19;21;51;7;1;12;3;111
"Site_f04_s06";"F04";4;100;89;6;67;72;4;11;6;59;52;12;0;10;4;232
"Site_f04_s07";"F04";4;100;93;4;3;48;102;36;27;66;96;12;5;4;9;385
"Site_f04_s08";"F04";4;100;84;2;1;2;168;10;27;29;20;0;3;2;13;205
"Site_f04_s09";"F04";4;100;87;66;67;2;72;5;23;29;16;7;2;1;4;148
"Site_f04_s10";"F04";4;100;86;36;1;187;52;6;2;69;99;7;6;3;8;74
"Site_f05_s01";"F05";5;100;86;1;4;89;4;19;46;25;15;5;2;1;4;264
"Site_f05_s02";"F05";5;100;86;3;2;59;2;24;19;35;16;15;1;9;6;322
"Site_f05_s03";"F05";5;100;83;3;60;6;1;12;11;77;4;7;3;1;6;165
"Site_f05_s04";"F05";5;100;61;0;0;0;0;2;10;6;26;2;10;2;9;140
"Site_f05_s05";"F05";5;100;94;125;2;147;4;22;15;20;7;6;5;3;5;324
"Site_f05_s06";"F05";5;100;95;43;42;68;2;5;22;22;12;13;4;9;6;447
"Site_f05_s07";"F05";5;100;88;3;1;115;3;29;8;33;25;4;8;1;2;232
"Site_f05_s08";"F05";5;100;69;30;62;1;0;1;24;11;11;4;4;2;6;68
"Site_f05_s09";"F05";5;100;85;42;2;29;31;3;16;54;22;6;0;2;3;110
"Site_f05_s10";"F05";5;100;76;15;2;3;14;1;65;5;3;3;9;5;7;161
"Site_f06_s01";"F06";6;100;73;0;1;0;1;23;17;5;3;10;1;5;5;162
"Site_f06_s02";"F06";6;100;74;1;0;135;0;34;5;2;15;9;5;0;4;131
"Site_f06_s03";"F06";6;100;71;1;0;53;0;9;3;30;14;4;3;4;4;111
"Site_f06_s04";"F06";6;100;85;141;92;0;44;4;23;17;28;6;4;3;6;86
"Site_f06_s05";"F06";6;100;76;60;15;2;0;32;9;17;27;10;7;4;4;114
"Site_f06_s06";"F06";6;100;79;4;2;70;2;48;34;7;26;9;5;4;4;177
"Site_f06_s07";"F06";6;100;71;117;4;2;2;0;8;3;12;7;5;4;8;79
"Site_f06_s08";"F06";6;100;77;0;41;1;1;39;18;28;4;8;1;2;1;104
"Site_f06_s09";"F06";6;100;85;2;4;82;1;33;56;12;42;9;8;5;5;204
"Site_f06_s10";"F06";6;100;92;49;17;2;37;15;8;10;26;9;9;9;7;289
"Site_f07_s01";"F07";7;100;75;97;3;2;5;17;22;5;14;10;2;4;5;183
"Site_f07_s02";"F07";7;100;89;3;98;3;25;25;25;21;17;7;3;9;7;289
"Site_f07_s03";"F07";7;100;85;0;3;1;2;20;17;12;4;2;6;2;4;306
"Site_f07_s04";"F07";7;100;82;1;26;3;5;10;53;29;9;8;4;6;7;214
"Site_f07_s05";"F07";7;100;75;0;61;0;5;2;4;2;22;5;7;2;8;201
"Site_f07_s06";"F07";7;100;77;1;91;0;43;65;8;21;17;2;6;6;3;80
"Site_f07_s07";"F07";7;100;95;0;177;35;40;22;40;6;19;14;14;14;17;495
"Site_f07_s08";"F07";7;100;81;0;2;0;38;17;13;10;20;8;8;3;5;271
