"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;80;0;0;56;0;6;7;36;0;1;0;1;0;52
"Site_f01_s02";"F01";1;100;88;13;0;0;50;7;0;17;0;1;0;14;0;73
"Site_f01_s03";"F01";1;100;73;0;0;55;0;10;0;0;0;0;3;0;8;47
"Site_f01_s04";"F01";1;100;76;0;0;0;0;8;15;12;0;0;0;6;7;64
"Site_f01_s05";"F01";1;100;80;14;0;49;0;3;10;45;0;1;1;7;0;45
"Site_f01_s06";"F01";1;100;94;30;0;1;60;11;5;38;0;0;0;0;4;65
"Site_f01_s07";"F01";1;100;81;0;0;0;0;0;0;44;37;1;0;5;0;59
"Site_f01_s08";"F01";1;100;88;16;0;50;0;5;0;40;0;2;0;15;0;70
"Site_f01_s09";"F01";1;100;87;0;0;51;0;0;13;51;31;1;0;44;0;40
"Site_f01_s10";"F01";1;100;85;1;0;53;0;1;0;54;28;1;0;0;0;46
"Site_f02_s01";"F02";2;100;94;17;0;42;0;15;13;17;24;0;0;6;0;75
"Site_f02_s02";"F02";2;100;73;0;0;33;0;4;0;0;29;0;0;8;0;45
"Site_f02_s03";"F02";2;100;96;10;0;60;77;7;13;24;0;6;0;13;0;51
"Site_f02_s04";"F02";2;100;97;12;0;23;85;8;50;20;31;2;0;2;9;73
"Site_f02_s05";"F02";2;100;84;13;0;51;0;17;10;28;13;4;0;9;0;48
"Site_f02_s06";"F02";2;100;87;14;0;39;53;5;0;32;1;0;5;29;0;38
"Site_f02_s07";"F02";2;100;97;18;0;44;0;8;26;39;32;3;0;1;16;86
"Site_f02_s08";"F02";2;100;84;0;1;44;0;18;6;24;16;2;4;0;0;53
"Site_f02_s09";"F02";2;100;91;25;0;64;0;10;7;26;0;1;0;0;4;71
"Site_f02_s10";"F02";2;100;87;0;54;48;0;0;18;26;0;3;0;3;0;58
"Site_f03_s01";"F03";3;100;91;37;0;47;0;6;10;31;20;1;1;5;0;67
"Site_f03_s02";"F03";3;100;83;0;0;11;0;11;0;30;47;0;0;7;14;63
"Site_f03_s03";"F03";3;100;70;0;0;0;0;8;17;23;1;2;1;15;0;63
"Site_f03_s04";"F03";3;100;87;25;0;55;0;19;12;48;0;0;7;3;0;37
"Site_f03_s05";"F03";3;100;61;0;0;0;0;9;10;33;16;0;0;10;0;31
"Site_f03_s06";"F03";3;100;85;0;0;46;0;5;15;18;41;0;0;6;6;52
"Site_f03_s07";"F03";3;100;72;0;0;0;0;10;10;25;22;7;3;5;7;56
"Site_f03_s08";"F03";3;100;71;0;0;20;0;15;12;30;22;1;0;0;0;33
"Site_f03_s09";"F03";3;100;84;0;30;0;52;17;7;16;0;1;0;15;6;31
"Site_f03_s10";"F03";3;100;93;0;0;50;0;8;3;25;31;0;1;7;6;82
"Site_f04_s01";"F04";4;100;81;0;0;0;31;24;13;22;0;1;9;0;0;68
"Site_f04_s02";"F04";4;100;77;0;37;1;0;23;4;22;36;1;0;7;5;39
"Site_f04_s03";"F04";4;100;86;19;0;0;48;14;0;17;15;0;0;3;0;53
"Site_f04_s04";"F04";4;100;70;25;0;0;0;0;26;20;0;1;0;0;0;46
"Site_f04_s05";"F04";4;100;96;35;0;48;64;16;19;17;26;0;0;5;1;72
"Site_f04_s06";"F04";4;100;85;31;0;41;22;0;19;16;39;2;0;3;0;59
"Site_f04_s07";"F04";4;100;84;0;0;55;0;0;0;27;17;0;5;4;8;67
"Site_f04_s08";"F04";4;100;84;21;0;0;0;8;0;31;29;1;5;0;5;59
"Site_f04_s09";"F04";4;100;79;0;0;29;0;11;0;44;13;2;1;7;8;36
"Site_f04_s10";"F04";4;100;74;28;0;0;0;9;6;15;0;3;3;9;3;52
"Site_f05_s01";"F05";5;100;83;28;0;0;54;26;32;0;21;5;0;7;0;34
"Site_f05_s02";"F05";5;100;68;0;0;32;0;0;5;16;20;0;0;4;0;44
"Site_f05_s03";"F05";5;100;78;29;0;23;0;18;6;20;7;2;9;3;5;51
"Site_f05_s04";"F05";5;100;87;0;0;0;0;24;0;12;5;4;1;4;9;77
"Site_f05_s05";"F05";5;100;87;0;24;58;0;4;0;24;0;5;0;0;7;59
"Site_f05_s06";"F05";5;100;73;0;0;21;0;11;20;0;15;0;0;2;6;55
"Site_f05_s07";"F05";5;100;75;0;0;23;0;17;31;20;6;0;0;0;6;58
"Site_f05_s08";"F05";5;100;87;0;42;41;0;10;8;13;33;0;9;0;6;61
"Site_f05_s09";"F05";5;100;77;29;0;21;0;19;9;15;23;0;4;8;0;39
"Site_f05_s10";"F05";5;100;85;46;19;33;0;27;0;16;26;3;0;6;0;36
"Site_f06_s01";"F06";6;100;78;0;0;0;0;0;7;17;19;2;1;0;0;67
"Site_f06_s02";"F06";6;100;83;33;0;0;0;22;24;10;1;5;5;5;0;75
"Site_f06_s03";"F06";6;100;80;0;0;0;22;17;21;0;16;1;0;0;0;62
"Site_f06_s04";"F06";6;100;86;0;31;0;21;12;8;0;3;1;7;0;0;74
"Site_f06_s05";"F06";6;100;79;0;0;0;45;9;19;21;0;8;0;6;0;43
"Site_f06_s06";"F06";6;100;81;0;36;0;24;8;19;12;14;0;5;5;0;61
"Site_f06_s07";"F06";6;100;91;0;32;28;45;27;10;13;0;0;9;7;6;72
"Site_f06_s08";"F06";6;100;85;0;35;0;18;24;8;4;21;8;0;1;0;66
"Site_f06_s09";"F06";6;100;87;0;0;0;33;10;13;14;20;0;5;4;2;74
"Site_f06_s10";"F06";6;100;89;63;22;0;0;0;20;0;13;5;3;6;5;80
"Site_f07_s01";"F07";7;100;85;0;49;0;24;28;11;0;15;11;0;0;1;40
"Site_f07_s02";"F07";7;100;68;23;0;0;0;21;9;0;12;0;4;0;5;56
"Site_f07_s03";"F07";7;100;84;36;31;0;0;26;0;9;5;1;0;0;2;63
"Site_f07_s04";"F07";7;100;78;0;0;0;0;28;19;0;12;0;9;2;9;61
"Site_f07_s05";"F07";7;100;66;1;0;0;0;15;10;12;14;7;1;1;1;54
"Site_f07_s06";"F07";7;100;94;0;45;0;0;16;0;9;7;1;3;5;1;83
"Site_f07_s07";"F07";7;100;78;21;0;0;27;10;21;0;6;0;3;0;2;56
"Site_f07_s08";"F07";7;100;81;0;0;0;39;14;15;12;13;3;0;0;0;57
"Site_f07_s09";"F07";7;100;84;0;30;0;31;23;0;21;11;3;0;0;0;61
"Site_f07_s10";"F07";7;100;89;64;33;0;0;9;12;7;11;0;1;0;4;63
