"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;84;15;7;32;8;20;27;24;47;10;12;25;5;56
"Site_f01_s02";"F01";1;100;91;13;4;56;12;18;17;47;18;5;10;24;13;70
"Site_f01_s03";"F01";1;100;84;6;4;16;10;17;17;32;11;11;12;30;6;73
"Site_f01_s04";"F01";1;100;94;19;30;25;73;18;17;46;48;17;20;37;8;68
"Site_f01_s05";"F01";1;100;96;23;3;70;55;24;26;49;16;24;24;37;5;73
"Site_f01_s06";"F01";1;100;85;9;2;15;63;19;8;46;7;11;9;18;2;36
"Site_f01_s07";"F01";1;100;70;8;1;41;3;10;11;9;18;8;11;20;11;27
"Site_f01_s08";"F01";1;100;82;5;1;42;50;15;15;32;14;13;17;26;6;49
"Site_f01_s09";"F01";1;100;85;6;4;40;7;18;15;46;11;6;7;18;2;54
"Site_f01_s10";"F01";1;100;78;1;1;11;12;17;28;34;21;7;3;19;4;45
"Site_f02_s01";"F02";2;100;80;5;0;13;1;13;7;28;41;11;2;24;4;41
"Site_f02_s02";"F02";2;100;78;11;0;29;0;15;11;22;13;18;2;10;2;60
"Site_f02_s03";"F02";2;100;84;16;0;68;1;16;12;27;25;18;1;21;3;36
"Site_f02_s04";"F02";2;100;45;2;0;2;1;5;3;12;3;4;0;2;0;33
"Site_f02_s05";"F02";2;100;75;3;0;40;2;8;5;38;26;9;3;20;5;36
"Site_f02_s06";"F02";2;100;89;9;0;44;2;26;20;37;33;19;2;23;1;76
"Site_f02_s07";"F02";2;100;89;18;0;59;48;19;10;32;16;15;0;31;5;51
"Site_f02_s08";"F02";2;100;77;15;0;12;1;18;10;26;24;9;2;13;2;58
"Site_f02_s09";"F02";2;100;80;5;0;57;3;12;20;20;22;10;2;14;3;54
"Site_f02_s10";"F02";2;100;71;6;0;46;1;8;6;23;32;10;3;10;3;33
"Site_f03_s01";"F03";3;100;71;5;4;11;1;10;10;28;28;8;6;25;11;58
"Site_f03_s02";"F03";3;100;63;4;0;6;1;17;7;22;16;2;2;15;1;52
"Site_f03_s03";"F03";3;100;84;4;34;46;4;24;19;29;17;13;9;28;8;59
"Site_f03_s04";"F03";3;100;59;2;1;3;1;14;3;17;3;4;2;6;8;37
"Site_f03_s05";"F03";3;100;77;20;3;53;2;19;21;15;10;5;3;22;7;51
"Site_f03_s06";"F03";3;100;60;3;1;16;0;14;11;23;16;6;1;10;2;19
"Site_f03_s07";"F03";3;100;49;2;3;1;1;3;9;11;7;3;0;5;1;36
"Site_f03_s08";"F03";3;100;85;2;3;49;0;18;14;25;25;3;3;13;9;58
"Site_f03_s09";"F03";3;100;91;32;10;55;38;20;20;38;17;8;8;23;12;59
"Site_f03_s10";"F03";3;100;75;0;33;8;2;14;22;22;18;5;3;12;2;51
"Site_f04_s01";"F04";4;100;87;23;3;32;49;16;27;17;33;16;9;7;12;44
"Site_f04_s02";"F04";4;100;89;13;5;18;19;28;22;35;24;21;14;10;12;72
"Site_f04_s03";"F04";4;100;73;25;2;4;8;20;22;47;16;9;10;2;9;36
"Site_f04_s04";"F04";4;100;72;16;2;7;4;13;14;25;11;6;10;10;4;45
"Site_f04_s05";"F04";4;100;79;6;3;42;43;18;16;16;27;7;6;12;13;37
"Site_f04_s06";"F04";4;100;83;11;30;28;8;13;17;32;29;9;9;11;13;59
"Site_f04_s07";"F04";4;100;94;10;13;30;39;35;23;40;51;24;14;10;17;79
"Site_f04_s08";"F04";4;100;78;9;2;10;48;13;20;16;11;14;11;9;12;49
"Site_f04_s09";"F04";4;100;83;28;24;9;25;14;15;24;22;18;9;5;11;55
