"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;81;0;0;200;1;6;7;61;0;0;0;4;0;159
"Site_f01_s02";"F01";1;100;87;17;0;1;99;8;0;25;0;0;0;14;0;274
"Site_f01_s03";"F01";1;100;73;2;0;144;0;12;1;0;0;0;4;0;7;99
"Site_f01_s04";"F01";1;100;76;0;0;0;0;8;18;14;0;1;0;7;8;240
"Site_f01_s05";"F01";1;100;81;16;0;111;0;3;12;123;0;1;1;9;1;95
"Site_f01_s06";"F01";1;100;93;44;0;0;156;13;6;57;0;0;0;1;4;289
"Site_f01_s07";"F01";1;100;81;0;0;0;0;0;1;79;90;2;0;6;0;142
"Site_f01_s08";"F01";1;100;88;19;0;127;0;5;1;95;1;2;0;17;0;326
"Site_f01_s09";"F01";1;100;87;0;0;139;1;0;17;110;46;3;0;80;1;71
"Site_f01_s10";"F01";1;100;85;0;0;183;0;3;1;117;38;2;0;0;0;113
"Site_f02_s01";"F02";2;100;94;21;0;65;0;16;19;18;40;0;0;10;0;240
"Site_f02_s02";"F02";2;100;72;0;0;49;0;4;0;1;50;0;0;8;0;106
"Site_f02_s03";"F02";2;100;96;10;0;173;343;8;18;39;0;5;0;14;0;120
"Site_f02_s04";"F02";2;100;97;16;1;45;499;9;101;24;64;5;1;2;11;340
"Site_f02_s05";"F02";2;100;83;18;0;140;0;19;12;54;15;4;0;12;0;140
"Site_f02_s06";"F02";2;100;87;14;0;72;129;5;1;69;1;0;5;49;0;84
"Site_f02_s07";"F02";2;100;97;36;0;105;0;13;38;72;58;3;0;3;20;713
"Site_f02_s08";"F02";2;100;83;0;0;98;1;23;7;28;18;3;4;0;0;108
"Site_f02_s09";"F02";2;100;91;32;0;228;0;12;10;40;0;3;0;0;4;275
"Site_f02_s10";"F02";2;100;87;1;118;137;0;1;27;38;0;5;1;3;0;166
"Site_f03_s01";"F03";3;100;92;55;0;116;0;7;12;51;35;1;1;6;0;223
"Site_f03_s02";"F03";3;100;83;0;0;15;0;12;0;42;112;0;1;9;19;271
"Site_f03_s03";"F03";3;100;71;0;0;0;0;8;26;33;0;4;1;16;0;158
"Site_f03_s04";"F03";3;100;87;36;0;136;0;23;16;103;0;0;7;3;0;55
"Site_f03_s05";"F03";3;100;61;0;0;1;0;10;13;52;20;0;0;10;0;53
"Site_f03_s06";"F03";3;100;85;0;0;88;0;8;17;23;92;0;0;5;6;150
"Site_f03_s07";"F03";3;100;72;0;1;1;0;12;11;35;23;10;3;5;8;175
"Site_f03_s08";"F03";3;100;70;0;0;28;0;18;15;43;29;1;0;0;0;67
"Site_f03_s09";"F03";3;100;84;0;41;1;116;22;8;30;0;0;0;17;6;48
"Site_f03_s10";"F03";3;100;93;0;0;110;0;9;4;32;57;0;1;8;7;318
"Site_f04_s01";"F04";4;100;82;0;0;0;45;31;16;28;0;1;9;1;0;287
"Site_f04_s02";"F04";4;100;77;1;86;0;0;32;7;32;66;2;0;8;5;77
"Site_f04_s03";"F04";4;100;86;23;0;0;139;17;0;23;19;0;1;3;0;124
"Site_f04_s04";"F04";4;100;71;30;0;0;0;0;40;35;0;1;0;0;0;87
"Site_f04_s05";"F04";4;100;96;69;0;119;194;18;30;26;57;1;0;9;0;249
"Site_f04_s06";"F04";4;100;85;66;0;101;76;0;30;24;78;2;2;5;0;167
"Site_f04_s07";"F04";4;100;83;1;0;127;0;0;1;45;21;0;5;4;7;227
"Site_f04_s08";"F04";4;100;84;40;0;0;1;10;0;54;45;0;12;0;6;194
"Site_f04_s09";"F04";4;100;79;0;0;45;0;11;0;100;15;2;2;6;11;80
"Site_f04_s10";"F04";4;100;74;32;0;0;0;11;9;19;2;5;3;11;4;146
"Site_f05_s01";"F05";5;100;82;45;0;1;106;39;51;0;28;5;0;6;1;48
"Site_f05_s02";"F05";5;100;68;0;0;45;0;0;6;21;30;0;0;4;0;82
"Site_f05_s03";"F05";5;100;78;53;0;40;0;28;9;32;8;2;11;3;8;144
"Site_f05_s04";"F05";5;100;87;0;0;0;0;31;0;14;8;4;2;3;12;327
"Site_f05_s05";"F05";5;100;86;0;42;117;0;3;1;27;0;5;1;0;7;158
"Site_f05_s06";"F05";5;100;73;0;0;29;0;12;30;0;17;0;0;2;6;190
"Site_f05_s07";"F05";5;100;74;0;0;40;0;21;41;26;12;1;0;1;7;206
"Site_f05_s08";"F05";5;100;87;2;86;88;0;14;11;17;42;0;12;0;6;192
"Site_f05_s09";"F05";5;100;77;40;1;28;0;24;10;20;37;0;4;9;1;88
"Site_f05_s10";"F05";5;100;85;95;29;52;0;31;1;19;34;4;1;7;0;57
"Site_f06_s01";"F06";6;100;77;0;0;0;0;0;7;25;26;3;1;0;0;200
