"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;88;0;0;53;0;0;1;32;38;2;1;24;0;54
"Site_f01_s02";"F01";1;100;82;0;0;48;0;3;5;17;0;3;0;8;0;66
"Site_f01_s03";"F01";1;100;94;1;62;62;0;3;0;39;10;0;0;16;13;62
"Site_f01_s04";"F01";1;100;95;33;0;52;67;4;10;38;1;2;0;4;0;51
"Site_f01_s05";"F01";1;100;87;0;0;69;0;13;0;37;0;2;1;0;0;56
"Site_f01_s06";"F01";1;100;87;0;1;1;0;0;12;36;55;1;0;4;1;61
"Site_f01_s07";"F01";1;100;65;0;1;28;0;5;13;0;1;1;0;12;0;47
"Site_f01_s08";"F01";1;100;90;0;0;68;0;7;30;35;42;1;9;18;0;51
"Site_f01_s09";"F01";1;100;68;9;0;1;0;0;0;27;1;0;0;15;0;54
"Site_f01_s10";"F01";1;100;91;16;0;75;0;6;0;11;30;0;0;9;0;62
"Site_f02_s01";"F02";2;100;76;23;0;0;0;6;15;28;20;0;0;0;4;29
"Site_f02_s02";"F02";2;100;88;14;0;0;0;1;13;1;2;4;1;5;1;87
"Site_f02_s03";"F02";2;100;92;2;0;80;0;18;1;25;0;3;3;11;11;60
"Site_f02_s04";"F02";2;100;89;0;0;65;0;1;2;49;0;3;6;5;6;58
"Site_f02_s05";"F02";2;100;84;11;38;47;0;8;0;36;0;1;1;0;0;48
"Site_f02_s06";"F02";2;100;71;0;0;0;0;4;5;21;0;2;0;6;0;61
"Site_f02_s07";"F02";2;100;93;26;0;70;0;0;0;16;0;2;8;0;0;58
"Site_f02_s08";"F02";2;100;63;0;0;0;0;5;26;20;0;2;1;16;7;43
"Site_f02_s09";"F02";2;100;88;1;0;44;0;0;0;32;0;2;1;0;1;78
"Site_f02_s10";"F02";2;100;72;0;0;0;0;12;13;0;23;2;0;1;0;60
"Site_f03_s01";"F03";3;100;87;0;38;2;0;8;7;21;31;6;3;1;0;71
"Site_f03_s02";"F03";3;100;89;0;42;1;0;28;18;36;0;9;0;5;0;55
"Site_f03_s03";"F03";3;100;88;39;0;45;0;0;23;26;0;5;3;4;0;68
"Site_f03_s04";"F03";3;100;62;0;0;0;0;12;0;0;32;2;5;0;3;35
"Site_f03_s05";"F03";3;100;84;14;33;31;0;5;0;21;11;0;13;0;11;53
