"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;80;4;0;52;2;9;7;37;1;4;1;5;2;50
"Site_f01_s02";"F01";1;100;87;16;0;5;41;11;2;22;1;7;0;16;1;72
"Site_f01_s03";"F01";1;100;70;1;0;56;0;9;2;2;2;2;3;2;8;42
"Site_f01_s04";"F01";1;100;72;3;0;4;1;7;13;12;3;4;0;12;7;62
"Site_f01_s05";"F01";1;100;80;14;0;46;3;7;12;44;0;4;4;13;4;44
"Site_f01_s06";"F01";1;100;91;29;0;3;54;11;9;36;5;5;4;3;4;64
"Site_f01_s07";"F01";1;100;81;0;0;3;0;3;1;43;34;5;2;8;2;58
"Site_f01_s08";"F01";1;100;87;18;0;45;4;10;8;39;5;12;2;14;2;66
"Site_f01_s09";"F01";1;100;83;1;0;49;2;4;11;48;28;9;2;38;2;41
"Site_f01_s10";"F01";1;100;85;6;0;51;3;7;7;53;25;6;3;7;2;44
"Site_f02_s01";"F02";2;100;94;17;0;37;4;20;14;19;21;5;1;11;3;71
"Site_f02_s02";"F02";2;100;71;1;0;31;1;6;0;4;28;1;0;7;1;44
"Site_f02_s03";"F02";2;100;96;15;1;57;73;9;14;22;8;13;2;17;4;52
"Site_f02_s04";"F02";2;100;96;19;0;30;82;16;48;25;30;11;2;10;9;71
"Site_f02_s05";"F02";2;100;83;15;1;45;2;21;13;27;14;7;1;14;2;42
"Site_f02_s06";"F02";2;100;87;16;0;36;51;8;2;31;6;2;4;28;1;35
"Site_f02_s07";"F02";2;100;97;23;3;45;4;17;26;37;31;10;5;6;20;85
"Site_f02_s08";"F02";2;100;82;5;0;43;2;14;8;21;16;7;4;2;0;50
"Site_f02_s09";"F02";2;100;91;22;1;61;3;18;14;26;4;6;3;5;6;66
"Site_f02_s10";"F02";2;100;85;3;48;47;3;4;20;31;3;10;1;6;3;55
"Site_f03_s01";"F03";3;100;90;32;2;40;0;10;13;28;20;7;4;11;4;62
"Site_f03_s02";"F03";3;100;81;0;1;15;0;15;8;34;43;3;0;10;12;59
"Site_f03_s03";"F03";3;100;68;1;2;2;0;9;17;20;4;5;1;15;2;59
"Site_f03_s04";"F03";3;100;84;26;1;46;1;17;16;43;3;2;8;8;3;38
"Site_f03_s05";"F03";3;100;56;0;0;0;0;9;7;33;14;4;1;12;2;26
"Site_f03_s06";"F03";3;100;84;1;0;44;1;7;18;20;36;8;4;7;9;48
"Site_f03_s07";"F03";3;100;70;0;2;1;0;11;11;23;23;10;6;7;8;55
"Site_f03_s08";"F03";3;100;70;0;0;19;0;14;11;28;26;3;2;1;1;29
"Site_f03_s09";"F03";3;100;82;1;30;0;46;18;11;17;5;6;2;15;7;26
"Site_f03_s10";"F03";3;100;92;2;1;42;1;11;5;29;31;7;3;16;11;78
"Site_f04_s01";"F04";4;100;80;3;2;3;28;21;15;22;6;2;9;2;3;67
"Site_f04_s02";"F04";4;100;75;1;37;2;3;22;4;19;30;4;1;11;8;34
"Site_f04_s03";"F04";4;100;86;18;1;1;48;15;1;17;11;6;0;5;1;50
"Site_f04_s04";"F04";4;100;68;24;1;2;1;5;23;21;0;4;0;0;2;44
"Site_f04_s05";"F04";4;100;93;34;2;49;60;18;22;21;29;8;9;8;5;70
"Site_f04_s06";"F04";4;100;83;29;1;42;20;7;18;20;38;4;3;7;4;55
"Site_f04_s07";"F04";4;100;84;3;1;51;3;2;3;32;17;3;5;8;11;63
"Site_f04_s08";"F04";4;100;80;20;1;3;1;10;1;31;25;2;9;1;4;60
"Site_f04_s09";"F04";4;100;76;2;0;28;0;6;4;40;14;3;4;5;7;36
"Site_f04_s10";"F04";4;100;70;25;0;2;0;6;5;12;3;8;2;9;4;49
"Site_f05_s01";"F05";5;100;80;25;3;2;48;25;28;2;21;6;4;7;4;31
"Site_f05_s02";"F05";5;100;66;2;1;31;1;0;6;15;20;2;1;4;0;41
"Site_f05_s03";"F05";5;100;74;22;4;23;1;15;7;19;9;4;13;7;9;47
"Site_f05_s04";"F05";5;100;84;1;2;5;1;26;2;12;5;7;1;4;13;75
"Site_f05_s05";"F05";5;100;86;3;24;52;1;9;0;25;5;7;0;2;8;52
"Site_f05_s06";"F05";5;100;73;2;0;19;0;12;19;2;13;1;0;4;9;55
"Site_f05_s07";"F05";5;100;75;3;0;22;0;13;31;19;12;1;3;1;12;54
"Site_f05_s08";"F05";5;100;86;5;36;38;1;12;10;16;28;3;14;5;6;57
"Site_f05_s09";"F05";5;100;75;28;2;22;1;13;10;15;23;2;6;8;3;38
"Site_f05_s10";"F05";5;100;83;40;16;30;0;25;5;16;27;4;1;8;1;35
"Site_f06_s01";"F06";6;100;75;0;4;0;4;3;8;17;18;4;2;2;2;64
"Site_f06_s02";"F06";6;100;83;29;3;1;3;22;28;13;5;6;6;7;3;74
"Site_f06_s03";"F06";6;100;80;0;3;0;22;16;20;5;17;2;4;2;4;62
"Site_f06_s04";"F06";6;100;85;0;30;1;25;13;10;3;7;3;7;2;0;70
"Site_f06_s05";"F06";6;100;74;0;0;0;38;9;20;21;3;8;1;12;3;40
"Site_f06_s06";"F06";6;100;77;1;30;0;24;11;18;12;14;3;9;9;5;55
"Site_f06_s07";"F06";6;100;89;3;31;24;42;30;17;10;8;4;15;11;7;66
"Site_f06_s08";"F06";6;100;80;3;34;0;18;26;10;7;19;7;3;7;0;58
"Site_f06_s09";"F06";6;100;84;0;3;2;33;14;13;19;22;3;10;6;3;68
"Site_f06_s10";"F06";6;100;88;59;18;0;6;3;20;6;12;10;5;9;7;78
"Site_f07_s01";"F07";7;100;84;2;47;0;21;29;12;3;17;9;1;0;2;38
"Site_f07_s02";"F07";7;100;66;20;3;0;0;20;10;2;14;5;8;2;7;50
"Site_f07_s03";"F07";7;100;83;38;26;0;1;25;5;7;7;2;4;2;6;57
"Site_f07_s04";"F07";7;100;77;1;1;0;0;28;16;2;11;2;10;3;10;55
"Site_f07_s05";"F07";7;100;63;1;0;0;2;13;11;13;10;5;5;2;2;52
"Site_f07_s06";"F07";7;100;90;1;39;0;4;23;3;9;13;6;11;8;7;76
"Site_f07_s07";"F07";7;100;73;17;4;0;23;16;19;4;9;5;6;2;5;49
"Site_f07_s08";"F07";7;100;77;3;0;0;33;15;13;12;13;4;4;1;3;51
"Site_f07_s09";"F07";7;100;82;4;22;0;27;23;4;19;12;6;2;2;1;56
"Site_f07_s10";"F07";7;100;84;55;30;0;5;16;15;6;14;6;3;3;9;64
