"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;78;1;0;46;0;8;0;25;49;1;4;3;0;28
"Site_f01_s02";"F01";1;100;88;7;0;58;0;1;11;44;0;0;0;0;0;78
"Site_f01_s03";"F01";1;100;86;10;0;49;0;1;10;0;1;2;0;14;0;69
"Site_f01_s04";"F01";1;100;91;18;17;63;0;4;11;46;33;0;1;13;6;75
"Site_f01_s05";"F01";1;100;71;0;24;0;0;2;15;42;0;0;1;1;0;41
"Site_f01_s06";"F01";1;100;90;20;0;63;0;9;1;30;10;0;0;3;0;62
"Site_f01_s07";"F01";1;100;91;1;0;47;0;6;24;14;2;0;0;4;0;73
"Site_f01_s08";"F01";1;100;90;14;0;59;0;5;15;37;28;0;0;10;0;55
"Site_f01_s09";"F01";1;100;97;1;49;69;0;5;13;26;69;0;6;22;1;76
"Site_f01_s10";"F01";1;100;89;0;0;52;0;10;1;50;50;0;0;28;0;40
"Site_f02_s01";"F02";2;100;82;0;0;40;0;4;0;17;14;1;0;12;6;68
"Site_f02_s02";"F02";2;100;93;20;1;77;0;6;1;33;34;0;0;17;0;55
"Site_f02_s03";"F02";2;100;88;20;1;47;0;3;20;28;34;1;5;7;0;78
"Site_f02_s04";"F02";2;100;72;0;0;51;0;10;0;17;0;8;0;11;0;30
"Site_f02_s05";"F02";2;100;90;25;0;62;1;7;0;0;43;4;1;0;10;47
"Site_f02_s06";"F02";2;100;94;24;36;1;47;16;0;29;0;1;0;14;1;59
"Site_f02_s07";"F02";2;100;94;27;0;38;0;0;15;22;0;1;0;8;0;85
"Site_f02_s08";"F02";2;100;87;15;0;63;0;6;1;27;39;2;3;10;0;44
"Site_f02_s09";"F02";2;100;85;0;37;71;1;1;6;29;0;6;4;16;18;27
"Site_f02_s10";"F02";2;100;79;20;0;0;0;9;16;28;24;0;0;3;2;48
"Site_f03_s01";"F03";3;100;88;0;0;42;1;22;17;1;21;1;0;0;0;73
"Site_f03_s02";"F03";3;100;89;0;43;0;0;9;18;41;0;2;9;2;0;64
"Site_f03_s03";"F03";3;100;84;0;0;52;1;2;7;0;21;0;0;0;0;69
"Site_f03_s04";"F03";3;100;82;1;1;46;40;18;1;32;0;1;0;13;0;43
"Site_f03_s05";"F03";3;100;85;21;0;1;0;0;5;42;46;0;0;16;0;53
"Site_f03_s06";"F03";3;100;78;15;0;25;0;10;11;28;25;4;2;2;1;54
"Site_f03_s07";"F03";3;100;92;28;0;2;79;8;0;28;1;0;0;0;9;55
"Site_f03_s08";"F03";3;100;88;0;0;27;1;16;0;21;21;0;6;13;3;72
"Site_f03_s09";"F03";3;100;89;0;0;52;0;8;7;24;0;1;0;13;0;75
"Site_f03_s10";"F03";3;100;90;1;0;30;45;12;6;21;17;0;1;4;0;69
"Site_f04_s01";"F04";4;100;92;0;56;34;37;7;16;40;30;11;1;5;7;23
"Site_f04_s02";"F04";4;100;72;16;0;1;0;4;12;14;17;0;0;0;0;56
"Site_f04_s03";"F04";4;100;94;0;36;56;2;14;8;22;10;0;1;9;3;83
"Site_f04_s04";"F04";4;100;86;0;24;0;71;0;2;16;17;0;2;12;5;50
"Site_f04_s05";"F04";4;100;80;23;0;0;0;9;10;19;25;0;6;7;0;63
"Site_f04_s06";"F04";4;100;90;0;32;40;0;10;0;48;28;1;0;1;4;72
"Site_f04_s07";"F04";4;100;85;1;0;32;40;0;0;16;1;5;0;9;0;73
"Site_f04_s08";"F04";4;100;83;0;47;47;31;1;1;16;21;3;6;0;6;33
"Site_f04_s09";"F04";4;100;75;0;2;0;0;0;0;23;19;2;1;8;0;68
"Site_f04_s10";"F04";4;100;73;0;24;42;0;10;0;21;28;1;0;1;0;41
"Site_f05_s01";"F05";5;100;80;22;31;1;12;8;0;12;7;6;1;3;0;65
"Site_f05_s02";"F05";5;100;80;25;0;1;1;18;8;1;0;1;8;7;7;68
"Site_f05_s03";"F05";5;100;77;0;0;54;0;6;10;10;2;4;0;0;4;55
"Site_f05_s04";"F05";5;100;85;0;0;34;30;2;1;11;35;1;5;4;0;72
"Site_f05_s05";"F05";5;100;85;0;0;0;0;7;11;27;1;5;4;0;3;76
"Site_f05_s06";"F05";5;100;80;0;1;0;41;9;2;15;12;8;2;0;3;58
"Site_f05_s07";"F05";5;100;85;0;32;0;10;15;19;18;0;0;6;6;1;74
"Site_f05_s08";"F05";5;100;89;0;0;25;1;10;15;7;6;4;0;0;1;85
"Site_f05_s09";"F05";5;100;88;0;0;0;0;1;17;23;1;0;4;5;1;81
"Site_f05_s10";"F05";5;100;86;27;0;31;0;13;22;7;12;5;4;0;11;63
"Site_f06_s01";"F06";6;100;71;0;2;0;43;0;13;4;26;0;1;4;1;33
"Site_f06_s02";"F06";6;100;86;0;32;1;27;0;1;20;12;8;5;0;1;67
"Site_f06_s03";"F06";6;100;71;0;0;0;1;0;9;0;23;5;0;0;1;57
"Site_f06_s04";"F06";6;100;84;0;29;25;1;12;0;15;17;5;1;0;1;70
"Site_f06_s05";"F06";6;100;71;0;16;0;46;14;20;10;22;5;0;0;5;36
"Site_f06_s06";"F06";6;100;80;0;27;1;1;28;2;10;28;1;5;1;5;58
"Site_f06_s07";"F06";6;100;90;0;23;40;37;12;22;0;16;1;5;0;0;64
"Site_f06_s08";"F06";6;100;88;0;24;0;2;1;9;25;3;0;5;1;0;77
"Site_f06_s09";"F06";6;100;65;0;0;30;18;6;5;12;16;1;0;1;2;33
"Site_f06_s10";"F06";6;100;80;16;42;33;1;8;0;0;18;0;2;1;0;32
"Site_f07_s01";"F07";7;100;84;39;35;0;0;0;18;0;12;8;7;0;4;64
"Site_f07_s02";"F07";7;100;66;44;0;0;0;17;2;0;0;6;3;1;0;36
"Site_f07_s03";"F07";7;100;72;0;0;0;19;0;11;0;10;5;7;2;0;59
"Site_f07_s04";"F07";7;100;75;0;23;0;0;21;19;5;29;6;0;1;3;47
"Site_f07_s05";"F07";7;100;77;0;28;40;0;21;1;0;17;0;1;0;4;43
"Site_f07_s06";"F07";7;100;72;0;21;0;0;0;25;10;7;0;0;0;0;51
"Site_f07_s07";"F07";7;100;75;0;0;0;29;20;0;14;7;1;4;0;0;61
"Site_f07_s08";"F07";7;100;83;0;71;0;0;14;16;0;4;3;0;2;3;44
"Site_f07_s09";"F07";7;100;81;0;0;0;23;0;0;20;13;0;2;0;1;77
"Site_f07_s10";"F07";7;100;87;62;0;33;0;21;19;13;11;0;0;6;5;40
"Site_f08_s01";"F08";8;100;89;0;27;0;0;22;20;11;1;15;9;0;3;76
"Site_f08_s02";"F08";8;100;82;0;1;1;31;46;14;0;4;0;5;0;6;67
"Site_f08_s03";"F08";8;100;77;0;0;0;26;1;16;4;10;0;0;0;6;65
"Site_f08_s04";"F08";8;100;75;28;46;0;30;15;10;5;14;1;4;0;1;32
"Site_f08_s05";"F08";8;100;80;0;24;17;1;23;11;0;6;0;6;0;1;58
"Site_f08_s06";"F08";8;100;88;53;26;0;21;0;26;13;10;8;9;1;1;56
"Site_f08_s07";"F08";8;100;69;0;0;0;25;0;23;0;6;0;0;1;0;60
"Site_f08_s08";"F08";8;100;85;52;0;0;28;0;12;3;12;0;3;0;0;62
"Site_f08_s09";"F08";8;100;68;1;0;0;13;0;0;0;2;0;4;2;0;64
"Site_f08_s10";"F08";8;100;89;0;14;16;15;26;32;2;23;0;0;0;2;74
"Site_f09_s01";"F09";9;100;81;0;0;0;14;40;22;29;3;12;6;0;3;57
"Site_f09_s02";"F09";9;100;94;72;45;0;13;27;8;6;5;0;0;2;2;66
"Site_f09_s03";"F09";9;100;90;0;39;0;2;15;23;8;3;4;0;0;0;76
"Site_f09_s04";"F09";9;100;94;0;42;0;32;67;8;6;8;0;7;0;0;64
"Site_f09_s05";"F09";9;100;76;0;19;0;7;36;32;11;0;0;3;0;1;43
"Site_f09_s06";"F09";9;100;69;0;0;0;37;22;6;16;2;8;4;0;1;26
"Site_f09_s07";"F09";9;100;78;1;26;0;11;0;44;2;0;1;5;0;0;55
"Site_f09_s08";"F09";9;100;83;0;0;9;24;24;17;13;3;0;1;1;0;72
"Site_f09_s09";"F09";9;100;89;58;21;0;19;0;9;1;10;2;5;2;0;71
"Site_f09_s10";"F09";9;100;81;0;0;1;8;18;1;0;4;4;0;1;1;78
"Site_f10_s01";"F10";10;100;77;0;43;0;0;21;8;0;2;6;3;1;1;59
"Site_f10_s02";"F10";10;100;82;0;16;0;0;24;15;6;20;17;4;2;2;58
"Site_f10_s03";"F10";10;100;87;67;0;0;14;24;0;1;14;3;5;0;1;59
"Site_f10_s04";"F10";10;100;63;0;0;0;19;0;9;3;8;7;6;0;1;49
"Site_f10_s05";"F10";10;100;70;0;0;0;17;33;6;1;8;0;4;0;3;48
"Site_f10_s06";"F10";10;100;83;32;28;0;0;34;19;0;5;6;4;0;1;66
"Site_f10_s07";"F10";10;100;85;61;1;0;21;29;0;0;8;11;4;0;1;41
"Site_f10_s08";"F10";10;100;88;60;22;0;19;30;8;0;6;3;11;0;2;51
"Site_f10_s09";"F10";10;100;69;0;36;0;4;0;12;0;4;0;4;3;0;44
"Site_f10_s10";"F10";10;100;85;0;33;0;9;10;6;25;4;0;6;0;1;71
