"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;97;39;6;336;7;35;11;115;122;26;7;44;21;246
"Site_f01_s02";"F01";1;100;73;26;1;11;1;13;4;55;31;8;7;15;6;82
"Site_f01_s03";"F01";1;100;76;34;15;71;2;13;4;40;9;14;1;24;4;36
"Site_f01_s04";"F01";1;100;96;47;50;306;3;59;14;87;64;35;16;56;34;564
"Site_f01_s05";"F01";1;100;86;44;3;77;2;11;40;23;5;6;5;17;30;149
"Site_f01_s06";"F01";1;100;86;26;3;206;4;24;5;67;42;12;15;30;15;79
"Site_f01_s07";"F01";1;100;81;25;2;108;1;18;17;63;10;14;18;20;13;188
"Site_f01_s08";"F01";1;100;84;25;6;166;62;20;4;31;89;23;8;35;12;77
"Site_f01_s09";"F01";1;100;81;38;1;120;0;13;1;58;12;11;7;20;16;104
"Site_f01_s10";"F01";1;100;64;24;2;5;1;17;4;26;8;13;2;12;5;127
"Site_f02_s01";"F02";2;100;77;38;95;11;1;30;17;35;10;14;1;14;3;140
"Site_f02_s02";"F02";2;100;78;8;3;89;3;9;15;40;28;18;9;34;4;141
"Site_f02_s03";"F02";2;100;85;13;3;230;2;14;29;57;19;19;3;20;9;45
"Site_f02_s04";"F02";2;100;71;11;1;54;3;11;5;25;8;5;2;8;2;86
"Site_f02_s05";"F02";2;100;72;6;3;38;3;19;11;44;6;10;0;9;8;75
"Site_f02_s06";"F02";2;100;69;12;54;8;4;16;17;20;39;9;0;22;3;95
"Site_f02_s07";"F02";2;100;64;33;2;6;0;8;12;67;22;10;0;8;1;73
"Site_f02_s08";"F02";2;100;60;11;0;0;1;8;5;28;24;1;2;5;0;68
"Site_f02_s09";"F02";2;100;76;34;8;10;1;16;18;45;9;9;0;20;9;209
"Site_f02_s10";"F02";2;100;87;7;4;126;79;20;22;42;10;16;3;23;5;136
"Site_f03_s01";"F03";3;100;85;8;1;137;11;16;35;64;20;15;4;5;5;105
"Site_f03_s02";"F03";3;100;70;8;0;37;51;12;9;19;18;7;4;11;6;86
"Site_f03_s03";"F03";3;100;84;11;25;9;62;13;13;21;66;11;16;8;8;111
"Site_f03_s04";"F03";3;100;75;34;1;50;3;16;15;10;10;5;8;12;4;175
"Site_f03_s05";"F03";3;100;78;5;3;63;78;7;23;11;36;6;11;12;6;124
"Site_f03_s06";"F03";3;100;81;8;2;65;84;28;25;23;64;14;10;16;11;131
"Site_f03_s07";"F03";3;100;91;29;1;91;41;24;26;39;72;11;19;21;14;229
"Site_f03_s08";"F03";3;100;84;4;2;77;9;21;56;61;48;13;5;10;11;80
"Site_f03_s09";"F03";3;100;85;20;1;11;10;25;40;30;38;9;18;27;15;240
"Site_f03_s10";"F03";3;100;78;8;4;14;11;19;81;42;30;19;13;13;21;218
"Site_f04_s01";"F04";4;100;66;2;3;26;1;8;13;28;5;9;7;7;8;123
"Site_f04_s02";"F04";4;100;69;10;3;15;1;15;19;29;23;18;12;10;3;179
"Site_f04_s03";"F04";4;100;89;33;5;32;57;12;47;20;13;13;22;10;7;205
"Site_f04_s04";"F04";4;100;77;18;4;94;2;18;27;11;24;14;10;13;2;68
"Site_f04_s05";"F04";4;100;87;11;1;31;1;15;29;39;33;16;12;12;16;265
"Site_f04_s06";"F04";4;100;81;33;49;11;35;22;25;17;28;17;13;8;9;140
"Site_f04_s07";"F04";4;100;61;5;5;9;8;11;9;21;21;14;11;5;13;155
"Site_f04_s08";"F04";4;100;80;19;39;9;146;17;21;25;28;15;13;20;22;84
"Site_f04_s09";"F04";4;100;82;5;59;80;9;30;17;34;35;19;11;12;8;127
"Site_f04_s10";"F04";4;100;76;52;6;102;4;13;11;49;17;6;7;22;9;84
"Site_f05_s01";"F05";5;100;77;38;4;9;6;21;30;8;10;11;11;8;1;110
"Site_f05_s02";"F05";5;100;52;2;2;24;1;1;6;5;5;4;5;4;11;52
"Site_f05_s03";"F05";5;100;82;89;6;69;56;11;28;20;23;21;11;12;4;188
"Site_f05_s04";"F05";5;100;75;7;0;76;49;17;31;10;10;10;6;7;4;54
"Site_f05_s05";"F05";5;100;75;37;20;52;6;27;16;23;20;16;3;17;2;55
"Site_f05_s06";"F05";5;100;84;46;61;12;7;11;19;14;25;17;8;6;8;93
"Site_f05_s07";"F05";5;100;91;44;4;52;140;31;37;26;32;33;14;13;10;225
"Site_f05_s08";"F05";5;100;73;8;4;36;5;14;12;17;9;17;10;11;3;283
"Site_f05_s09";"F05";5;100;83;21;4;16;31;25;32;33;18;24;18;11;6;388
"Site_f05_s10";"F05";5;100;75;4;0;59;9;24;48;18;6;13;2;7;8;83
"Site_f06_s01";"F06";6;100;69;5;6;1;14;13;37;23;26;1;12;1;18;107
"Site_f06_s02";"F06";6;100;78;7;86;5;4;21;13;14;23;12;12;2;14;132
"Site_f06_s03";"F06";6;100;65;24;21;1;0;17;26;7;7;6;12;2;10;104
"Site_f06_s04";"F06";6;100;78;8;15;72;57;52;15;13;21;13;11;9;13;153
"Site_f06_s05";"F06";6;100;77;21;11;3;64;22;22;12;17;19;15;3;21;103
"Site_f06_s06";"F06";6;100;58;2;46;2;1;12;15;21;13;5;6;2;15;48
"Site_f06_s07";"F06";6;100;72;60;5;16;3;22;32;13;12;22;13;0;21;171
"Site_f06_s08";"F06";6;100;68;2;26;3;2;20;15;3;17;7;7;4;11;86
"Site_f06_s09";"F06";6;100;74;57;27;2;3;7;30;3;7;10;15;2;11;87
"Site_f06_s10";"F06";6;100;82;79;20;3;6;35;47;27;18;12;20;6;14;131
"Site_f07_s01";"F07";7;100;90;127;69;1;22;24;63;12;44;22;26;19;18;256
"Site_f07_s02";"F07";7;100;83;20;51;2;61;35;16;10;36;11;21;8;20;136
"Site_f07_s03";"F07";7;100;63;7;39;0;4;19;17;24;12;5;5;3;2;79
"Site_f07_s04";"F07";7;100;82;5;40;26;42;15;34;11;26;7;10;6;11;155
"Site_f07_s05";"F07";7;100;83;65;66;2;45;57;39;7;21;18;16;12;15;118
"Site_f07_s06";"F07";7;100;84;6;23;1;19;18;25;22;21;18;17;7;12;286
"Site_f07_s07";"F07";7;100;78;41;15;0;72;21;18;20;31;6;16;5;13;95
"Site_f07_s08";"F07";7;100;70;5;80;2;5;9;27;18;18;12;22;6;8;90
"Site_f07_s09";"F07";7;100;75;38;12;2;27;15;22;11;15;13;8;6;9;99
"Site_f07_s10";"F07";7;100;67;3;9;2;31;38;11;20;39;5;6;8;7;53
"Site_f08_s01";"F08";8;100;66;4;40;1;16;27;4;5;18;16;5;5;3;97
"Site_f08_s02";"F08";8;100;72;39;21;5;88;35;17;14;14;9;7;3;14;42
"Site_f08_s03";"F08";8;100;83;10;45;4;23;41;22;6;28;8;9;14;16;212
"Site_f08_s04";"F08";8;100;62;6;23;2;6;10;7;24;14;7;14;4;4;125
"Site_f08_s05";"F08";8;100;88;251;45;46;43;61;32;29;46;18;27;8;21;95
"Site_f08_s06";"F08";8;100;80;10;48;16;71;70;8;13;31;15;13;1;13;85
"Site_f08_s07";"F08";8;100;74;121;10;11;35;38;22;4;6;11;9;6;11;87
"Site_f08_s08";"F08";8;100;73;61;48;8;17;10;19;2;7;10;7;6;11;60
"Site_f08_s09";"F08";8;100;77;6;85;2;15;15;27;22;19;11;12;5;7;89
"Site_f08_s10";"F08";8;100;73;42;45;4;27;10;12;7;22;6;8;10;8;110
"Site_f09_s01";"F09";9;100;78;65;5;3;7;28;43;6;16;7;14;5;10;71
"Site_f09_s02";"F09";9;100;72;2;9;1;18;19;18;16;9;16;9;2;18;106
"Site_f09_s03";"F09";9;100;75;45;7;22;11;91;7;14;11;10;16;0;8;66
"Site_f09_s04";"F09";9;100;73;5;38;5;36;32;28;23;34;30;20;3;15;168
"Site_f09_s05";"F09";9;100;63;0;2;0;14;40;19;9;14;2;10;0;4;81
"Site_f09_s06";"F09";9;100;67;2;45;5;36;17;33;8;11;11;5;5;13;80
"Site_f09_s07";"F09";9;100;83;4;84;7;41;46;14;12;21;6;16;5;11;151
"Site_f09_s08";"F09";9;100;69;3;26;17;9;9;9;4;11;7;13;1;18;110
"Site_f09_s09";"F09";9;100;69;0;44;2;13;35;22;10;13;6;12;4;2;76
"Site_f09_s10";"F09";9;100;77;2;42;6;13;36;19;15;16;10;10;6;7;91
"Site_f10_s01";"F10";10;100;81;10;61;2;16;51;32;12;18;27;19;3;15;157
"Site_f10_s02";"F10";10;100;91;71;85;4;63;66;30;15;27;25;24;12;28;193
