"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;71;6;0;134;6;18;10;46;8;14;8;18;9;92
"Site_f01_s02";"F01";1;100;79;17;0;15;70;15;7;39;2;21;4;21;9;193
"Site_f01_s03";"F01";1;100;62;5;0;101;2;18;5;9;3;12;6;10;10;80
"Site_f01_s04";"F01";1;100;73;7;0;8;4;10;21;17;2;15;2;17;6;176
"Site_f01_s05";"F01";1;100;73;17;0;77;3;14;21;91;7;16;2;22;3;73
"Site_f01_s06";"F01";1;100;84;31;0;17;116;23;18;58;12;21;7;8;6;206
"Site_f01_s07";"F01";1;100;74;4;0;8;2;14;6;66;71;11;6;11;3;89
"Site_f01_s08";"F01";1;100;85;19;0;100;5;23;11;74;11;24;8;26;4;229
"Site_f01_s09";"F01";1;100;84;6;0;94;4;16;15;84;37;17;4;67;6;77
"Site_f01_s10";"F01";1;100;82;11;0;119;5;12;12;79;29;18;9;21;4;93
"Site_f02_s01";"F02";2;100;87;29;2;54;4;26;21;24;42;18;3;14;7;144
"Site_f02_s02";"F02";2;100;65;6;1;35;0;13;7;9;38;10;1;14;6;67
"Site_f02_s03";"F02";2;100;90;19;1;141;218;27;32;54;16;16;5;31;9;101
"Site_f02_s04";"F02";2;100;93;41;3;73;357;54;104;55;56;27;8;29;15;247
"Site_f02_s05";"F02";2;100;78;18;2;90;3;35;25;41;18;15;2;19;4;100
"Site_f02_s06";"F02";2;100;76;18;5;58;91;19;13;57;11;13;7;37;4;68
"Site_f02_s07";"F02";2;100;93;47;3;108;11;38;66;82;58;36;8;20;32;454
"Site_f02_s08";"F02";2;100;68;5;0;64;2;20;19;30;18;11;2;11;6;66
"Site_f02_s09";"F02";2;100;85;39;4;166;9;25;19;41;10;14;5;20;8;188
"Site_f02_s10";"F02";2;100;83;15;75;118;6;15;35;42;11;14;3;14;5;126
"Site_f03_s01";"F03";3;100;87;35;4;75;3;17;19;56;35;15;4;33;7;159
"Site_f03_s02";"F03";3;100;80;5;1;14;4;23;25;35;77;17;8;15;21;189
"Site_f03_s03";"F03";3;100;67;3;1;5;4;14;25;25;9;8;5;26;2;126
"Site_f03_s04";"F03";3;100;80;16;1;95;3;27;27;78;9;13;12;11;5;46
"Site_f03_s05";"F03";3;100;53;0;1;2;1;11;13;31;18;4;1;14;3;41
"Site_f03_s06";"F03";3;100;77;1;3;67;1;11;19;31;69;8;6;17;13;101
"Site_f03_s07";"F03";3;100;66;2;4;8;4;7;12;22;20;19;6;15;9;126
"Site_f03_s08";"F03";3;100;60;1;1;19;1;11;15;30;27;5;4;11;4;50
"Site_f03_s09";"F03";3;100;74;0;29;10;72;25;15;41;10;4;4;15;12;40
"Site_f03_s10";"F03";3;100;87;2;2;88;2;36;20;37;56;19;10;21;10;219
"Site_f04_s01";"F04";4;100;78;11;1;5;37;25;25;31;9;14;10;8;9;202
"Site_f04_s02";"F04";4;100;73;4;49;7;8;19;9;23;56;2;8;13;11;51
"Site_f04_s03";"F04";4;100;74;20;1;6;88;16;6;32;14;8;6;8;6;83
"Site_f04_s04";"F04";4;100;63;24;2;2;1;5;27;23;5;9;4;5;4;65
"Site_f04_s05";"F04";4;100;88;60;1;86;132;28;34;38;51;15;10;13;12;187
"Site_f04_s06";"F04";4;100;79;52;3;86;63;12;26;25;64;15;16;14;9;117
"Site_f04_s07";"F04";4;100;81;8;2;87;5;13;10;50;26;6;26;8;13;149
"Site_f04_s08";"F04";4;100;75;33;1;7;7;18;7;53;30;6;19;9;11;126
"Site_f04_s09";"F04";4;100;67;6;0;38;3;17;9;65;19;4;6;7;12;59
"Site_f04_s10";"F04";4;100;66;29;1;1;1;13;8;21;11;9;7;17;8;110
"Site_f05_s01";"F05";5;100;72;24;3;13;74;29;32;6;35;8;6;5;6;32
"Site_f05_s02";"F05";5;100;61;3;3;40;0;6;6;15;25;1;3;10;5;54
"Site_f05_s03";"F05";5;100;68;35;2;34;1;25;14;30;18;8;10;9;13;122
"Site_f05_s04";"F05";5;100;83;10;3;13;0;28;12;22;19;10;11;13;15;216
"Site_f05_s05";"F05";5;100;82;12;26;82;2;7;11;30;7;9;6;7;17;116
"Site_f05_s06";"F05";5;100;65;0;6;20;1;20;25;7;17;7;3;10;12;134
