"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;74;8;2;11;0;13;16;46;20;7;2;12;1;104
"Site_f01_s02";"F01";1;100;73;8;5;76;0;22;13;41;7;14;17;21;9;190
"Site_f01_s03";"F01";1;100;87;9;31;137;0;14;18;53;56;14;15;25;10;90
"Site_f01_s04";"F01";1;100;81;12;6;131;0;23;38;97;31;18;6;24;25;169
"Site_f01_s05";"F01";1;100;90;9;35;289;0;25;23;74;101;24;3;30;12;78
"Site_f01_s06";"F01";1;100;88;35;4;304;0;24;45;80;23;26;10;37;13;260
"Site_f01_s07";"F01";1;100;69;1;1;6;0;12;5;56;58;9;2;20;8;100
"Site_f01_s08";"F01";1;100;83;12;2;135;0;11;25;41;16;12;5;10;1;84
"Site_f01_s09";"F01";1;100;86;27;4;271;0;22;12;38;11;11;2;23;20;64
"Site_f01_s10";"F01";1;100;80;8;1;69;0;15;12;45;9;14;6;10;2;130
"Site_f02_s01";"F02";2;100;88;32;27;182;8;36;46;42;69;16;5;23;16;162
"Site_f02_s02";"F02";2;100;70;6;2;46;1;8;13;85;3;6;1;12;5;43
"Site_f02_s03";"F02";2;100;72;3;42;10;0;15;19;38;18;1;2;14;5;114
"Site_f02_s04";"F02";2;100;89;50;12;479;2;47;53;75;56;19;6;35;14;126
"Site_f02_s05";"F02";2;100;75;22;3;66;1;13;25;49;8;6;5;23;12;75
"Site_f02_s06";"F02";2;100;77;4;4;69;1;26;18;105;31;7;9;15;3;49
"Site_f02_s07";"F02";2;100;75;16;2;8;49;16;19;59;56;8;5;17;11;74
"Site_f02_s08";"F02";2;100;69;32;3;91;2;15;10;25;7;7;2;10;6;31
"Site_f02_s09";"F02";2;100;65;7;3;7;1;8;11;141;11;4;0;22;4;40
"Site_f02_s10";"F02";2;100;76;3;3;67;0;8;25;50;18;5;4;15;4;49
"Site_f03_s01";"F03";3;100;80;42;2;92;3;17;33;45;18;8;12;26;6;172
"Site_f03_s02";"F03";3;100;88;12;5;103;1;24;34;19;30;15;12;25;6;202
"Site_f03_s03";"F03";3;100;55;1;4;6;0;11;20;25;6;9;2;7;2;66
"Site_f03_s04";"F03";3;100;82;7;18;113;79;22;15;27;37;10;7;11;4;47
"Site_f03_s05";"F03";3;100;80;5;4;118;1;37;29;53;9;10;6;18;4;112
"Site_f03_s06";"F03";3;100;84;5;4;81;5;23;18;20;80;16;10;14;8;142
"Site_f03_s07";"F03";3;100;92;17;11;16;2;32;30;43;40;13;14;18;2;357
"Site_f03_s08";"F03";3;100;88;12;58;94;2;45;56;73;62;32;14;26;12;374
"Site_f03_s09";"F03";3;100;88;18;16;106;1;30;43;40;36;18;14;20;7;354
"Site_f03_s10";"F03";3;100;81;47;69;37;3;22;29;30;21;14;6;18;4;151
"Site_f04_s01";"F04";4;100;78;28;63;37;6;13;21;31;8;4;7;6;7;85
"Site_f04_s02";"F04";4;100;78;39;18;71;44;18;34;39;11;6;5;5;17;146
"Site_f04_s03";"F04";4;100;75;4;33;14;4;10;11;11;25;3;4;3;4;110
"Site_f04_s04";"F04";4;100;83;25;47;13;11;11;35;33;36;1;7;8;24;190
"Site_f04_s05";"F04";4;100;76;7;39;6;73;20;25;23;25;8;6;6;16;144
"Site_f04_s06";"F04";4;100;68;2;6;2;4;10;26;24;33;4;3;7;12;97
"Site_f04_s07";"F04";4;100;75;7;82;10;61;4;41;14;24;7;6;6;10;95
"Site_f04_s08";"F04";4;100;80;9;60;5;6;14;12;49;93;3;4;5;13;86
"Site_f04_s09";"F04";4;100;72;3;8;23;67;6;15;18;23;3;3;6;8;82
