"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;81;0;28;0;0;13;0;0;0;2;0;0;0;324
"Site_f01_s02";"F01";1;100;91;18;60;89;0;9;0;35;83;0;0;14;12;258
"Site_f01_s03";"F01";1;100;79;0;1;71;0;13;42;21;0;5;0;11;0;172
"Site_f01_s04";"F01";1;100;92;11;1;221;68;40;0;27;0;1;1;5;0;238
"Site_f01_s05";"F01";1;100;90;13;67;135;123;0;0;14;0;4;0;8;0;93
"Site_f01_s06";"F01";1;100;54;0;0;0;0;10;0;0;0;0;6;0;5;78
"Site_f01_s07";"F01";1;100;93;44;0;179;0;5;0;54;105;2;0;9;0;165
"Site_f01_s08";"F01";1;100;89;0;0;149;98;3;18;90;52;1;0;35;0;158
"Site_f01_s09";"F01";1;100;94;11;0;64;0;9;59;132;0;2;2;7;0;562
"Site_f01_s10";"F01";1;100;89;10;87;0;0;4;0;111;103;0;1;1;0;229
"Site_f02_s01";"F02";2;100;76;0;0;79;1;9;0;17;132;0;0;3;0;23
"Site_f02_s02";"F02";2;100;85;8;0;81;0;0;0;0;22;3;1;14;11;142
"Site_f02_s03";"F02";2;100;72;0;53;0;0;0;0;42;0;0;0;5;8;179
"Site_f02_s04";"F02";2;100;92;0;0;1;0;12;32;53;75;3;0;0;0;457
"Site_f02_s05";"F02";2;100;90;15;0;250;0;3;28;71;42;3;0;15;0;69
"Site_f02_s06";"F02";2;100;81;0;0;139;0;12;0;29;80;1;3;9;0;210
"Site_f02_s07";"F02";2;100;81;51;0;0;0;6;15;52;0;6;5;7;0;138
"Site_f02_s08";"F02";2;100;75;0;0;179;0;10;18;37;0;2;0;1;0;103
"Site_f02_s09";"F02";2;100;90;0;0;0;0;4;13;101;13;4;0;32;13;374
"Site_f02_s10";"F02";2;100;95;9;0;77;91;14;1;41;0;1;1;0;1;226
"Site_f03_s01";"F03";3;100;84;1;0;0;0;8;0;47;46;0;0;3;1;282
"Site_f03_s02";"F03";3;100;85;58;0;0;0;5;0;61;31;4;6;6;0;183
"Site_f03_s03";"F03";3;100;84;0;39;0;65;7;22;62;0;2;0;4;0;112
"Site_f03_s04";"F03";3;100;78;0;0;88;0;8;13;14;31;0;6;5;0;111
"Site_f03_s05";"F03";3;100;76;0;0;72;0;10;18;71;23;4;0;0;13;65
"Site_f03_s06";"F03";3;100;80;0;0;129;0;4;9;34;0;0;0;3;10;250
"Site_f03_s07";"F03";3;100;84;61;0;0;0;8;9;0;0;3;0;4;0;446
"Site_f03_s08";"F03";3;100;92;0;0;153;0;5;0;24;0;4;1;5;4;288
"Site_f03_s09";"F03";3;100;85;0;0;0;0;11;0;0;0;1;0;15;0;308
"Site_f03_s10";"F03";3;100;90;1;58;638;85;14;0;19;56;0;5;3;0;91
"Site_f04_s01";"F04";4;100;85;86;0;67;0;12;0;81;30;2;2;0;6;180
"Site_f04_s02";"F04";4;100;86;0;0;69;36;19;27;51;38;1;0;0;6;277
"Site_f04_s03";"F04";4;100;79;0;0;0;0;13;27;22;25;3;0;4;2;144
"Site_f04_s04";"F04";4;100;80;73;0;74;0;17;43;25;31;2;7;0;3;24
"Site_f04_s05";"F04";4;100;68;0;0;0;0;0;17;27;0;0;3;11;0;180
"Site_f04_s06";"F04";4;100;76;55;0;0;0;7;24;24;0;3;0;8;0;106
"Site_f04_s07";"F04";4;100;81;54;0;0;0;0;19;36;48;9;1;7;18;66
"Site_f04_s08";"F04";4;100;83;0;0;0;0;83;44;37;5;2;6;5;7;305
"Site_f04_s09";"F04";4;100;70;0;0;0;46;16;13;26;0;6;0;0;3;77
"Site_f04_s10";"F04";4;100;86;63;54;0;76;36;0;103;19;0;5;0;9;110
"Site_f05_s01";"F05";5;100;82;0;0;38;0;0;20;45;38;5;4;7;13;217
"Site_f05_s02";"F05";5;100;79;42;89;0;0;14;0;7;18;0;0;9;4;102
"Site_f05_s03";"F05";5;100;68;0;0;0;0;23;55;0;8;4;0;0;5;152
"Site_f05_s04";"F05";5;100;85;0;0;0;0;17;24;32;24;10;0;3;0;318
"Site_f05_s05";"F05";5;100;77;0;0;0;71;0;0;48;16;5;0;0;0;145
"Site_f05_s06";"F05";5;100;84;38;52;0;47;0;13;16;0;13;6;12;6;82
"Site_f05_s07";"F05";5;100;78;16;0;0;0;12;0;13;57;0;2;2;0;158
"Site_f05_s08";"F05";5;100;74;26;0;0;0;11;0;0;27;0;0;1;5;190
"Site_f05_s09";"F05";5;100;87;23;41;67;0;27;11;18;20;3;0;0;0;210
"Site_f05_s10";"F05";5;100;88;0;0;0;17;6;50;17;65;0;4;2;0;254
"Site_f06_s01";"F06";6;100;73;0;0;0;0;51;21;14;5;6;0;3;0;121
"Site_f06_s02";"F06";6;100;89;0;36;88;26;0;22;65;7;0;1;8;0;159
"Site_f06_s03";"F06";6;100;83;0;165;65;0;9;25;14;8;0;0;14;2;128
"Site_f06_s04";"F06";6;100;79;31;0;85;0;17;22;0;23;1;5;0;8;146
"Site_f06_s05";"F06";6;100;84;121;0;0;0;18;38;24;8;2;7;0;9;184
"Site_f06_s06";"F06";6;100;84;34;0;88;52;0;18;0;51;0;0;5;0;124
"Site_f06_s07";"F06";6;100;67;85;0;0;0;0;15;0;16;13;5;2;0;146
"Site_f06_s08";"F06";6;100;87;12;0;0;35;75;8;24;15;0;4;0;0;207
"Site_f06_s09";"F06";6;100;73;0;61;0;0;0;32;38;9;2;1;0;6;153
"Site_f06_s10";"F06";6;100;91;0;72;42;0;17;0;25;18;4;4;3;14;240
"Site_f07_s01";"F07";7;100;74;0;1;0;74;15;21;0;19;0;0;1;2;53
"Site_f07_s02";"F07";7;100;82;0;0;0;39;18;21;14;25;2;4;5;1;177
"Site_f07_s03";"F07";7;100;79;0;0;0;20;0;36;0;6;0;6;0;1;168
"Site_f07_s04";"F07";7;100;88;72;0;32;19;84;6;9;13;10;3;0;1;188
"Site_f07_s05";"F07";7;100;81;0;1;0;46;16;9;0;16;0;5;6;4;296
"Site_f07_s06";"F07";7;100;82;39;58;0;103;26;30;6;0;1;3;0;1;133
"Site_f07_s07";"F07";7;100;80;0;37;0;1;46;0;11;16;3;0;0;0;199
"Site_f07_s08";"F07";7;100;77;0;27;0;0;64;1;0;5;13;2;6;4;109
"Site_f07_s09";"F07";7;100;86;158;35;0;98;24;18;24;7;8;1;1;2;62
"Site_f07_s10";"F07";7;100;85;0;0;0;32;24;18;7;7;0;1;0;4;210
"Site_f08_s01";"F08";8;100;74;48;0;42;0;0;14;6;16;3;1;3;1;76
"Site_f08_s02";"F08";8;100;85;0;114;0;0;36;9;11;0;0;7;0;2;104
"Site_f08_s03";"F08";8;100;83;207;98;0;0;0;11;7;13;0;9;0;1;202
"Site_f08_s04";"F08";8;100;81;63;23;0;0;22;20;17;4;0;4;0;1;143
"Site_f08_s05";"F08";8;100;79;0;148;0;38;55;15;7;6;0;4;0;6;126
"Site_f08_s06";"F08";8;100;86;92;39;0;0;34;23;11;11;0;8;1;10;92
"Site_f08_s07";"F08";8;100;82;108;0;0;0;51;14;13;3;7;2;0;7;315
"Site_f08_s08";"F08";8;100;74;79;0;15;0;19;5;0;5;0;3;0;1;121
"Site_f08_s09";"F08";8;100;87;0;74;0;16;73;36;10;7;3;1;0;0;161
"Site_f08_s10";"F08";8;100;87;131;0;17;27;25;38;11;5;4;5;12;1;117
"Site_f09_s01";"F09";9;100;82;0;37;0;84;53;10;18;15;0;2;0;1;124
