"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;91;17;0;33;0;8;27;28;59;1;1;13;0;66
"Site_f01_s02";"F01";1;100;93;1;1;65;0;3;1;43;14;5;3;6;14;76
"Site_f01_s03";"F01";1;100;87;0;0;3;1;6;18;29;1;1;6;14;0;85
"Site_f01_s04";"F01";1;100;98;11;40;4;85;6;6;40;48;2;1;14;1;79
"Site_f01_s05";"F01";1;100;97;19;1;79;54;1;5;53;4;2;4;18;0;80
"Site_f01_s06";"F01";1;100;88;1;0;3;75;10;0;57;1;1;2;10;0;43
"Site_f01_s07";"F01";1;100;84;12;0;59;0;12;13;2;19;8;0;9;14;41
"Site_f01_s08";"F01";1;100;87;1;0;51;60;3;3;29;1;0;5;17;0;55
"Site_f01_s09";"F01";1;100;92;1;0;55;1;7;0;56;0;3;1;8;0;63
"Site_f01_s10";"F01";1;100;84;1;0;1;0;7;32;44;26;0;0;1;0;57
"Site_f02_s01";"F02";2;100;80;1;0;2;1;14;1;27;43;1;1;20;0;48
"Site_f02_s02";"F02";2;100;86;0;0;44;0;3;2;14;1;1;0;1;1;75
"Site_f02_s03";"F02";2;100;86;11;0;74;0;3;17;21;29;4;0;16;1;35
"Site_f02_s04";"F02";2;100;56;0;0;0;0;4;0;17;1;1;1;0;0;46
"Site_f02_s05";"F02";2;100;82;1;0;56;0;0;1;42;24;4;0;10;6;42
"Site_f02_s06";"F02";2;100;94;2;0;52;1;7;19;27;24;2;1;10;1;85
"Site_f02_s07";"F02";2;100;94;16;0;70;62;9;2;25;1;3;2;15;1;55
"Site_f02_s08";"F02";2;100;85;17;0;1;0;9;8;27;23;2;3;10;0;67
"Site_f02_s09";"F02";2;100;86;0;0;66;0;2;14;22;22;1;0;4;1;63
"Site_f02_s10";"F02";2;100;77;1;0;61;0;1;0;10;34;5;0;6;1;33
"Site_f03_s01";"F03";3;100;83;0;0;2;1;4;0;26;29;0;1;9;1;73
"Site_f03_s02";"F03";3;100;71;2;0;0;1;11;2;21;20;1;0;7;2;60
"Site_f03_s03";"F03";3;100;90;0;42;61;0;13;4;27;22;2;9;13;5;66
"Site_f03_s04";"F03";3;100;66;0;0;0;0;19;0;15;1;1;0;6;7;43
"Site_f03_s05";"F03";3;100;84;20;0;61;0;15;19;3;2;0;5;5;3;65
"Site_f03_s06";"F03";3;100;66;0;1;20;0;13;12;28;17;3;0;4;0;27
"Site_f03_s07";"F03";3;100;58;1;0;0;0;2;9;17;3;0;0;4;0;45
"Site_f03_s08";"F03";3;100;88;0;3;57;0;10;12;18;19;0;1;11;14;66
"Site_f03_s09";"F03";3;100;93;39;1;66;51;12;2;35;2;0;2;14;2;68
"Site_f03_s10";"F03";3;100;82;0;39;0;0;11;31;12;14;0;0;5;0;63
"Site_f04_s01";"F04";4;100;94;30;1;45;61;16;21;0;31;5;3;0;3;57
"Site_f04_s02";"F04";4;100;94;2;0;0;1;16;17;29;15;7;10;9;2;89
"Site_f04_s03";"F04";4;100;79;31;0;2;1;16;23;44;18;1;6;2;6;43
