"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;84;7;0;4;2;12;13;41;34;5;3;12;1;70
"Site_f01_s02";"F01";1;100;91;32;0;43;2;15;32;3;59;2;7;11;3;52
"Site_f01_s03";"F01";1;100;71;10;0;1;0;8;17;23;4;4;1;13;10;41
"Site_f01_s04";"F01";1;100;93;4;0;76;0;16;30;47;29;3;2;11;1;57
"Site_f01_s05";"F01";1;100;96;6;0;70;63;15;14;42;32;8;4;20;2;66
"Site_f01_s06";"F01";1;100;86;3;0;4;1;13;3;42;51;2;1;13;1;63
"Site_f01_s07";"F01";1;100;94;25;0;62;1;9;22;44;42;3;2;10;2;67
"Site_f01_s08";"F01";1;100;83;11;0;52;0;8;3;16;16;4;1;11;0;44
"Site_f01_s09";"F01";1;100;81;1;0;2;0;2;16;25;4;1;5;15;8;60
"Site_f01_s10";"F01";1;100;87;15;0;51;0;4;25;28;6;4;2;18;0;61
"Site_f02_s01";"F02";2;100;94;5;1;45;67;7;3;33;26;11;3;12;4;61
"Site_f02_s02";"F02";2;100;89;4;1;71;2;5;2;23;2;3;5;13;0;54
"Site_f02_s03";"F02";2;100;92;16;31;62;0;15;17;38;26;5;4;16;3;72
"Site_f02_s04";"F02";2;100;85;4;5;32;0;17;3;29;3;0;0;6;4;69
"Site_f02_s05";"F02";2;100;80;23;18;55;0;4;1;24;14;7;1;15;8;56
"Site_f02_s06";"F02";2;100;85;23;32;4;1;15;2;37;1;7;2;2;7;52
"Site_f02_s07";"F02";2;100;86;13;2;6;1;22;15;38;41;6;2;15;1;75
"Site_f02_s08";"F02";2;100;88;12;2;62;0;6;1;18;33;6;2;7;0;33
"Site_f02_s09";"F02";2;100;88;3;21;55;0;6;4;22;27;3;3;17;11;45
"Site_f02_s10";"F02";2;100;93;5;24;55;3;10;22;7;7;7;7;14;2;64
"Site_f03_s01";"F03";3;100;73;1;1;2;0;13;23;23;4;2;1;8;1;54
"Site_f03_s02";"F03";3;100;80;1;32;37;0;5;2;23;6;1;4;11;9;63
"Site_f03_s03";"F03";3;100;88;1;4;44;0;34;36;25;37;4;1;15;11;57
"Site_f03_s04";"F03";3;100;75;3;34;2;0;1;3;23;18;3;0;12;0;48
"Site_f03_s05";"F03";3;100;74;17;1;24;0;7;16;30;15;3;6;8;1;44
"Site_f03_s06";"F03";3;100;76;4;2;0;0;13;0;18;8;5;0;14;1;65
