"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;84;0;0;0;0;14;13;38;21;0;0;5;0;66
"Site_f01_s02";"F01";1;100;78;0;0;48;0;1;0;15;0;0;12;10;3;69
"Site_f01_s03";"F01";1;100;93;0;24;63;0;0;10;40;37;2;9;8;0;47
"Site_f01_s04";"F01";1;100;89;0;0;67;0;8;24;53;20;0;0;0;18;61
"Site_f01_s05";"F01";1;100;95;0;26;72;0;3;10;31;65;0;0;0;0;44
"Site_f01_s06";"F01";1;100;95;21;0;77;0;3;15;43;0;0;0;9;0;75
"Site_f01_s07";"F01";1;100;79;0;0;0;0;2;0;37;41;0;0;15;0;54
"Site_f01_s08";"F01";1;100;91;6;0;78;0;0;22;30;0;0;2;8;0;48
"Site_f01_s09";"F01";1;100;91;17;0;82;0;0;0;26;0;1;0;4;11;45
"Site_f01_s10";"F01";1;100;88;10;0;43;0;0;0;31;0;2;0;7;0;62
"Site_f02_s01";"F02";2;100;94;12;22;61;0;10;23;20;44;4;0;6;9;70
"Site_f02_s02";"F02";2;100;75;0;0;37;0;2;0;50;0;0;0;2;0;39
"Site_f02_s03";"F02";2;100;83;0;36;0;0;0;9;29;16;0;0;10;0;64
"Site_f02_s04";"F02";2;100;92;33;0;84;0;9;24;31;28;0;0;0;6;53
"Site_f02_s05";"F02";2;100;84;23;0;42;0;3;21;35;0;3;0;11;7;37
"Site_f02_s06";"F02";2;100;85;0;0;53;0;6;15;57;23;3;4;4;0;37
"Site_f02_s07";"F02";2;100;84;11;0;0;36;5;9;35;38;3;0;15;4;45
"Site_f02_s08";"F02";2;100;78;31;0;58;0;8;0;21;0;2;0;0;0;26
"Site_f02_s09";"F02";2;100;72;0;0;0;0;4;0;61;0;0;0;16;0;37
"Site_f02_s10";"F02";2;100;82;0;0;47;0;4;19;35;16;0;5;7;0;36
"Site_f03_s01";"F03";3;100;87;40;0;52;0;0;19;37;0;0;0;6;0;63
"Site_f03_s02";"F03";3;100;92;0;0;59;0;9;19;0;20;0;0;8;0;75
"Site_f03_s03";"F03";3;100;65;0;0;0;0;7;18;28;0;3;2;6;0;49
"Site_f03_s04";"F03";3;100;91;0;16;64;59;6;0;18;27;2;1;2;0;36
"Site_f03_s05";"F03";3;100;81;0;0;56;0;18;16;29;0;0;0;4;2;58
"Site_f03_s06";"F03";3;100;88;0;0;56;0;11;9;8;46;5;0;6;0;68
"Site_f03_s07";"F03";3;100;93;14;0;0;0;6;8;25;21;0;3;0;0;87
"Site_f03_s08";"F03";3;100;91;0;40;50;0;11;25;43;39;2;1;0;8;75
"Site_f03_s09";"F03";3;100;94;8;0;49;0;14;20;21;19;2;0;5;0;82
"Site_f03_s10";"F03";3;100;94;31;45;24;0;4;28;21;9;3;0;6;0;59
"Site_f04_s01";"F04";4;100;84;23;43;36;0;3;8;17;0;0;0;0;0;51
"Site_f04_s02";"F04";4;100;86;32;0;47;37;0;15;23;0;2;0;0;0;68
"Site_f04_s03";"F04";4;100;82;0;31;9;0;11;6;0;22;1;0;0;0;67
"Site_f04_s04";"F04";4;100;90;22;33;0;0;8;23;22;16;0;0;0;7;75
"Site_f04_s05";"F04";4;100;87;0;21;0;47;16;20;13;16;0;0;0;2;72
"Site_f04_s06";"F04";4;100;79;0;0;0;0;5;20;24;22;0;2;4;16;53
"Site_f04_s07";"F04";4;100;81;0;43;0;34;0;25;0;15;0;1;0;1;45
"Site_f04_s08";"F04";4;100;86;0;43;0;0;9;0;37;45;4;0;0;3;53
"Site_f04_s09";"F04";4;100;84;0;0;29;47;0;15;12;15;0;0;5;4;51
"Site_f04_s10";"F04";4;100;93;24;12;53;0;0;9;22;23;0;4;9;4;70
"Site_f05_s01";"F05";5;100;86;0;37;0;20;14;0;23;24;0;0;0;2;67
"Site_f05_s02";"F05";5;100;79;0;0;45;0;18;0;19;0;0;0;5;0;64
"Site_f05_s03";"F05";5;100;79;0;0;15;0;20;11;17;20;4;6;5;0;53
"Site_f05_s04";"F05";5;100;83;25;0;31;0;11;21;20;8;0;0;4;0;57
"Site_f05_s05";"F05";5;100;80;28;0;45;23;18;0;19;24;3;3;0;0;50
"Site_f05_s06";"F05";5;100;60;0;0;26;0;0;10;0;8;1;8;2;0;39
"Site_f05_s07";"F05";5;100;72;24;0;0;0;9;12;10;24;1;0;1;0;55
"Site_f05_s08";"F05";5;100;84;23;42;0;0;23;16;25;17;4;7;0;0;53
"Site_f05_s09";"F05";5;100;94;35;0;47;30;7;0;27;14;9;1;0;0;66
"Site_f05_s10";"F05";5;100;62;0;29;0;0;16;4;2;0;0;8;0;0;29
"Site_f06_s01";"F06";6;100;79;38;19;0;0;19;13;12;2;5;0;0;3;49
"Site_f06_s02";"F06";6;100;61;0;0;0;0;21;7;11;0;7;0;1;3;48
