"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;88;1;0;61;0;4;16;32;27;0;0;14;21;38
"Site_f01_s02";"F01";1;100;90;0;0;2;63;13;0;41;33;4;2;3;1;47
"Site_f01_s03";"F01";1;100;89;0;0;72;0;4;26;1;32;0;0;9;0;71
"Site_f01_s04";"F01";1;100;77;6;0;0;0;22;18;27;32;0;0;26;6;49
"Site_f01_s05";"F01";1;100;77;21;0;0;0;3;0;58;0;0;0;6;0;43
"Site_f01_s06";"F01";1;100;71;18;0;0;0;7;0;37;20;1;0;10;0;38
"Site_f01_s07";"F01";1;100;97;1;0;54;0;0;25;52;1;1;0;13;0;83
"Site_f01_s08";"F01";1;100;90;1;0;47;0;8;9;47;21;3;0;5;2;70
"Site_f01_s09";"F01";1;100;86;5;0;59;0;12;0;50;0;4;0;7;0;39
"Site_f01_s10";"F01";1;100;68;18;0;0;0;6;1;34;0;0;0;12;9;47
"Site_f02_s01";"F02";2;100;95;32;0;49;60;5;32;27;21;2;1;20;0;59
"Site_f02_s02";"F02";2;100;81;0;0;27;0;1;0;21;23;3;0;9;1;68
"Site_f02_s03";"F02";2;100;87;11;0;29;0;11;20;25;33;0;3;7;0;54
"Site_f02_s04";"F02";2;100;72;0;26;0;0;3;15;27;0;0;0;0;0;48
"Site_f02_s05";"F02";2;100;92;20;0;53;0;1;11;44;1;0;7;8;7;70
"Site_f02_s06";"F02";2;100;97;18;0;71;68;9;0;24;25;0;4;16;0;75
"Site_f02_s07";"F02";2;100;84;3;15;0;0;2;14;20;41;3;0;0;9;72
"Site_f02_s08";"F02";2;100;86;0;0;1;0;0;0;45;37;3;0;18;0;61
"Site_f02_s09";"F02";2;100;97;12;65;37;0;1;18;37;27;0;0;5;0;63
"Site_f02_s10";"F02";2;100;90;0;19;58;39;9;23;18;36;0;0;1;13;60
"Site_f03_s01";"F03";3;100;60;0;0;35;0;0;19;1;13;1;10;6;4;34
"Site_f03_s02";"F03";3;100;78;0;47;0;0;4;24;26;28;0;0;10;4;43
"Site_f03_s03";"F03";3;100;93;1;42;74;0;9;0;17;0;2;0;6;4;70
"Site_f03_s04";"F03";3;100;69;0;27;0;0;3;16;36;0;5;0;10;0;25
"Site_f03_s05";"F03";3;100;70;24;15;30;0;0;0;28;0;1;0;5;0;45
"Site_f03_s06";"F03";3;100;93;35;1;57;0;21;14;30;47;4;0;5;0;77
"Site_f03_s07";"F03";3;100;95;0;0;63;0;18;25;39;52;0;14;7;0;80
