"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;82;0;23;0;0;11;0;0;0;2;0;0;0;72
"Site_f01_s02";"F01";1;100;91;14;30;42;0;7;0;19;42;0;0;13;8;62
"Site_f01_s03";"F01";1;100;79;0;0;41;0;12;27;16;0;4;0;8;0;57
"Site_f01_s04";"F01";1;100;93;11;0;69;33;27;0;21;0;1;0;2;0;70
"Site_f01_s05";"F01";1;100;90;11;32;61;58;0;0;12;0;3;0;6;0;46
"Site_f01_s06";"F01";1;100;54;0;0;0;0;9;0;0;0;0;5;0;5;44
"Site_f01_s07";"F01";1;100;93;31;0;73;0;4;0;31;48;2;0;7;0;55
"Site_f01_s08";"F01";1;100;89;0;0;59;53;2;16;36;35;1;0;24;0;59
"Site_f01_s09";"F01";1;100;94;9;0;34;0;8;37;50;0;2;1;5;0;81
"Site_f01_s10";"F01";1;100;89;8;44;0;0;4;0;44;47;0;0;0;0;64
"Site_f02_s01";"F02";2;100;76;0;0;40;0;6;0;14;54;0;0;3;0;15
"Site_f02_s02";"F02";2;100;86;6;0;40;0;0;0;0;16;3;1;13;12;67
"Site_f02_s03";"F02";2;100;72;0;31;0;0;0;0;23;0;0;0;5;7;56
"Site_f02_s04";"F02";2;100;92;0;0;0;0;9;24;33;39;3;0;0;0;84
"Site_f02_s05";"F02";2;100;90;15;0;65;0;3;20;39;36;3;0;11;0;34
"Site_f02_s06";"F02";2;100;81;0;0;48;0;10;0;19;40;0;3;7;0;58
"Site_f02_s07";"F02";2;100;81;34;0;0;0;5;11;28;0;5;6;6;0;54
"Site_f02_s08";"F02";2;100;75;0;0;43;0;9;14;18;0;2;0;0;0;50
"Site_f02_s09";"F02";2;100;90;0;0;0;0;3;12;41;12;4;0;18;11;78
"Site_f02_s10";"F02";2;100;95;8;0;40;51;10;0;20;0;0;1;0;1;70
"Site_f03_s01";"F03";3;100;84;0;0;0;0;6;0;28;33;0;0;2;1;67
"Site_f03_s02";"F03";3;100;85;28;0;0;0;5;0;32;18;4;5;6;0;67
"Site_f03_s03";"F03";3;100;84;0;26;0;40;7;16;32;0;2;0;4;0;43
"Site_f03_s04";"F03";3;100;78;0;0;46;0;7;10;9;15;0;6;5;0;50
"Site_f03_s05";"F03";3;100;76;0;0;45;0;10;18;36;11;4;0;0;11;36
"Site_f03_s06";"F03";3;100;80;0;0;51;0;4;8;23;0;0;0;3;7;67
"Site_f03_s07";"F03";3;100;84;31;0;0;0;6;9;0;0;3;0;4;0;74
"Site_f03_s08";"F03";3;100;92;0;0;57;0;4;0;18;0;4;0;5;4;75
"Site_f03_s09";"F03";3;100;85;0;0;0;0;7;0;0;0;1;0;12;0;81
"Site_f03_s10";"F03";3;100;90;0;31;79;45;9;0;18;36;0;5;3;0;49
"Site_f04_s01";"F04";4;100;85;47;0;38;0;10;0;35;23;2;2;0;5;54
"Site_f04_s02";"F04";4;100;86;0;0;31;26;11;16;31;22;0;0;0;5;61
"Site_f04_s03";"F04";4;100;79;0;0;0;0;12;22;18;17;2;0;3;2;55
"Site_f04_s04";"F04";4;100;80;38;0;41;0;14;26;16;22;2;7;0;2;19
"Site_f04_s05";"F04";4;100;69;0;0;0;0;0;12;20;0;0;2;9;0;54
"Site_f04_s06";"F04";4;100;76;29;0;0;0;6;20;18;0;3;0;8;0;53
"Site_f04_s07";"F04";4;100;81;38;0;0;0;0;14;19;30;9;1;7;13;39
"Site_f04_s08";"F04";4;100;83;0;0;0;0;37;31;24;5;1;6;5;6;67
"Site_f04_s09";"F04";4;100;70;0;0;0;36;12;11;18;0;5;0;0;3;42
"Site_f04_s10";"F04";4;100;86;41;30;0;38;21;0;48;18;0;3;0;7;46
"Site_f05_s01";"F05";5;100;82;0;0;26;0;0;15;31;19;5;3;5;11;53
"Site_f05_s02";"F05";5;100;79;34;51;0;0;9;0;7;12;0;0;8;4;45
"Site_f05_s03";"F05";5;100;68;0;0;0;0;18;31;0;8;4;0;0;4;57
"Site_f05_s04";"F05";5;100;85;0;0;0;0;16;19;22;19;8;0;3;0;67
"Site_f05_s05";"F05";5;100;77;0;0;0;37;0;1;31;14;5;0;0;0;52
"Site_f05_s06";"F05";5;100;84;24;32;0;27;0;12;14;0;9;6;11;6;46
"Site_f05_s07";"F05";5;100;78;12;0;0;0;11;0;12;29;0;2;2;0;61
"Site_f05_s08";"F05";5;100;74;20;0;0;0;11;0;0;25;0;0;0;5;55
"Site_f05_s09";"F05";5;100;87;19;29;38;0;19;9;15;15;3;0;0;0;64
"Site_f05_s10";"F05";5;100;88;0;0;0;13;6;27;11;39;0;4;2;0;73
"Site_f06_s01";"F06";6;100;73;0;0;0;0;33;16;12;5;6;0;3;0;53
"Site_f06_s02";"F06";6;100;89;0;27;40;20;0;16;42;6;0;1;6;0;62
"Site_f06_s03";"F06";6;100;83;0;62;37;0;9;18;10;8;0;0;10;2;49
"Site_f06_s04";"F06";6;100;79;25;0;41;0;15;19;0;17;1;4;0;7;55
"Site_f06_s05";"F06";6;100;84;56;0;0;0;16;24;19;7;2;7;0;8;64
"Site_f06_s06";"F06";6;100;84;26;0;38;28;0;15;0;33;0;0;5;0;50
"Site_f06_s07";"F06";6;100;67;40;0;0;0;0;12;0;12;8;4;2;0;43
"Site_f06_s08";"F06";6;100;87;9;0;0;27;46;7;20;10;0;4;0;0;68
"Site_f06_s09";"F06";6;100;73;0;31;0;0;0;22;21;8;2;1;0;6;56
"Site_f06_s10";"F06";6;100;91;0;37;25;0;13;0;21;14;4;4;2;11;79
"Site_f07_s01";"F07";7;100;74;0;0;0;44;14;14;0;16;0;0;0;2;36
"Site_f07_s02";"F07";7;100;82;0;0;0;26;17;18;11;20;2;4;5;1;67
"Site_f07_s03";"F07";7;100;79;0;0;0;16;0;23;0;5;0;6;0;1;69
