"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;100;0;0;472;0;0;0;108;166;0;2;0;0;316
"Site_f01_s02";"F01";1;100;78;26;0;0;0;4;0;70;49;1;0;17;0;128
"Site_f01_s03";"F01";1;100;84;37;20;107;0;3;0;52;0;0;0;15;1;48
"Site_f01_s04";"F01";1;100;98;9;52;419;0;9;0;39;48;0;0;18;6;826
"Site_f01_s05";"F01";1;100;92;41;0;108;0;0;65;12;1;0;0;2;27;199
"Site_f01_s06";"F01";1;100;92;15;0;308;0;11;0;83;46;0;11;9;8;109
"Site_f01_s07";"F01";1;100;89;0;0;168;0;12;16;54;0;3;7;0;0;282
"Site_f01_s08";"F01";1;100;88;21;0;257;85;9;0;30;96;3;0;20;0;87
"Site_f01_s09";"F01";1;100;87;34;0;196;0;0;0;65;0;0;0;16;10;136
"Site_f01_s10";"F01";1;100;72;19;0;0;0;6;0;31;0;0;0;10;0;206
"Site_f02_s01";"F02";2;100;83;42;140;0;0;13;12;36;0;2;0;3;0;203
"Site_f02_s02";"F02";2;100;88;0;0;124;0;0;7;25;30;1;9;25;0;240
"Site_f02_s03";"F02";2;100;92;0;0;349;0;4;17;75;27;3;0;0;4;41
"Site_f02_s04";"F02";2;100;77;13;0;89;0;0;0;23;0;0;0;7;0;131
"Site_f02_s05";"F02";2;100;83;0;0;65;0;4;10;67;0;4;0;7;4;121
"Site_f02_s06";"F02";2;100;78;9;75;0;0;0;12;22;51;0;0;12;0;147
"Site_f02_s07";"F02";2;100;76;42;0;0;0;3;0;88;30;0;0;2;0;102
"Site_f02_s08";"F02";2;100;71;5;0;0;0;5;0;34;30;0;0;2;0;115
"Site_f02_s09";"F02";2;100;84;37;0;0;0;6;10;46;0;1;0;0;0;327
"Site_f02_s10";"F02";2;100;94;0;0;178;118;2;5;33;0;0;0;0;0;201
"Site_f03_s01";"F03";3;100;90;0;0;223;0;7;30;72;0;4;0;0;0;120
"Site_f03_s02";"F03";3;100;78;0;0;47;72;11;0;24;0;5;0;8;3;117
"Site_f03_s03";"F03";3;100;91;0;53;0;78;4;18;24;66;0;8;2;9;156
"Site_f03_s04";"F03";3;100;82;27;0;80;0;7;0;0;7;0;0;5;0;265
"Site_f03_s05";"F03";3;100;88;0;0;99;89;0;12;0;43;0;0;0;0;202
"Site_f03_s06";"F03";3;100;89;10;0;93;108;9;0;28;78;7;3;7;0;183
"Site_f03_s07";"F03";3;100;94;24;0;129;48;0;12;34;94;0;0;7;0;332
"Site_f03_s08";"F03";3;100;91;0;0;104;0;18;60;83;60;1;3;0;0;115
"Site_f03_s09";"F03";3;100;91;28;0;0;0;9;35;23;37;0;11;16;4;348
"Site_f03_s10";"F03";3;100;84;0;0;0;0;6;102;46;26;6;0;0;21;309
"Site_f04_s01";"F04";4;100;73;0;0;38;0;2;0;31;0;2;0;0;6;187
"Site_f04_s02";"F04";4;100;75;0;0;0;0;11;11;33;28;0;0;2;2;272
"Site_f04_s03";"F04";4;100;92;48;0;36;87;0;41;0;0;4;5;0;0;286
"Site_f04_s04";"F04";4;100;82;16;0;134;0;10;27;0;17;2;4;6;0;102
"Site_f04_s05";"F04";4;100;90;0;0;28;0;0;8;37;32;5;6;0;10;413
"Site_f04_s06";"F04";4;100;87;53;67;0;64;11;19;19;19;7;0;2;0;192
"Site_f04_s07";"F04";4;100;74;0;0;0;0;0;0;16;23;0;4;0;21;242
"Site_f04_s08";"F04";4;100;88;37;47;0;257;15;7;18;22;6;4;4;11;105
"Site_f04_s09";"F04";4;100;89;0;101;109;0;28;16;32;26;6;1;1;0;173
"Site_f04_s10";"F04";4;100;86;64;0;131;0;2;0;72;5;0;0;11;0;135
