"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;46;0;0;0;0;0;0;4;0;0;2;10;0;0;0;11;0;0;0;6;0;0;0;1;0;32;4;1;3;0;8;12;12;6;4
"Site_f01_s02";"F01";1;100;46;24;0;0;0;0;0;4;0;0;0;6;0;0;1;10;0;0;0;2;0;0;0;0;0;13;13;0;3;24;17;6;11;2;3
"Site_f01_s03";"F01";1;100;57;0;0;13;0;0;0;8;0;0;0;9;0;0;0;0;0;0;0;2;0;0;0;0;0;59;14;0;1;13;22;9;0;2;1
"Site_f01_s04";"F01";1;100;54;0;0;0;0;0;0;7;0;0;0;11;0;0;1;5;0;0;0;4;0;0;0;0;0;57;17;0;0;0;24;11;6;4;0
"Site_f01_s05";"F01";1;100;52;0;0;19;0;0;0;8;0;0;0;9;0;0;0;12;0;0;0;10;0;0;0;0;0;21;15;1;2;19;23;9;13;10;2
"Site_f01_s06";"F01";1;100;51;0;0;42;0;0;0;0;0;0;0;13;0;0;0;2;0;0;0;0;0;0;0;0;0;26;0;0;0;42;0;13;2;0;0
"Site_f01_s07";"F01";1;100;55;0;0;17;0;0;0;7;0;0;0;11;0;10;0;0;0;0;0;5;0;0;0;3;0;19;24;0;4;17;31;11;10;5;7
"Site_f01_s08";"F01";1;100;56;0;0;30;0;0;0;3;0;0;2;37;0;0;0;3;0;0;1;4;0;0;0;0;0;16;3;0;3;30;6;39;3;5;3
"Site_f01_s09";"F01";1;100;56;0;3;13;0;0;0;7;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;1;0;118;18;1;0;16;25;10;2;0;1
"Site_f01_s10";"F01";1;100;55;0;2;49;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;9;0;0;0;2;0;22;4;0;2;51;5;10;0;9;4
