"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;79;11;0;35;0;0;0;9;0;0;1;0;0;0;0;12;0;0;0;12;0;0;0;2;0;101;14;0;5;46;23;1;12;12;7
"Site_f01_s02";"F01";1;100;46;0;3;13;0;0;0;1;0;11;0;15;0;0;1;4;0;0;0;1;0;0;0;1;0;16;5;1;2;16;6;26;6;1;3
"Site_f01_s03";"F01";1;100;57;0;0;42;0;0;0;5;0;16;4;0;0;0;0;11;0;0;1;14;0;2;0;0;0;13;8;1;6;42;13;20;12;15;8
"Site_f01_s04";"F01";1;100;58;0;5;28;0;0;0;4;0;0;0;13;0;0;0;4;0;0;1;8;0;0;0;2;0;54;6;1;8;33;10;13;5;9;10
"Site_f01_s05";"F01";1;100;80;0;0;67;0;9;0;7;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;1;0;245;27;0;6;67;43;18;0;0;7
"Site_f01_s06";"F01";1;100;57;0;0;13;0;3;1;17;0;0;0;0;0;0;0;15;0;0;0;6;0;0;0;4;0;29;46;4;6;13;67;0;19;6;10
"Site_f01_s07";"F01";1;100;39;0;0;0;0;0;1;6;0;0;0;14;0;0;2;5;0;0;0;2;0;0;0;1;0;13;14;3;4;0;21;14;10;2;5
"Site_f01_s08";"F01";1;100;52;0;3;13;0;0;0;6;0;0;0;6;0;0;0;21;0;0;0;0;0;0;0;0;0;38;7;1;0;16;13;6;22;0;0
"Site_f01_s09";"F01";1;100;49;0;5;7;0;0;2;14;0;0;0;7;0;0;0;5;0;0;1;4;0;0;0;2;0;12;19;0;4;12;35;7;5;5;6
"Site_f01_s10";"F01";1;100;41;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;13;0;0;0;5;0;60;0;0;4;0;0;2;1;14;9
"Site_f02_s01";"F02";2;100;69;0;4;0;1;15;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;134;26;0;0;5;42;1;1;0;0
"Site_f02_s02";"F02";2;100;66;0;0;0;5;0;0;0;0;19;0;0;0;0;0;0;0;0;1;0;1;29;0;0;0;126;1;1;3;5;1;19;1;2;32
"Site_f02_s03";"F02";2;100;41;0;4;0;2;0;0;0;2;0;2;0;1;0;0;0;2;0;0;0;0;19;1;0;0;38;1;0;0;6;3;3;2;0;20
"Site_f02_s04";"F02";2;100;59;0;1;0;4;0;0;0;3;17;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;59;0;0;0;5;3;17;0;23;0
"Site_f02_s05";"F02";2;100;52;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;93;6;0;0;1;9;0;2;1;0
"Site_f02_s06";"F02";2;100;32;0;2;0;1;0;3;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;0;0;23;8;0;0;3;11;1;3;1;0
"Site_f02_s07";"F02";2;100;58;0;0;0;0;0;0;0;4;0;2;0;0;18;1;0;1;12;0;0;1;12;0;0;1;82;2;3;2;0;6;2;23;13;15
"Site_f02_s08";"F02";2;100;69;76;8;0;0;0;5;0;1;0;3;0;1;0;0;0;0;0;1;0;0;0;1;0;0;152;8;0;0;84;14;4;0;1;1
"Site_f02_s09";"F02";2;100;50;0;0;0;4;27;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;91;32;0;0;4;59;0;2;3;0
"Site_f02_s10";"F02";2;100;73;108;0;0;0;0;0;0;0;13;2;0;0;0;0;0;3;0;5;0;1;0;3;0;0;120;0;1;0;108;0;15;4;6;3
"Site_f03_s01";"F03";3;100;74;0;0;17;2;28;0;6;1;0;0;13;3;0;0;0;0;26;0;0;0;0;0;6;0;49;44;1;7;19;79;16;1;26;13
"Site_f03_s02";"F03";3;100;81;18;0;25;1;0;0;9;1;48;0;0;0;0;0;6;0;0;0;6;0;0;0;0;0;144;15;1;1;44;25;48;7;6;1
"Site_f03_s03";"F03";3;100;73;51;0;26;0;0;0;15;0;0;0;28;2;0;0;7;1;0;0;6;0;0;0;0;0;70;6;2;0;77;21;30;10;6;0
"Site_f03_s04";"F03";3;100;81;32;0;52;0;0;0;16;0;0;0;6;1;0;0;13;1;5;0;6;0;5;0;2;0;126;20;4;19;84;36;7;18;11;26
"Site_f03_s05";"F03";3;100;83;19;0;24;0;0;0;7;0;0;0;16;2;0;0;13;0;0;0;10;0;0;0;3;0;127;10;1;3;43;17;18;14;10;6
"Site_f03_s06";"F03";3;100;57;0;0;0;0;0;0;6;1;39;0;8;0;0;0;0;0;0;0;5;0;0;0;1;0;35;12;0;2;0;19;47;0;5;3
"Site_f03_s07";"F03";3;100;59;0;0;0;0;0;0;7;1;0;0;28;2;0;0;13;0;0;0;0;0;0;0;4;0;57;4;1;7;0;12;30;14;0;11
"Site_f03_s08";"F03";3;100;68;0;0;28;0;0;0;6;0;0;0;29;0;56;0;4;1;0;0;7;0;0;0;4;0;52;12;16;11;28;18;29;77;7;15
"Site_f03_s09";"F03";3;100;90;149;0;0;1;0;0;6;0;0;0;10;3;0;0;10;0;0;0;9;0;4;0;1;0;136;8;2;22;150;14;13;12;9;27
"Site_f03_s10";"F03";3;100;75;0;0;7;0;57;0;0;0;0;0;17;0;0;0;9;0;0;0;5;0;0;0;5;0;61;53;1;5;7;110;17;10;5;10
"Site_f04_s01";"F04";4;100;61;0;0;7;1;0;0;14;1;0;31;4;2;0;0;2;1;0;0;0;0;0;0;1;0;65;17;2;0;8;32;37;5;0;1
"Site_f04_s02";"F04";4;100;44;0;0;0;0;0;6;5;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;3;0;42;10;1;1;0;21;0;6;0;4
"Site_f04_s03";"F04";4;100;63;0;0;5;0;0;0;27;1;0;4;0;1;0;4;4;0;0;5;23;0;0;0;4;0;46;22;3;2;5;50;5;11;28;6
"Site_f04_s04";"F04";4;100;58;0;0;28;1;0;2;5;1;0;3;0;0;0;0;0;1;0;0;0;5;0;1;0;0;35;9;3;0;29;17;3;4;5;1
"Site_f04_s05";"F04";4;100;63;0;0;18;4;0;3;7;0;0;6;5;0;0;1;11;2;0;0;0;0;0;0;1;0;78;8;7;1;22;18;11;21;0;2
"Site_f04_s06";"F04";4;100;36;0;4;0;3;0;0;0;0;0;2;16;2;0;0;2;1;0;4;1;0;0;1;2;0;18;0;3;0;7;0;20;6;5;3
"Site_f04_s07";"F04";4;100;49;0;0;5;0;0;5;0;1;0;0;2;0;0;0;0;0;0;3;8;0;0;0;2;0;75;2;0;1;5;8;2;0;11;3
"Site_f04_s08";"F04";4;100;44;0;0;9;3;0;5;1;0;0;0;0;1;0;0;21;1;0;0;3;0;0;0;3;3;34;7;8;0;12;13;1;30;3;6
"Site_f04_s09";"F04";4;100;49;0;8;8;0;0;0;0;0;0;2;9;0;0;1;8;0;0;3;0;0;0;0;2;0;21;0;6;2;16;0;11;15;3;4
"Site_f04_s10";"F04";4;100;50;0;4;11;1;0;4;4;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;1;84;8;3;0;16;16;0;10;0;1
"Site_f05_s01";"F05";5;100;74;86;11;4;3;23;2;4;0;0;0;0;0;10;0;7;0;0;2;2;0;3;1;0;0;79;14;6;13;104;43;0;23;4;17
"Site_f05_s02";"F05";5;100;72;31;3;7;3;0;0;3;0;24;0;5;0;10;0;3;0;10;0;0;1;1;0;4;0;59;1;6;13;44;4;29;19;11;18
"Site_f05_s03";"F05";5;100;37;0;0;0;0;21;1;5;0;11;0;2;0;0;0;0;0;3;0;1;0;0;0;0;0;17;20;0;0;0;47;13;0;4;0
"Site_f05_s04";"F05";5;100;71;26;0;8;4;8;0;11;0;0;8;0;0;18;0;4;0;4;0;5;1;5;0;1;0;101;9;8;9;38;28;8;30;10;15
"Site_f05_s05";"F05";5;100;73;32;5;12;0;37;0;3;1;0;0;0;1;0;0;0;0;20;9;10;0;1;0;1;0;36;19;0;9;49;60;1;0;39;11
"Site_f05_s06";"F05";5;100;90;74;7;10;0;13;3;3;0;16;3;3;0;16;0;6;0;10;1;1;0;9;0;1;0;149;14;10;37;91;33;22;32;12;47
"Site_f05_s07";"F05";5;100;86;96;0;11;0;11;0;0;0;12;3;3;1;0;3;7;0;61;0;1;0;0;0;0;0;120;15;3;2;107;26;19;13;62;2
"Site_f05_s08";"F05";5;100;56;14;9;2;1;0;0;1;1;29;0;0;2;8;3;1;2;10;0;1;0;0;0;1;0;31;2;7;3;26;4;31;21;11;4
"Site_f05_s09";"F05";5;100;53;0;13;8;0;0;0;7;0;5;0;2;0;0;0;4;0;0;2;2;0;6;0;3;0;34;10;2;21;21;17;7;6;4;30
"Site_f05_s10";"F05";5;100;59;22;0;7;1;6;4;8;2;13;4;0;1;0;1;0;0;0;0;7;0;0;0;1;1;19;10;1;6;30;30;18;2;7;8
"Site_f06_s01";"F06";6;100;62;41;0;0;0;25;0;0;0;6;0;3;0;4;0;0;0;4;8;0;0;3;1;0;0;30;10;2;0;41;35;9;6;12;4
"Site_f06_s02";"F06";6;100;32;0;0;4;0;14;0;2;0;0;0;1;0;0;1;1;0;6;0;1;0;4;0;0;0;8;5;1;2;4;21;1;3;7;6
"Site_f06_s03";"F06";6;100;38;11;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;17;0;0;0;0;0;0;0;22;0;2;0;16;0;1;2;17;0
"Site_f06_s04";"F06";6;100;49;0;0;18;0;0;0;6;0;11;0;2;0;3;1;0;0;2;0;0;0;7;0;0;0;44;0;10;3;18;6;13;14;2;10
