"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;72;0;0;77;0;0;0;9;0;0;0;0;0;0;3;2;0;0;0;1;0;0;0;0;0;75;29;0;0;77;38;0;5;1;0
"Site_f01_s02";"F01";1;100;37;0;0;0;0;0;1;0;0;0;0;23;0;0;0;0;0;4;0;8;0;0;0;0;0;15;6;0;0;0;7;23;0;12;0
"Site_f01_s03";"F01";1;100;54;0;0;0;0;0;0;5;0;0;0;11;0;0;0;21;0;0;0;5;0;0;0;5;0;48;26;2;4;0;31;11;23;5;9
"Site_f01_s04";"F01";1;100;66;91;0;20;0;0;3;0;0;0;2;23;0;0;0;0;0;0;0;5;0;0;0;3;0;34;5;0;2;111;8;25;0;5;5
"Site_f01_s05";"F01";1;100;72;24;0;10;0;0;0;12;0;0;1;18;0;3;0;8;0;0;0;10;0;3;0;0;0;120;32;2;13;34;44;19;13;10;16
"Site_f01_s06";"F01";1;100;58;0;0;33;0;0;0;4;0;0;0;5;0;0;0;0;0;3;0;6;0;0;0;1;0;35;13;0;4;33;17;5;0;9;5
"Site_f01_s07";"F01";1;100;70;0;2;25;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0;2;0;0;0;0;0;133;8;0;0;27;12;0;8;2;0
"Site_f01_s08";"F01";1;100;54;31;0;10;0;0;0;5;0;0;0;13;0;0;0;25;0;0;0;3;0;0;0;0;0;26;12;2;0;41;17;13;27;3;0
"Site_f01_s09";"F01";1;100;69;0;0;52;0;0;0;6;0;0;4;16;0;0;3;1;0;0;0;5;0;0;0;3;0;62;10;2;4;52;16;20;6;5;7
"Site_f01_s10";"F01";1;100;52;0;2;0;0;0;0;10;0;0;0;9;0;0;0;11;0;0;1;5;0;0;0;0;0;23;21;0;1;2;31;9;11;6;1
"Site_f02_s01";"F02";2;100;35;0;0;0;2;0;2;0;0;0;0;0;0;0;4;0;2;0;0;0;0;3;0;0;0;30;5;1;1;2;7;0;7;0;4
"Site_f02_s02";"F02";2;100;53;0;0;0;0;0;3;0;0;0;0;0;1;11;0;0;0;0;0;0;1;0;0;0;0;92;2;3;0;0;5;1;14;1;0
"Site_f02_s03";"F02";2;100;31;0;0;0;2;0;0;0;1;0;3;0;3;0;0;0;0;0;0;0;1;0;0;0;1;39;1;0;0;2;2;6;0;1;1
"Site_f02_s04";"F02";2;100;62;0;0;0;0;11;0;0;0;22;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;70;17;0;0;0;28;30;0;0;0
"Site_f02_s05";"F02";2;100;62;30;0;0;0;22;0;0;0;10;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;17;32;0;0;30;54;12;0;3;0
"Site_f02_s06";"F02";2;100;68;17;7;0;1;14;1;0;1;0;0;0;2;28;0;0;0;0;0;0;1;0;0;0;0;38;30;2;0;25;46;2;30;1;0
"Site_f02_s07";"F02";2;100;64;0;2;0;2;30;2;0;0;0;0;0;0;0;0;0;1;16;0;0;0;0;0;0;1;40;52;0;0;4;84;0;1;16;1
"Site_f02_s08";"F02";2;100;48;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;1;10;1;0;1;0;0;0;3;72;0;0;0;6;0;0;2;12;3
"Site_f02_s09";"F02";2;100;57;0;0;0;1;35;3;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;97;49;1;0;1;87;0;3;1;0
"Site_f02_s10";"F02";2;100;54;0;6;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;26;0;0;0;65;3;0;8;8;4;0;1;0;34
"Site_f03_s01";"F03";3;100;74;0;0;13;0;0;0;7;0;51;0;12;3;0;0;0;0;26;0;1;0;0;0;2;0;25;10;0;2;13;17;66;0;27;4
"Site_f03_s02";"F03";3;100;77;53;0;26;3;0;0;9;0;0;0;0;0;0;0;12;2;0;0;0;0;3;0;0;0;103;11;5;10;82;20;0;19;0;13
"Site_f03_s03";"F03";3;100;80;85;0;38;0;0;0;21;1;0;0;8;0;0;0;0;0;0;0;5;0;0;0;3;0;91;26;0;2;123;48;8;0;5;5
"Site_f03_s04";"F03";3;100;85;0;0;35;2;0;0;8;0;0;0;0;1;57;0;0;1;0;0;5;0;0;0;2;0;205;11;12;4;37;19;1;70;5;6
"Site_f03_s05";"F03";3;100;78;75;0;0;1;0;0;13;0;43;0;14;4;14;0;4;0;0;0;0;0;4;0;2;0;35;11;9;20;76;24;61;27;0;26
"Site_f03_s06";"F03";3;100;68;68;0;37;0;7;0;0;2;0;0;0;2;0;0;4;0;0;0;6;0;0;0;0;0;34;7;1;0;105;16;2;5;6;0
"Site_f03_s07";"F03";3;100;76;55;0;22;1;0;0;9;0;0;0;0;2;0;0;6;0;0;0;0;0;2;0;0;0;116;12;2;6;78;21;2;8;0;8
"Site_f03_s08";"F03";3;100;64;0;0;10;1;0;0;8;0;25;0;3;0;0;0;1;0;0;0;2;0;0;0;1;0;139;14;1;1;11;22;28;2;2;2
"Site_f03_s09";"F03";3;100;81;0;0;37;1;0;0;14;4;0;0;8;1;57;0;0;1;34;0;3;0;6;0;2;1;25;16;15;15;38;34;9;73;37;24
"Site_f03_s10";"F03";3;100;79;53;0;43;3;19;0;8;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;65;35;0;0;99;62;12;0;0;0
"Site_f04_s01";"F04";4;100;59;0;11;8;3;0;7;7;0;0;0;0;1;0;1;0;0;0;0;3;0;0;0;3;0;90;7;1;1;22;21;1;2;3;4
"Site_f04_s02";"F04";4;100;58;0;6;10;2;0;0;6;0;0;7;4;1;0;0;6;1;0;0;3;1;0;0;2;0;50;3;1;1;18;9;12;8;4;3
"Site_f04_s03";"F04";4;100;50;0;7;12;3;0;0;0;0;0;0;12;0;0;1;7;0;0;6;0;0;0;0;1;0;33;1;2;0;22;1;12;10;6;1
"Site_f04_s04";"F04";4;100;50;0;0;0;1;0;4;0;1;0;0;0;1;0;0;17;0;0;2;3;0;0;2;0;0;44;2;6;0;1;7;1;23;5;2
"Site_f04_s05";"F04";4;100;59;0;3;28;4;0;0;9;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;9;0;44;3;4;6;35;12;0;5;2;15
"Site_f04_s06";"F04";4;100;50;0;0;16;0;0;0;0;0;0;1;15;1;0;0;0;0;0;0;16;0;0;0;1;0;31;0;0;0;16;0;17;0;16;1
