"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;65;0;4;35;0;0;0;1;0;0;0;7;0;0;3;0;0;0;0;11;0;0;0;3;0;86;4;1;6;39;5;7;4;11;9
"Site_f01_s02";"F01";1;100;59;0;7;27;0;0;2;3;0;0;0;12;0;0;2;4;0;0;3;3;0;0;0;0;0;23;14;0;3;34;19;12;6;6;3
"Site_f01_s03";"F01";1;100;48;0;0;13;0;0;1;5;0;0;0;14;0;11;0;0;0;10;0;4;0;2;0;0;0;43;8;1;2;13;14;14;12;14;4
"Site_f01_s04";"F01";1;100;44;0;0;26;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;5;0;0;1;0;0;14;1;2;5;26;1;0;11;5;6
"Site_f01_s05";"F01";1;100;46;0;1;10;0;0;0;4;0;0;0;7;0;0;0;7;0;0;0;4;0;3;0;0;0;27;8;1;8;11;12;7;8;4;11
"Site_f01_s06";"F01";1;100;64;0;3;0;0;11;0;0;0;0;0;21;0;0;0;14;0;0;0;3;0;0;0;1;0;120;21;1;1;3;32;21;15;3;2
"Site_f01_s07";"F01";1;100;48;0;2;0;0;10;0;2;0;0;2;2;0;0;0;5;0;0;0;2;0;0;0;2;0;16;34;1;5;2;46;4;6;2;7
"Site_f01_s08";"F01";1;100;66;0;0;20;0;0;0;29;0;2;0;6;0;0;1;15;0;0;0;0;0;0;0;2;0;59;61;4;5;20;90;8;20;0;7
"Site_f01_s09";"F01";1;100;60;0;0;4;0;12;0;0;0;0;0;1;0;0;0;4;0;5;0;12;0;0;0;0;0;72;21;0;0;4;33;1;4;17;0
"Site_f01_s10";"F01";1;100;70;0;1;10;0;0;2;14;0;0;0;0;0;0;0;7;0;1;0;14;0;0;0;0;0;148;18;5;7;11;34;0;12;15;7
"Site_f02_s01";"F02";2;100;34;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;1;47;0;0;1;0;0;1;2;0;3
"Site_f02_s02";"F02";2;100;30;0;2;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;33;4;1;0;4;4;0;2;1;0
"Site_f02_s03";"F02";2;100;30;0;0;0;2;0;0;0;1;0;3;0;1;0;3;0;1;0;2;0;0;0;0;0;0;27;4;0;0;2;5;4;4;2;0
"Site_f02_s04";"F02";2;100;73;75;0;0;2;0;1;0;0;0;0;0;0;27;0;0;1;0;0;0;0;0;0;0;1;93;4;5;0;77;5;0;33;0;1
"Site_f02_s05";"F02";2;100;63;38;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;13;0;0;0;98;1;0;2;39;2;0;1;1;15
"Site_f02_s06";"F02";2;100;48;21;10;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;6;0;2;34;10;0;0;0;2
"Site_f02_s07";"F02";2;100;47;0;2;0;3;0;0;0;1;0;6;0;0;0;0;0;0;10;0;0;0;0;0;0;1;64;3;0;1;5;4;6;0;10;2
"Site_f02_s08";"F02";2;100;67;0;12;0;1;44;0;0;3;0;2;0;0;0;2;0;0;0;0;0;1;0;1;0;0;35;64;1;0;13;111;2;3;1;1
"Site_f02_s09";"F02";2;100;65;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;1;106;31;0;1;0;44;0;0;0;13
"Site_f02_s10";"F02";2;100;59;104;8;0;1;0;0;0;1;0;2;0;1;0;1;0;0;0;1;0;0;8;0;0;0;23;2;0;2;113;3;3;1;1;10
"Site_f03_s01";"F03";3;100;87;0;0;0;0;21;0;22;0;84;0;0;0;21;0;4;0;0;0;6;0;0;0;0;0;115;47;7;0;0;90;84;32;6;0
"Site_f03_s02";"F03";3;100;56;0;0;0;0;0;0;0;2;0;0;16;0;7;0;11;1;11;0;4;0;7;0;2;0;41;2;6;8;0;4;16;25;15;17
"Site_f03_s03";"F03";3;100;74;72;0;0;1;0;0;12;0;0;0;7;1;0;0;10;0;5;0;1;1;4;0;0;0;76;24;1;6;73;36;8;11;7;10
"Site_f03_s04";"F03";3;100;79;0;0;0;4;15;0;18;0;38;0;0;0;0;0;0;1;13;0;1;0;0;0;2;0;76;44;0;13;4;77;38;1;14;15
"Site_f03_s05";"F03";3;100;78;0;0;25;1;0;0;6;2;87;0;0;1;0;0;8;0;0;0;25;0;0;0;0;0;96;4;3;0;26;12;88;11;25;0
"Site_f03_s06";"F03";3;100;84;0;0;0;0;17;0;9;0;39;0;1;0;0;0;12;1;25;0;4;0;0;0;10;0;78;40;3;8;0;66;40;16;29;18
"Site_f03_s07";"F03";3;100;71;0;0;29;0;0;0;0;1;0;0;0;0;0;0;9;3;0;0;0;0;9;0;2;0;172;3;1;21;29;4;0;13;0;32
"Site_f03_s08";"F03";3;100;82;0;0;9;0;0;0;20;0;35;0;7;1;0;0;17;1;10;0;8;0;6;0;0;0;177;19;4;14;9;39;43;22;18;20
"Site_f03_s09";"F03";3;100;49;0;0;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;50;20;0;12;1;33;0;0;2;17
"Site_f03_s10";"F03";3;100;83;0;0;0;1;0;0;10;1;147;0;0;1;0;0;0;0;0;0;6;1;6;0;1;0;294;17;1;21;1;28;148;1;7;28
"Site_f04_s01";"F04";4;100;69;0;3;0;1;0;4;0;0;0;0;6;1;0;0;13;0;0;0;0;0;0;1;3;0;132;5;3;3;4;9;7;16;0;7
"Site_f04_s02";"F04";4;100;71;0;9;17;1;0;0;0;1;0;7;0;0;0;3;0;0;0;2;0;1;0;3;3;0;117;0;1;0;27;1;7;4;3;6
"Site_f04_s03";"F04";4;100;56;0;11;27;0;0;0;11;2;0;0;4;1;0;4;2;1;0;0;0;0;0;1;1;1;48;12;0;0;38;25;5;7;0;3
"Site_f04_s04";"F04";4;100;47;0;0;13;2;0;7;0;0;0;0;0;1;0;0;0;2;0;0;2;2;0;0;3;0;58;3;0;1;15;10;1;2;4;4
"Site_f04_s05";"F04";4;100;57;0;0;15;5;0;0;5;2;0;0;9;0;0;9;5;0;0;0;2;0;0;0;2;0;67;7;4;3;20;14;9;18;2;5
"Site_f04_s06";"F04";4;100;56;0;0;0;0;0;3;0;1;0;10;20;0;0;0;9;0;0;1;6;0;0;1;3;0;62;3;4;2;0;7;30;13;7;6
"Site_f04_s07";"F04";4;100;77;0;6;0;1;0;6;0;0;0;0;3;2;0;0;12;1;0;1;2;1;0;1;3;0;207;2;6;1;7;8;5;19;4;5
"Site_f04_s08";"F04";4;100;61;0;2;3;4;0;1;20;0;0;0;8;0;0;2;16;0;0;0;0;0;0;7;0;0;47;20;4;2;9;41;8;22;0;9
"Site_f04_s09";"F04";4;100;45;0;4;13;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;50;0;0;1;23;0;0;1;7;1
"Site_f04_s10";"F04";4;100;58;0;10;11;6;0;0;0;0;0;14;10;0;0;4;7;0;0;0;3;0;0;0;3;0;37;0;3;0;27;0;24;14;3;3
"Site_f05_s01";"F05";5;100;61;0;0;15;0;3;0;0;0;0;0;2;0;11;0;0;1;13;0;1;0;1;0;0;1;63;5;4;4;15;8;2;16;14;6
"Site_f05_s02";"F05";5;100;80;27;0;0;0;60;3;6;1;0;0;21;0;14;1;1;0;16;4;4;0;0;0;0;0;40;34;13;2;27;104;21;29;24;2
"Site_f05_s03";"F05";5;100;66;0;3;14;0;23;6;13;2;29;0;5;1;0;0;4;0;2;2;2;0;0;0;0;0;24;24;2;4;17;68;35;6;6;4
"Site_f05_s04";"F05";5;100;86;0;13;4;1;24;5;7;0;29;2;0;0;21;6;0;0;3;0;3;0;3;0;0;0;376;14;13;7;18;50;31;40;6;10
"Site_f05_s05";"F05";5;100;76;44;0;6;0;27;3;2;1;0;0;4;0;9;2;0;0;27;0;6;1;2;0;0;0;75;19;9;8;50;52;4;20;34;10
"Site_f05_s06";"F05";5;100;70;60;0;0;0;22;8;3;0;0;0;0;0;0;0;0;0;4;0;6;1;4;0;2;0;39;26;0;11;60;59;0;0;11;17
