"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;55;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;0;0;1;0;0;97;0;0;0;13;0;0;0;10;1
"Site_f01_s02";"F01";1;100;46;0;0;0;0;0;0;8;0;0;2;8;0;0;0;7;0;0;0;4;0;0;0;0;0;44;11;0;0;0;19;10;7;4;0
"Site_f01_s03";"F01";1;100;60;0;0;0;0;12;0;5;0;0;1;7;0;0;1;9;0;0;0;11;0;0;0;1;0;57;19;2;3;0;36;8;12;11;4
"Site_f01_s04";"F01";1;100;50;0;0;9;0;0;0;10;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;5;0;53;19;0;2;9;29;0;2;1;7
"Site_f01_s05";"F01";1;100;57;0;0;11;0;0;0;12;0;0;0;0;0;0;0;9;0;0;1;18;0;0;0;0;0;28;31;2;3;11;43;0;11;19;3
"Site_f01_s06";"F01";1;100;63;0;0;10;0;0;0;5;0;0;0;15;0;0;0;5;0;0;2;0;0;1;0;1;0;102;15;0;10;10;20;15;5;2;12
"Site_f01_s07";"F01";1;100;71;0;0;21;0;0;0;10;0;0;0;36;0;8;0;9;0;0;1;8;0;0;0;2;0;43;22;2;11;21;32;36;19;9;13
"Site_f01_s08";"F01";1;100;54;0;0;19;0;0;0;8;0;0;0;3;0;14;0;0;0;0;0;10;0;0;0;0;0;36;10;2;2;19;18;3;16;10;2
"Site_f01_s09";"F01";1;100;44;0;0;0;0;0;0;5;0;0;0;11;0;0;1;4;0;0;0;7;0;0;0;0;0;35;9;0;0;0;14;11;5;7;0
"Site_f01_s10";"F01";1;100;65;0;0;0;0;3;0;4;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;2;0;103;18;0;4;0;25;7;0;0;6
