"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;50;0;4;23;0;0;0;0;0;0;0;8;0;0;0;9;0;0;0;7;0;8;0;2;0;28;8;2;11;27;8;8;11;7;21
"Site_f01_s02";"F01";1;100;57;0;0;10;0;0;0;5;0;0;0;25;0;0;0;19;0;0;0;10;0;0;0;2;0;52;4;1;6;10;9;25;20;10;8
"Site_f01_s03";"F01";1;100;67;0;0;30;0;8;0;0;0;0;0;10;0;0;1;36;0;0;0;17;0;0;0;2;0;18;19;3;18;30;27;10;40;17;20
"Site_f01_s04";"F01";1;100;38;0;1;0;0;0;0;3;0;0;0;7;0;0;0;4;0;0;0;0;0;0;0;2;0;25;10;0;5;1;13;7;4;0;7
"Site_f01_s05";"F01";1;100;57;0;0;0;0;0;1;4;0;0;0;4;0;0;0;20;0;0;0;6;0;2;0;0;0;69;11;0;8;0;16;4;20;6;10
"Site_f01_s06";"F01";1;100;75;0;0;15;0;7;1;12;0;0;0;4;0;0;0;4;0;0;0;4;0;0;0;1;0;37;77;1;2;15;97;4;5;4;3
"Site_f01_s07";"F01";1;100;60;0;3;11;0;0;1;11;0;0;0;11;0;0;0;42;0;0;0;0;0;0;0;1;0;26;21;1;0;14;33;11;43;0;1
"Site_f01_s08";"F01";1;100;43;0;0;11;0;0;3;0;0;0;0;4;0;0;0;5;0;0;0;0;0;0;0;1;0;36;6;2;3;11;9;4;7;0;4
"Site_f01_s09";"F01";1;100;70;0;0;14;0;13;1;10;0;18;0;11;0;0;0;3;0;0;0;5;0;0;0;1;0;121;43;0;8;14;67;29;3;5;9
"Site_f01_s10";"F01";1;100;60;0;0;14;0;0;0;9;0;0;0;6;0;0;3;7;0;0;0;5;0;0;0;0;0;66;19;0;0;14;28;6;10;5;0
"Site_f02_s01";"F02";2;100;27;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;1;0;0;20;6;0;2;0;6;2;3;0;3
"Site_f02_s02";"F02";2;100;39;0;0;0;0;0;0;0;0;12;0;0;0;0;4;0;0;0;0;0;0;6;0;0;1;40;0;0;0;0;0;12;4;0;7
"Site_f02_s03";"F02";2;100;51;0;0;0;1;7;1;0;2;0;0;0;1;16;0;0;1;0;0;0;0;0;0;0;0;69;17;0;0;1;27;1;17;0;0
"Site_f02_s04";"F02";2;100;61;0;3;0;0;19;0;0;0;8;0;0;0;0;0;0;1;7;2;0;0;0;1;0;1;48;40;0;0;3;59;8;1;9;2
"Site_f02_s05";"F02";2;100;43;0;4;0;0;16;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;33;19;0;0;4;36;1;0;1;0
"Site_f02_s06";"F02";2;100;34;0;4;0;1;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;59;0;0;0;5;4;0;1;1;0
"Site_f02_s07";"F02";2;100;76;0;6;0;0;44;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;117;64;0;0;6;108;2;0;0;3
"Site_f02_s08";"F02";2;100;73;0;0;0;0;0;0;0;1;54;0;0;0;0;0;0;2;0;1;0;2;0;0;0;1;126;0;0;0;0;1;54;2;3;1
"Site_f02_s09";"F02";2;100;44;0;0;0;3;0;1;0;0;24;0;0;2;0;1;0;0;0;2;0;0;0;1;0;0;39;3;1;0;3;4;26;2;2;1
"Site_f02_s10";"F02";2;100;76;105;10;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;0;0;78;1;2;1;115;1;0;14;0;2
"Site_f03_s01";"F03";3;100;55;0;0;22;2;0;0;0;0;63;0;0;1;0;0;0;2;0;0;6;0;0;0;0;0;54;1;0;0;24;1;64;2;6;0
"Site_f03_s02";"F03";3;100;79;39;0;0;3;0;0;7;0;0;0;13;2;0;0;12;1;0;0;4;0;24;0;2;0;132;10;8;67;42;17;15;21;4;93
"Site_f03_s03";"F03";3;100;70;33;0;14;0;0;0;4;1;0;0;0;1;0;0;3;2;0;0;0;0;9;0;0;1;129;7;2;22;47;12;1;7;0;32
"Site_f03_s04";"F03";3;100;74;0;0;10;5;0;0;5;0;0;0;15;0;0;0;14;1;24;0;9;0;9;0;0;0;84;6;4;17;15;11;15;19;33;26
"Site_f03_s05";"F03";3;100;81;0;0;22;2;35;0;9;0;0;0;12;0;0;0;0;1;29;0;5;0;0;0;4;0;84;51;1;9;24;95;12;2;34;13
"Site_f03_s06";"F03";3;100;69;0;0;0;0;0;0;5;2;0;0;0;0;0;0;10;0;0;0;1;0;0;0;7;0;108;6;2;17;0;13;0;12;1;24
"Site_f03_s07";"F03";3;100;68;0;0;0;0;0;0;4;3;0;0;0;1;0;0;6;0;0;0;4;1;25;0;0;0;75;15;2;52;0;22;1;8;5;77
"Site_f03_s08";"F03";3;100;66;0;0;19;5;0;0;2;1;33;0;13;4;17;0;13;0;0;0;4;0;1;0;0;0;46;5;5;6;24;8;50;35;4;7
"Site_f03_s09";"F03";3;100;45;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;69;0;0;1;1;1;0;0;7;1
"Site_f03_s10";"F03";3;100;90;0;0;0;1;0;0;7;0;30;0;8;0;33;0;4;1;18;0;7;0;10;0;3;0;132;4;14;43;1;11;38;52;25;56
"Site_f04_s01";"F04";4;100;81;0;0;14;0;0;4;3;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;3;1;298;14;0;2;14;21;2;0;4;6
"Site_f04_s02";"F04";4;100;56;0;20;13;0;0;1;0;0;0;0;12;1;0;0;3;0;0;1;0;0;0;1;0;0;79;2;2;2;33;3;13;5;1;3
"Site_f04_s03";"F04";4;100;62;0;0;21;1;0;5;8;0;0;4;11;1;0;0;3;2;0;2;0;0;0;7;6;0;68;10;3;3;22;23;16;8;2;16
"Site_f04_s04";"F04";4;100;42;0;0;0;0;0;4;7;0;0;3;2;0;0;2;6;1;0;0;8;0;0;0;0;0;26;10;2;0;0;21;5;11;8;0
"Site_f04_s05";"F04";4;100;53;0;0;0;2;0;0;0;1;0;0;0;0;0;0;7;0;0;2;0;1;0;0;1;2;125;0;2;0;2;1;0;9;3;3
"Site_f04_s06";"F04";4;100;66;0;13;0;2;0;7;0;0;0;5;5;0;0;0;18;2;0;0;0;2;0;5;0;0;106;4;2;2;15;11;10;22;2;7
"Site_f04_s07";"F04";4;100;53;0;6;0;3;0;0;11;1;0;8;5;1;0;2;0;2;0;2;6;0;0;0;1;0;51;3;1;0;9;15;14;5;8;1
"Site_f04_s08";"F04";4;100;67;0;5;10;3;0;0;12;0;0;1;7;0;0;0;11;1;0;0;7;0;0;0;0;1;83;12;3;0;18;24;8;15;7;1
"Site_f04_s09";"F04";4;100;70;0;0;0;0;0;6;3;0;0;2;5;0;0;0;0;0;0;0;3;0;0;0;2;0;164;7;0;0;0;16;7;0;3;2
"Site_f04_s10";"F04";4;100;77;0;19;21;1;0;0;11;0;0;0;8;0;0;5;1;0;0;3;1;0;0;0;0;1;92;11;2;0;41;22;8;8;4;1
"Site_f05_s01";"F05";5;100;61;0;0;8;1;0;4;3;2;27;1;0;0;0;0;6;1;0;1;1;0;0;1;0;0;58;2;3;7;9;11;28;10;2;8
"Site_f05_s02";"F05";5;100;88;93;15;7;3;0;8;9;0;15;0;3;2;32;0;2;0;15;0;1;0;2;0;0;0;79;12;11;15;118;29;20;45;16;17
"Site_f05_s03";"F05";5;100;56;0;0;9;1;29;0;8;1;23;0;6;0;14;0;5;0;0;0;0;0;0;0;0;0;21;20;8;2;10;58;29;27;0;2
"Site_f05_s04";"F05";5;100;65;0;13;9;0;11;0;0;1;20;0;0;1;11;0;3;0;3;0;1;0;0;2;2;0;36;10;5;2;22;22;21;19;4;6
"Site_f05_s05";"F05";5;100;73;0;6;10;0;17;6;9;2;0;0;5;0;25;5;3;0;2;1;4;0;1;0;0;0;62;14;13;8;16;48;5;46;7;9
"Site_f05_s06";"F05";5;100;73;52;0;10;0;42;3;3;0;0;0;1;2;0;0;3;1;0;0;0;0;0;0;0;1;25;34;0;8;62;82;3;4;0;9
"Site_f05_s07";"F05";5;100;60;17;7;2;5;30;0;10;0;0;2;4;2;6;0;0;0;0;0;3;1;0;0;0;0;39;19;5;4;31;59;8;11;4;4
"Site_f05_s08";"F05";5;100;71;0;0;0;6;31;4;6;0;40;4;0;1;0;0;6;0;0;0;1;1;1;0;0;0;28;32;7;15;6;73;45;13;2;16
"Site_f05_s09";"F05";5;100;74;38;13;22;1;0;25;0;0;9;0;0;0;4;3;0;1;0;0;0;1;0;0;0;0;58;8;12;3;74;33;9;20;1;3
