"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;61;0;0;0;0;0;0;3;0;0;0;11;0;7;0;17;0;1;0;10;0;2;0;6;0;58;8;3;20;0;11;11;27;11;28
"Site_f01_s02";"F01";1;100;59;0;7;12;0;2;2;0;0;0;0;15;0;0;0;17;0;0;0;2;0;0;0;2;0;34;14;3;5;19;18;15;20;2;7
"Site_f01_s03";"F01";1;100;72;107;0;42;0;0;0;0;0;0;0;16;0;0;0;14;0;0;1;0;0;0;0;5;0;48;0;1;4;149;0;16;15;1;9
"Site_f01_s04";"F01";1;100;64;0;3;28;0;0;0;6;0;22;0;16;0;14;0;28;0;0;0;3;0;0;0;0;0;32;13;5;12;31;19;38;47;3;12
"Site_f01_s05";"F01";1;100;62;5;0;36;0;0;0;2;0;0;0;0;0;8;0;0;0;0;0;6;0;0;0;1;0;129;16;1;1;41;18;0;9;6;2
"Site_f01_s06";"F01";1;100;67;34;0;36;0;0;1;9;0;0;0;6;0;0;3;8;0;1;0;4;0;0;0;0;0;62;17;1;1;70;27;6;12;5;1
"Site_f01_s07";"F01";1;100;59;0;0;14;0;0;0;7;0;0;0;29;0;0;0;0;0;0;0;6;0;0;0;2;0;52;15;0;3;14;22;29;0;6;5
"Site_f01_s08";"F01";1;100;33;0;1;0;0;0;0;0;0;0;2;9;0;0;1;6;0;0;0;5;0;0;0;0;0;29;1;1;2;1;1;11;8;5;2
"Site_f01_s09";"F01";1;100;64;0;0;33;0;0;0;9;0;0;0;30;0;0;0;0;0;0;1;8;0;5;0;1;0;28;15;0;11;33;24;30;0;9;17
"Site_f01_s10";"F01";1;100;74;0;5;13;0;0;0;6;0;0;0;6;0;0;0;16;0;0;1;2;0;0;0;1;0;91;19;0;10;18;25;6;16;3;11
"Site_f02_s01";"F02";2;100;35;0;5;0;0;0;0;0;3;0;0;0;1;0;0;0;1;17;2;0;0;0;0;0;0;33;3;1;0;5;6;1;2;19;0
"Site_f02_s02";"F02";2;100;46;0;0;0;1;0;0;0;1;0;0;0;2;18;0;0;1;4;1;0;0;0;0;0;0;48;1;3;0;1;2;2;22;5;0
"Site_f02_s03";"F02";2;100;54;0;0;0;1;0;1;0;0;0;4;0;4;0;1;0;0;0;0;0;1;0;0;0;0;113;3;0;0;1;4;8;1;1;0
"Site_f02_s04";"F02";2;100;31;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;40;0;0;0;0;1;0;0;2;0
"Site_f02_s05";"F02";2;100;49;0;0;0;2;0;0;0;0;19;2;0;1;0;1;0;1;22;0;0;0;13;0;0;0;51;0;0;4;2;0;22;2;22;17
"Site_f02_s06";"F02";2;100;41;0;6;0;0;0;3;0;0;0;0;0;2;0;2;0;0;0;0;0;2;0;0;0;0;59;4;0;1;6;7;2;2;2;1
"Site_f02_s07";"F02";2;100;55;0;1;0;1;0;5;0;0;0;4;0;2;0;0;0;0;0;1;0;1;0;1;0;0;69;4;0;0;2;9;6;0;2;1
"Site_f02_s08";"F02";2;100;70;52;3;0;0;19;4;0;0;0;0;0;4;31;0;0;1;0;0;0;1;0;0;0;0;57;43;4;0;55;66;4;36;1;0
"Site_f02_s09";"F02";2;100;67;70;5;0;3;0;2;0;6;0;0;0;1;0;0;0;0;20;1;0;1;8;1;0;0;37;14;0;2;78;22;1;0;22;11
"Site_f02_s10";"F02";2;100;41;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;58;0;1;0;1;2;1;3;0;0
"Site_f03_s01";"F03";3;100;63;0;0;0;0;0;0;0;2;0;0;12;0;0;0;0;0;0;0;5;2;7;0;2;0;77;1;0;31;0;3;12;0;7;40
"Site_f03_s02";"F03";3;100;69;0;0;15;1;0;0;3;0;34;0;7;0;0;0;7;1;0;0;4;0;9;0;2;0;57;2;1;18;16;5;41;9;4;29
"Site_f03_s03";"F03";3;100;77;111;0;15;1;32;0;5;1;0;0;11;0;0;0;0;1;0;0;0;0;6;0;0;1;44;35;1;7;127;73;11;2;0;14
"Site_f03_s04";"F03";3;100;70;0;0;11;3;0;0;5;0;0;0;7;0;0;0;6;0;21;0;12;2;0;0;0;0;86;6;3;0;14;11;7;9;35;0
"Site_f03_s05";"F03";3;100;58;0;0;22;3;0;0;23;0;0;0;5;0;0;0;18;0;0;0;0;0;0;0;0;0;20;33;2;0;25;56;5;20;0;0
"Site_f03_s06";"F03";3;100;72;0;0;0;2;0;0;0;0;16;0;17;0;0;0;8;2;13;0;22;2;0;0;1;0;227;0;1;4;2;0;33;11;37;5
"Site_f03_s07";"F03";3;100;81;0;0;50;4;26;0;10;0;18;0;22;0;33;0;0;1;0;0;7;0;2;0;0;1;127;41;13;11;54;77;40;47;7;14
"Site_f03_s08";"F03";3;100;45;0;0;6;3;0;0;0;0;0;0;15;0;0;0;2;1;0;0;0;1;0;0;0;0;67;0;0;0;9;0;15;3;1;0
"Site_f03_s09";"F03";3;100;53;0;0;0;0;0;0;0;0;0;0;6;0;35;0;0;0;0;0;1;1;0;0;0;0;50;1;8;6;0;1;6;43;2;6
"Site_f03_s10";"F03";3;100;60;0;0;14;3;0;0;0;2;0;0;16;0;0;0;3;0;45;0;0;0;3;0;0;0;50;0;1;11;17;2;16;4;45;14
"Site_f04_s01";"F04";4;100;58;0;17;14;0;0;0;0;0;0;0;1;1;0;0;14;0;0;0;8;0;0;0;1;0;63;1;3;2;31;1;2;17;8;3
"Site_f04_s02";"F04";4;100;59;0;5;0;0;0;1;8;1;0;4;17;1;0;1;3;0;0;2;1;1;0;2;12;0;35;14;2;6;5;24;22;6;4;20
"Site_f04_s03";"F04";4;100;53;0;0;6;0;0;0;19;1;0;4;4;0;0;0;7;2;0;4;2;0;0;3;4;0;25;9;1;1;6;29;8;10;6;8
"Site_f04_s04";"F04";4;100;63;0;8;40;0;0;0;6;1;0;0;7;1;0;6;11;0;0;0;3;0;0;0;2;0;62;9;5;1;48;16;8;22;3;3
"Site_f04_s05";"F04";4;100;68;0;0;0;0;0;0;1;0;0;3;9;2;0;0;0;0;0;0;0;1;0;2;1;1;129;3;0;0;0;4;14;0;1;4
"Site_f04_s06";"F04";4;100;75;0;0;17;0;0;0;13;1;0;0;19;1;0;0;8;0;0;0;2;0;0;2;5;0;188;10;4;1;17;24;20;12;2;8
"Site_f04_s07";"F04";4;100;68;0;0;18;8;0;2;32;0;0;0;0;2;0;0;17;2;0;0;8;0;0;0;10;0;69;20;3;2;26;54;2;22;8;12
"Site_f04_s08";"F04";4;100;54;0;0;6;0;0;2;27;0;0;9;19;0;0;0;6;0;0;4;4;3;0;0;0;2;50;18;2;0;6;47;28;8;11;2
"Site_f04_s09";"F04";4;100;52;0;0;22;0;0;5;7;0;0;2;4;0;0;4;3;1;0;0;0;0;0;0;0;0;53;5;2;0;22;17;6;10;0;0
"Site_f04_s10";"F04";4;100;51;0;0;13;0;0;2;0;1;0;1;7;0;0;0;0;0;0;0;2;0;0;0;0;0;99;2;0;1;13;5;8;0;2;1
"Site_f05_s01";"F05";5;100;59;33;0;8;0;0;0;8;0;0;0;7;2;0;11;2;0;8;0;3;0;0;1;0;1;52;8;5;0;41;16;9;18;11;2
"Site_f05_s02";"F05";5;100;73;0;0;7;1;31;0;6;0;11;4;10;0;0;3;0;0;5;3;6;0;9;1;0;0;51;22;0;12;8;59;25;3;14;22
"Site_f05_s03";"F05";5;100;74;0;10;12;6;33;3;10;0;42;2;4;0;12;0;3;1;0;0;1;0;5;0;1;0;79;27;9;6;28;73;48;25;1;12
"Site_f05_s04";"F05";5;100;57;22;0;20;2;0;0;17;1;31;0;13;2;7;2;2;0;17;0;0;1;0;0;0;0;32;10;5;2;44;28;46;16;18;2
"Site_f05_s05";"F05";5;100;69;35;8;6;0;12;0;10;0;0;9;0;1;31;0;3;3;5;0;0;0;2;0;1;0;77;13;17;7;49;35;10;54;5;10
"Site_f05_s06";"F05";5;100;57;83;4;0;2;0;0;15;0;0;0;0;0;0;0;1;0;12;0;1;0;4;2;4;0;18;7;3;13;89;22;0;4;13;23
"Site_f05_s07";"F05";5;100;65;0;0;2;2;50;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;35;36;0;3;4;91;5;0;0;3
"Site_f05_s08";"F05";5;100;78;58;10;12;0;0;0;10;3;23;8;3;0;28;8;5;0;10;12;0;0;0;0;0;0;31;7;19;0;80;20;34;60;22;0
"Site_f05_s09";"F05";5;100;75;0;6;10;0;0;5;5;0;0;2;0;0;53;1;0;0;33;0;2;0;0;0;0;0;46;7;15;9;16;17;2;69;35;9
"Site_f05_s10";"F05";5;100;71;18;0;15;0;0;6;1;0;23;0;4;2;14;3;3;0;9;1;1;0;5;0;0;0;28;4;8;11;33;11;29;28;11;16
"Site_f06_s01";"F06";6;100;77;17;0;10;0;24;0;9;0;12;0;3;0;0;6;0;0;0;0;0;0;8;0;1;0;82;14;4;0;27;47;15;10;0;9
"Site_f06_s02";"F06";6;100;53;4;6;14;0;4;0;3;0;4;0;1;0;0;2;0;0;4;2;2;0;5;0;0;0;42;5;4;2;24;12;5;6;8;7
"Site_f06_s03";"F06";6;100;58;32;3;6;0;16;0;0;0;1;6;3;0;0;0;4;0;2;0;0;0;0;0;0;0;59;8;2;1;41;24;10;6;2;1
"Site_f06_s04";"F06";6;100;36;16;0;1;0;0;0;0;0;0;0;1;0;9;2;0;0;0;0;0;0;3;1;0;0;9;0;7;0;17;0;1;18;0;4
"Site_f06_s05";"F06";6;100;61;20;4;0;0;8;0;7;0;0;2;3;0;0;0;0;0;7;0;2;0;0;0;0;0;71;5;0;0;24;20;5;0;9;0
"Site_f06_s06";"F06";6;100;51;20;0;7;0;5;3;5;0;4;0;1;0;9;0;0;0;0;0;0;0;0;0;0;0;30;6;5;0;27;19;5;14;0;0
"Site_f06_s07";"F06";6;100;67;15;0;10;0;16;1;0;0;0;0;4;0;0;0;0;0;1;0;1;0;3;1;2;0;54;12;0;4;25;29;4;0;2;10
"Site_f06_s08";"F06";6;100;50;27;0;5;0;13;0;1;0;21;3;0;0;5;0;2;0;4;0;2;0;5;0;2;0;14;3;0;0;32;17;24;7;6;7
"Site_f06_s09";"F06";6;100;61;17;13;11;0;23;5;0;0;0;0;4;0;9;0;5;0;0;0;3;0;2;1;4;0;50;10;2;1;41;38;4;16;3;8
