"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;59;0;3;13;0;5;0;9;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;2;0;36;23;4;0;16;37;0;26;0;2
"Site_f01_s02";"F01";1;100;66;0;0;27;0;0;0;7;0;0;0;14;0;0;0;22;0;18;0;15;0;3;0;0;0;60;12;1;9;27;19;14;23;33;12
"Site_f01_s03";"F01";1;100;69;32;0;0;0;0;0;19;0;0;0;15;0;0;0;8;0;0;0;4;0;0;0;2;0;40;52;0;3;32;71;15;8;4;5
"Site_f01_s04";"F01";1;100;56;0;0;38;0;0;0;5;0;0;2;0;0;0;1;13;0;0;1;4;0;0;0;0;0;33;10;1;0;38;15;2;15;5;0
"Site_f01_s05";"F01";1;100;59;0;0;11;0;0;0;1;0;0;0;2;0;0;3;17;0;0;3;0;0;4;0;1;0;72;12;1;9;11;13;2;21;3;14
"Site_f01_s06";"F01";1;100;59;0;0;0;0;0;0;8;0;0;0;9;0;0;0;2;0;0;2;9;0;0;0;2;0;74;14;2;5;0;22;9;4;11;7
"Site_f01_s07";"F01";1;100;51;0;0;4;0;9;0;8;0;0;0;5;0;0;1;9;0;0;1;0;0;0;0;0;0;43;30;0;3;4;47;5;10;1;3
"Site_f01_s08";"F01";1;100;65;30;2;0;0;0;0;1;0;0;0;21;0;0;0;0;0;6;0;7;0;0;0;2;0;59;7;0;3;32;8;21;0;13;5
"Site_f01_s09";"F01";1;100;58;0;0;4;0;0;0;2;0;12;0;13;0;0;2;3;0;0;0;11;0;0;0;1;0;40;21;0;6;4;23;25;5;11;7
"Site_f01_s10";"F01";1;100;50;0;0;15;0;0;0;6;0;0;0;0;0;0;0;7;0;0;0;2;0;0;0;9;0;15;11;1;17;15;17;0;8;2;26
"Site_f02_s01";"F02";2;100;62;0;0;0;0;11;1;0;3;0;0;0;1;0;0;0;0;0;2;0;3;6;0;0;0;88;23;0;1;0;38;1;0;5;7
"Site_f02_s02";"F02";2;100;48;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;27;0;0;0;0;0;0;0;50;1;0;0;0;2;0;5;27;0
"Site_f02_s03";"F02";2;100;58;0;4;0;0;0;3;0;4;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;221;5;1;0;4;12;1;3;0;1
"Site_f02_s04";"F02";2;100;59;0;8;0;0;5;0;0;2;36;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;75;16;0;0;8;23;42;0;0;0
"Site_f02_s05";"F02";2;100;23;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;2;0;1;0;4;0;0;0;2
"Site_f02_s06";"F02";2;100;61;0;6;0;5;12;1;0;0;0;0;0;3;0;0;0;1;0;0;0;1;0;1;0;1;109;22;0;0;11;35;3;1;1;2
"Site_f02_s07";"F02";2;100;49;40;6;0;3;0;3;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;1;42;3;4;0;49;6;0;25;0;1
"Site_f02_s08";"F02";2;100;54;0;6;0;1;0;4;0;0;0;0;0;0;25;1;0;2;0;0;0;0;0;1;0;0;62;4;5;0;7;8;0;33;0;1
"Site_f02_s09";"F02";2;100;59;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;169;3;0;0;3;3;4;2;0;0
"Site_f02_s10";"F02";2;100;66;23;0;0;0;0;1;0;1;12;2;0;2;0;1;0;0;0;0;0;0;8;1;0;0;100;5;0;4;23;7;16;1;0;13
"Site_f03_s01";"F03";3;100;65;0;0;0;2;0;0;16;0;0;0;4;0;0;0;2;0;12;0;12;0;0;0;2;0;69;21;0;5;2;37;4;2;24;7
"Site_f03_s02";"F03";3;100;85;112;0;50;3;0;0;0;0;0;0;4;0;37;0;8;0;26;0;14;0;0;0;0;0;96;0;15;5;165;0;4;60;40;5
"Site_f03_s03";"F03";3;100;87;71;0;0;1;66;0;0;0;0;0;18;0;0;0;6;1;8;0;0;1;1;0;2;0;139;86;0;9;72;152;18;7;9;12
"Site_f03_s04";"F03";3;100;61;0;0;0;1;0;0;10;1;15;0;7;0;0;0;5;1;9;0;0;0;2;0;0;0;46;14;3;20;1;25;22;9;9;22
"Site_f03_s05";"F03";3;100;45;0;0;21;0;0;0;3;2;31;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;10;12;2;0;21;17;31;9;0;0
"Site_f03_s06";"F03";3;100;86;0;0;37;1;32;0;11;0;0;0;4;1;43;0;13;1;0;0;2;0;0;0;0;0;89;53;8;4;38;96;5;65;2;4
"Site_f03_s07";"F03";3;100;77;0;0;17;3;0;0;0;0;32;0;11;2;0;0;11;1;0;0;0;3;4;0;2;0;131;0;2;9;20;0;45;14;3;15
"Site_f03_s08";"F03";3;100;71;0;0;8;0;30;0;25;1;0;0;18;0;0;0;7;0;0;0;7;0;0;0;0;0;84;68;2;6;8;124;18;9;7;6
"Site_f03_s09";"F03";3;100;58;0;0;0;0;0;0;0;0;0;0;0;0;32;0;20;0;0;0;0;0;0;0;0;0;74;1;10;0;0;1;0;62;0;0
"Site_f03_s10";"F03";3;100;75;0;0;6;2;0;0;18;3;0;0;28;0;0;0;18;0;11;0;3;0;0;0;0;0;111;21;4;0;8;42;28;22;14;0
"Site_f04_s01";"F04";4;100;56;0;12;49;3;0;2;6;0;0;3;0;0;0;2;4;0;0;0;6;0;0;0;0;0;35;6;6;0;64;14;3;12;6;0
"Site_f04_s02";"F04";4;100;56;0;0;23;1;0;0;7;0;0;1;2;2;0;0;4;0;0;1;1;0;0;0;0;0;53;8;2;0;24;15;5;6;2;0
"Site_f04_s03";"F04";4;100;56;0;16;0;2;0;0;9;3;0;2;4;0;0;0;5;0;0;0;6;1;0;0;4;0;66;13;0;1;18;25;6;5;7;5
"Site_f04_s04";"F04";4;100;55;0;0;20;3;0;0;0;0;0;5;0;1;0;3;0;0;0;0;0;0;0;0;2;0;88;0;0;1;23;0;6;3;0;3
"Site_f04_s05";"F04";4;100;61;0;0;0;1;0;15;2;0;0;0;15;2;0;2;0;2;0;5;3;3;0;0;0;0;90;12;1;0;1;29;17;5;11;0
"Site_f04_s06";"F04";4;100;60;0;10;5;0;0;4;3;0;0;7;4;1;0;0;5;1;0;0;8;0;0;3;0;1;66;8;3;1;15;15;12;9;8;5
"Site_f04_s07";"F04";4;100;62;0;16;0;2;0;4;15;3;0;0;6;0;0;5;5;3;0;2;2;0;0;0;0;0;51;18;3;0;18;40;6;16;4;0
"Site_f04_s08";"F04";4;100;77;0;0;20;1;0;7;20;0;0;8;3;0;0;5;5;0;0;0;5;0;0;3;5;0;165;16;1;2;21;43;11;11;5;10
"Site_f04_s09";"F04";4;100;41;0;4;3;0;0;0;3;2;0;1;8;0;0;0;5;0;0;0;9;0;0;0;1;1;31;4;2;0;7;9;9;7;9;2
"Site_f04_s10";"F04";4;100;73;0;30;82;4;0;0;8;2;0;4;10;0;0;0;0;0;0;2;0;0;0;1;0;1;79;10;0;2;116;20;14;0;2;4
"Site_f05_s01";"F05";5;100;80;45;23;11;1;0;0;0;0;33;0;6;0;0;1;4;1;0;1;0;0;0;0;1;0;170;0;2;1;80;0;39;8;1;2
"Site_f05_s02";"F05";5;100;77;119;0;5;4;9;2;5;0;0;0;0;0;0;1;2;0;6;0;11;1;0;0;0;0;76;9;5;0;128;25;0;8;18;0
"Site_f05_s03";"F05";5;100;52;0;0;9;0;0;5;6;0;22;2;6;0;0;2;2;0;15;4;2;0;0;1;0;0;11;3;0;8;9;14;30;4;21;9
"Site_f05_s04";"F05";5;100;40;0;0;0;2;0;0;3;0;0;4;0;0;0;1;5;0;0;1;2;2;0;0;1;1;35;1;4;2;2;4;4;10;5;4
"Site_f05_s05";"F05";5;100;73;0;7;6;0;27;0;2;0;0;0;0;0;14;0;1;0;23;3;0;0;0;0;1;0;90;14;7;2;13;43;0;22;26;3
"Site_f05_s06";"F05";5;100;72;71;0;2;0;10;4;3;0;0;4;7;4;0;4;13;0;0;0;3;0;2;0;0;0;54;12;5;14;73;29;15;22;3;16
"Site_f05_s07";"F05";5;100;62;0;0;6;0;19;0;0;0;13;4;10;0;7;3;0;0;0;4;2;0;3;1;1;0;75;13;1;8;6;32;27;11;6;13
"Site_f05_s08";"F05";5;100;79;58;2;16;2;22;3;7;1;13;0;6;0;0;3;3;3;0;10;0;0;2;1;0;1;87;18;3;10;78;51;19;12;10;14
"Site_f05_s09";"F05";5;100;73;0;0;7;0;33;0;0;0;19;0;5;0;12;0;4;0;13;4;0;2;0;0;1;0;48;28;7;3;7;61;24;23;19;4
"Site_f05_s10";"F05";5;100;66;25;0;4;1;34;0;0;3;0;0;4;0;0;0;0;2;0;0;3;0;1;1;0;0;45;23;0;7;30;60;4;2;3;9
"Site_f06_s01";"F06";6;100;50;20;0;6;0;0;0;8;0;12;15;4;0;0;0;1;0;4;0;0;0;1;1;2;0;28;1;1;3;26;9;31;2;4;7
"Site_f06_s02";"F06";6;100;55;0;0;0;0;0;0;6;0;0;5;0;0;6;1;0;0;10;0;2;0;5;0;1;0;76;0;3;0;0;6;5;10;12;6
"Site_f06_s03";"F06";6;100;48;0;9;1;0;13;2;6;0;0;0;6;0;0;0;0;0;5;7;1;0;2;0;1;0;27;6;0;0;10;27;6;0;13;3
"Site_f06_s04";"F06";6;100;43;11;1;7;0;0;0;6;0;0;0;4;0;4;0;0;0;3;5;4;0;1;1;0;0;21;0;4;0;19;6;4;8;12;2
"Site_f06_s05";"F06";6;100;70;21;0;8;0;16;0;0;0;4;0;2;0;4;0;0;0;0;0;2;0;8;1;0;0;51;8;7;0;29;24;6;11;2;9
"Site_f06_s06";"F06";6;100;48;0;0;4;0;0;8;8;0;17;2;0;0;1;0;2;0;0;0;0;0;7;0;1;0;22;6;5;2;4;22;19;8;0;10
"Site_f06_s07";"F06";6;100;69;0;3;12;0;7;0;4;0;25;0;1;0;3;0;2;0;3;5;2;0;2;0;0;0;106;3;2;2;15;14;26;7;10;4
"Site_f06_s08";"F06";6;100;54;0;0;6;0;21;0;0;0;8;0;0;0;14;0;2;0;12;3;0;0;1;0;0;0;43;5;9;3;6;26;8;25;15;4
