"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;65;0;0;30;0;0;1;3;0;0;1;24;0;0;0;20;0;0;0;2;0;0;0;3;0;34;8;2;8;30;12;25;22;2;11
"Site_f01_s02";"F01";1;100;57;0;5;22;0;0;0;1;0;0;0;14;0;0;0;17;0;0;0;7;0;0;0;0;0;97;11;0;0;27;12;14;17;7;0
"Site_f01_s03";"F01";1;100;24;0;2;0;0;0;1;0;0;0;0;0;0;7;0;0;0;0;2;10;0;0;0;1;0;8;0;1;3;2;1;0;8;12;4
"Site_f01_s04";"F01";1;100;71;0;2;17;0;0;2;2;0;0;0;14;0;0;0;3;0;15;0;2;0;0;0;6;0;80;14;2;15;19;18;14;5;17;21
"Site_f01_s05";"F01";1;100;58;0;4;28;0;0;1;8;0;3;0;0;0;0;0;14;0;0;1;1;0;0;0;3;0;24;17;1;5;32;26;3;15;2;8
"Site_f01_s06";"F01";1;100;58;0;6;0;0;0;0;6;0;0;4;0;0;10;1;1;0;0;1;3;0;0;0;4;0;66;22;0;4;6;28;4;12;4;8
"Site_f01_s07";"F01";1;100;64;0;4;11;0;0;1;23;0;0;2;13;0;0;1;9;0;0;0;5;0;0;0;2;0;46;32;0;12;15;56;15;10;5;14
"Site_f01_s08";"F01";1;100;65;0;6;0;0;4;2;3;0;0;0;12;0;0;0;8;0;0;1;3;0;0;0;0;0;94;34;0;0;6;43;12;8;4;0
"Site_f01_s09";"F01";1;100;66;0;0;15;0;0;1;15;0;0;0;4;0;0;0;9;0;6;0;7;0;0;0;2;0;44;41;1;2;15;57;4;10;13;4
"Site_f01_s10";"F01";1;100;48;0;1;13;0;0;0;5;0;15;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;40;8;0;2;14;13;17;0;1;2
"Site_f02_s01";"F02";2;100;57;0;8;0;0;13;1;0;1;0;0;0;1;0;6;0;1;0;0;0;0;0;0;0;1;70;23;1;0;8;38;1;8;0;1
"Site_f02_s02";"F02";2;100;45;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;113;5;0;0;2;5;1;0;1;0
"Site_f02_s03";"F02";2;100;53;0;2;0;0;20;3;0;2;39;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;28;0;0;2;53;39;0;0;1
"Site_f02_s04";"F02";2;100;43;0;0;0;1;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;70;1;0;0;1;2;1;2;0;0
"Site_f02_s05";"F02";2;100;38;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;70;0;0;1;3;0;0;0;0;4
"Site_f02_s06";"F02";2;100;51;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;3;0;3;0;1;0;0;0;0;69;3;0;0;0;3;5;4;4;0
"Site_f02_s07";"F02";2;100;55;34;2;0;2;13;5;0;1;0;5;0;2;0;1;0;0;0;0;0;4;0;0;0;0;30;29;2;1;38;48;7;3;4;1
"Site_f02_s08";"F02";2;100;56;47;0;0;0;0;0;0;1;0;4;0;3;0;2;0;0;12;0;0;2;0;0;0;0;40;7;0;0;47;8;7;2;14;0
"Site_f02_s09";"F02";2;100;53;0;0;0;1;0;0;0;0;0;5;0;0;8;4;0;1;0;0;0;0;2;1;0;0;65;0;4;0;1;0;5;17;0;3
"Site_f02_s10";"F02";2;100;53;0;0;0;7;9;2;0;1;0;6;0;4;0;0;0;0;21;0;0;0;0;0;0;0;17;18;0;0;7;30;10;0;21;0
"Site_f03_s01";"F03";3;100;78;0;0;0;3;30;0;5;0;48;0;2;0;50;0;6;1;0;0;6;0;0;0;0;0;76;37;16;1;3;72;50;73;6;1
"Site_f03_s02";"F03";3;100;70;0;0;16;0;0;0;6;1;15;0;14;1;7;0;9;0;0;0;7;1;0;0;1;0;79;10;7;2;16;17;30;23;8;3
"Site_f03_s03";"F03";3;100;77;50;0;47;4;0;0;0;3;0;0;4;0;27;0;0;1;0;0;6;0;0;0;1;0;51;7;3;5;101;10;4;31;6;6
"Site_f03_s04";"F03";3;100;61;0;0;0;1;27;0;15;0;0;0;6;2;19;0;6;0;0;0;0;0;2;0;1;0;79;49;4;2;1;91;8;29;0;5
"Site_f03_s05";"F03";3;100;79;0;0;6;3;0;0;9;2;0;0;23;1;35;0;6;1;0;0;1;0;0;0;2;0;153;9;8;8;9;20;24;50;1;10
"Site_f03_s06";"F03";3;100;81;137;0;0;1;0;0;0;1;38;0;0;2;0;0;0;1;0;0;0;0;5;0;4;0;84;1;0;14;138;2;40;1;0;23
"Site_f03_s07";"F03";3;100;85;49;0;36;1;68;0;0;1;0;0;34;0;0;0;0;0;0;0;3;0;0;0;0;0;89;57;0;0;86;126;34;0;3;0
"Site_f03_s08";"F03";3;100;69;0;0;0;0;31;0;8;1;0;0;10;0;0;0;7;2;0;0;10;0;0;0;2;0;46;60;2;5;0;100;10;11;10;7
"Site_f03_s09";"F03";3;100;71;38;0;0;0;0;0;0;2;0;0;22;0;0;0;9;1;0;0;2;0;8;0;0;0;114;1;2;19;38;3;22;12;2;27
"Site_f03_s10";"F03";3;100;63;0;0;18;0;0;0;10;0;16;0;10;0;0;0;6;1;0;0;0;0;0;0;3;0;70;16;1;9;18;26;26;8;0;12
"Site_f04_s01";"F04";4;100;73;0;0;19;2;0;0;21;1;0;5;18;0;0;0;7;0;0;0;4;2;0;2;12;0;118;11;2;5;21;33;23;9;6;19
"Site_f04_s02";"F04";4;100;54;0;18;13;5;0;0;0;0;0;0;0;1;0;2;9;0;0;0;0;0;0;0;3;0;50;0;3;1;36;0;1;14;0;4
