"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;52;0;0;17;0;0;0;2;0;0;0;33;0;0;0;8;0;0;0;5;0;0;0;2;0;21;23;0;6;17;25;33;8;5;8
"Site_f01_s02";"F01";1;100;76;0;0;42;0;12;0;8;0;0;0;4;0;0;0;16;0;0;0;9;0;2;0;0;0;71;49;0;2;42;69;4;16;9;4
"Site_f01_s03";"F01";1;100;54;0;0;13;0;0;3;2;0;0;0;11;0;0;0;6;0;4;0;0;0;0;0;8;0;34;17;1;12;13;22;11;7;4;20
"Site_f01_s04";"F01";1;100;50;0;0;36;0;0;0;7;0;0;0;13;0;0;0;0;0;0;0;7;0;0;0;4;0;55;20;0;2;36;27;13;0;7;6
"Site_f01_s05";"F01";1;100;70;0;0;33;0;0;0;0;0;23;0;9;0;0;0;26;0;3;0;9;0;0;0;0;0;109;1;2;0;33;1;32;28;12;0
"Site_f01_s06";"F01";1;100;57;0;0;6;0;1;0;7;0;0;0;21;0;0;0;9;0;0;0;6;0;0;0;0;0;52;20;1;0;6;28;21;10;6;0
"Site_f01_s07";"F01";1;100;62;0;0;0;0;0;0;0;0;0;0;15;0;41;1;2;0;0;0;7;0;0;0;0;0;67;0;5;0;0;0;15;49;7;0
"Site_f01_s08";"F01";1;100;54;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;86;4;0;1;0;5;0;0;3;1
"Site_f01_s09";"F01";1;100;58;0;1;31;0;0;0;2;0;8;0;4;0;0;0;16;0;14;0;1;0;0;0;1;0;50;8;1;3;32;10;12;17;15;4
"Site_f01_s10";"F01";1;100;76;0;0;22;0;0;0;7;0;0;0;19;0;0;1;6;0;0;0;3;0;6;0;1;0;118;20;0;14;22;27;19;7;3;21
"Site_f02_s01";"F02";2;100;66;0;4;0;0;0;0;0;0;83;4;0;1;0;0;0;1;0;0;0;0;0;2;0;0;81;2;0;1;4;2;88;1;0;3
"Site_f02_s02";"F02";2;100;70;0;0;0;0;0;2;0;0;19;1;0;0;0;3;0;1;22;2;0;0;0;0;0;0;115;4;0;0;0;6;20;4;24;0
"Site_f02_s03";"F02";2;100;40;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;2;1;0;2;4;0;1;0;0
"Site_f02_s04";"F02";2;100;79;0;7;0;7;0;0;0;2;18;0;0;1;102;0;0;1;0;1;0;2;0;0;0;1;88;2;14;0;14;4;19;117;3;1
"Site_f02_s05";"F02";2;100;41;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;1;16;1;0;0;0;0;0;0;40;3;0;0;7;3;0;1;17;0
"Site_f02_s06";"F02";2;100;63;0;0;0;1;3;2;0;2;46;8;0;1;0;0;0;1;0;1;0;0;0;0;0;0;61;12;0;0;1;19;55;1;1;0
"Site_f02_s07";"F02";2;100;41;0;2;0;2;4;3;0;0;0;1;0;1;22;2;0;2;0;0;0;0;8;3;0;0;8;14;3;1;4;21;2;29;0;12
"Site_f02_s08";"F02";2;100;60;0;0;0;2;19;0;0;0;23;0;0;1;23;1;0;1;0;0;0;0;0;5;0;2;30;33;3;1;2;52;24;28;0;8
"Site_f02_s09";"F02";2;100;62;0;3;0;0;0;2;0;0;13;9;0;2;0;0;0;3;51;0;0;1;0;0;0;0;79;4;0;0;3;6;24;3;52;0
"Site_f02_s10";"F02";2;100;62;0;0;0;1;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;1;127;1;5;1;1;1;0;19;0;2
"Site_f03_s01";"F03";3;100;54;0;0;46;3;0;0;0;0;0;0;8;1;6;0;1;0;0;0;0;0;0;0;6;0;18;7;3;15;49;7;9;10;0;21
"Site_f03_s02";"F03";3;100;72;0;0;45;0;0;0;6;1;0;0;1;0;0;0;0;0;0;0;5;1;0;0;0;1;86;13;0;0;45;20;1;0;6;1
"Site_f03_s03";"F03";3;100;57;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;1;39;0;1;0;0;0;1;0;57;1;4;12;1;1;1;16;40;13
"Site_f03_s04";"F03";3;100;79;0;0;0;1;31;0;9;1;150;0;7;3;0;0;23;1;0;0;4;2;0;0;0;1;72;57;8;0;1;98;160;32;6;1
