"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;61;5;5;0;0;12;0;3;0;0;0;14;0;0;0;2;0;1;2;2;0;0;0;0;0;59;51;1;4;10;66;14;3;5;4
"Site_f01_s02";"F01";1;100;46;0;1;29;0;2;0;0;0;0;1;11;0;0;0;6;0;0;0;0;0;0;0;0;0;22;11;2;0;30;13;12;8;0;0
"Site_f01_s03";"F01";1;100;43;0;0;0;0;0;0;0;0;8;0;18;0;0;0;0;0;0;0;1;0;0;1;1;0;41;0;0;6;0;0;26;0;1;8
"Site_f01_s04";"F01";1;100;59;0;7;11;0;0;0;1;0;2;0;6;0;0;0;5;0;0;0;4;0;0;0;0;0;60;11;0;4;18;12;8;5;4;4
"Site_f01_s05";"F01";1;100;52;0;0;12;0;0;0;4;0;10;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;58;5;0;0;12;9;10;4;3;0
"Site_f01_s06";"F01";1;100;51;0;0;0;0;0;0;5;0;21;0;5;0;0;0;10;0;0;0;2;0;0;0;2;0;20;17;3;4;0;22;26;13;2;6
"Site_f01_s07";"F01";1;100;55;0;13;0;0;0;0;6;0;0;1;12;0;0;2;33;0;0;0;8;0;0;0;0;0;38;12;6;0;13;18;13;41;8;0
"Site_f01_s08";"F01";1;100;70;0;0;0;0;0;0;2;0;0;0;5;0;0;0;10;0;3;0;0;0;0;0;2;0;250;4;1;5;0;6;5;11;3;7
"Site_f01_s09";"F01";1;100;56;0;0;0;0;0;0;4;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;87;28;0;5;0;32;0;8;0;5
"Site_f01_s10";"F01";1;100;56;0;0;16;0;0;0;3;0;0;0;38;0;0;0;32;0;0;0;3;0;0;0;4;0;10;7;3;8;16;10;38;35;3;12
"Site_f02_s01";"F02";2;100;66;0;0;0;3;0;3;0;0;25;0;0;0;0;4;0;1;0;0;0;0;0;2;0;0;115;9;0;0;3;12;25;5;0;2
"Site_f02_s02";"F02";2;100;58;0;13;0;4;0;3;0;0;39;0;0;1;0;1;0;2;0;3;0;0;8;0;0;0;32;13;0;2;17;16;40;3;3;10
"Site_f02_s03";"F02";2;100;52;0;3;0;11;0;3;0;0;0;0;0;3;0;0;0;0;17;0;0;1;0;1;0;0;31;5;1;0;14;8;3;1;18;1
