"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;66;0;4;33;0;0;0;3;0;0;0;17;0;0;0;29;0;0;1;12;0;0;0;6;0;17;11;4;3;37;14;17;33;13;9
"Site_f01_s02";"F01";1;100;61;0;0;9;0;2;0;0;0;0;1;8;0;28;0;16;0;0;0;7;0;0;0;2;0;38;9;4;4;9;11;9;48;7;6
"Site_f01_s03";"F01";1;100;63;0;0;18;0;0;0;9;0;0;0;35;0;0;0;6;0;0;0;4;0;0;0;2;0;23;21;0;14;18;30;35;6;4;16
"Site_f01_s04";"F01";1;100;71;0;3;16;0;0;0;1;0;0;0;10;0;0;0;13;0;0;0;12;0;0;0;0;0;92;8;0;0;19;9;10;13;12;0
"Site_f01_s05";"F01";1;100;53;0;0;0;0;0;0;2;0;0;0;6;0;8;0;5;0;0;0;0;0;0;0;0;0;54;10;0;1;0;12;6;13;0;1
"Site_f01_s06";"F01";1;100;65;0;4;20;0;0;0;3;0;0;0;13;0;0;1;9;0;0;0;5;0;12;0;2;0;29;18;3;17;24;21;13;13;5;31
"Site_f01_s07";"F01";1;100;51;0;0;9;0;0;0;17;0;0;0;0;0;19;0;7;0;0;0;5;0;0;0;0;0;20;27;0;0;9;44;0;26;5;0
"Site_f01_s08";"F01";1;100;56;20;3;5;0;0;0;13;0;0;0;4;0;0;0;5;0;0;0;1;0;0;0;0;0;39;33;1;0;28;46;4;6;1;0
"Site_f01_s09";"F01";1;100;51;0;4;20;0;0;0;2;0;0;1;18;0;0;1;6;0;4;0;5;0;0;1;2;0;25;10;3;7;24;12;19;10;9;10
"Site_f01_s10";"F01";1;100;48;24;0;23;0;0;0;0;0;0;0;10;0;0;0;3;0;0;0;4;0;0;0;1;0;22;0;0;0;47;0;10;3;4;1
"Site_f02_s01";"F02";2;100;43;0;0;0;0;14;1;0;1;0;3;0;0;25;0;0;0;0;0;0;0;0;0;0;2;11;18;1;0;0;34;3;26;0;2
"Site_f02_s02";"F02";2;100;53;0;0;0;0;0;5;0;1;0;1;0;0;0;3;0;0;0;0;0;0;12;0;0;0;59;13;4;0;0;19;1;7;0;12
"Site_f02_s03";"F02";2;100;74;0;7;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;0;0;1;2;0;0;0;222;1;1;0;7;1;4;2;1;2
"Site_f02_s04";"F02";2;100;49;54;3;0;0;0;0;0;0;17;0;0;1;0;2;0;0;0;0;0;0;0;3;0;1;34;0;0;2;57;0;18;2;0;6
"Site_f02_s05";"F02";2;100;70;0;9;0;0;0;1;0;0;30;0;0;1;18;0;0;0;7;0;0;0;14;0;0;1;117;5;4;2;9;6;31;22;7;17
"Site_f02_s06";"F02";2;100;37;0;0;0;1;0;0;0;0;5;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;46;0;0;0;1;0;6;0;2;0
"Site_f02_s07";"F02";2;100;63;84;3;0;1;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;2;0;4;0;0;58;0;0;0;88;1;5;0;2;4
"Site_f02_s08";"F02";2;100;65;0;0;0;0;0;0;0;0;63;0;0;1;0;0;0;0;0;2;0;0;10;0;0;1;57;2;0;4;0;2;64;0;2;15
"Site_f02_s09";"F02";2;100;51;0;13;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3;73;3;0;0;13;4;1;1;0;3
"Site_f02_s10";"F02";2;100;60;42;0;0;2;0;2;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;51;10;0;0;44;12;44;0;0;1
"Site_f03_s01";"F03";3;100;61;0;0;17;1;0;0;7;0;0;0;6;0;0;0;0;2;0;0;2;0;0;0;2;0;119;8;2;1;18;15;6;4;2;3
"Site_f03_s02";"F03";3;100;78;0;0;0;0;38;0;0;3;38;0;0;0;0;0;22;2;0;0;3;1;5;0;1;0;112;60;4;8;0;101;38;28;4;14
"Site_f03_s03";"F03";3;100;89;67;0;16;0;97;0;5;1;0;0;24;2;0;0;12;0;0;0;4;0;0;0;3;0;16;101;5;2;83;204;26;17;4;5
"Site_f03_s04";"F03";3;100;70;0;0;30;2;0;0;6;0;0;0;4;2;0;0;4;2;0;0;8;0;0;0;3;0;97;5;1;5;32;11;6;7;8;8
"Site_f03_s05";"F03";3;100;65;0;0;12;0;0;0;3;2;61;0;0;0;0;0;0;0;0;0;9;0;4;0;0;0;94;4;0;5;12;9;61;0;9;9
"Site_f03_s06";"F03";3;100;79;167;0;29;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0;9;1;0;0;3;0;128;0;0;4;197;0;2;2;10;7
"Site_f03_s07";"F03";3;100;74;0;0;0;0;0;0;7;0;15;0;0;2;107;0;0;2;10;0;13;0;0;0;0;0;26;12;21;0;0;19;17;130;23;0
"Site_f03_s08";"F03";3;100;84;90;0;13;0;0;0;6;1;0;0;9;1;0;0;0;1;0;0;2;0;6;0;0;0;139;13;0;20;103;20;10;1;2;26
"Site_f03_s09";"F03";3;100;81;80;0;35;6;33;0;20;1;45;0;7;0;23;0;0;1;0;0;9;0;0;0;4;0;23;50;6;11;121;104;52;30;9;15
"Site_f03_s10";"F03";3;100;76;30;0;19;0;0;0;5;2;55;0;9;3;0;0;1;0;0;0;1;0;0;0;0;0;67;7;1;2;49;14;67;2;1;2
"Site_f04_s01";"F04";4;100;53;0;4;7;3;0;0;6;0;0;0;17;1;0;0;5;0;0;2;5;0;0;1;4;0;62;7;1;0;14;13;18;6;7;5
"Site_f04_s02";"F04";4;100;48;0;4;0;2;0;0;6;0;0;2;0;1;0;3;6;1;0;0;2;0;0;0;0;0;76;5;1;0;6;11;3;11;2;0
"Site_f04_s03";"F04";4;100;34;0;0;5;0;0;2;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;7;1;18;3;1;1;5;5;0;2;4;9
"Site_f04_s04";"F04";4;100;60;0;0;14;3;0;0;0;0;0;9;4;0;0;0;9;2;0;0;10;0;0;0;15;0;60;1;2;3;17;1;13;13;10;18
"Site_f04_s05";"F04";4;100;30;0;0;2;1;0;4;3;0;0;0;2;0;0;0;5;0;0;0;4;0;0;1;0;0;15;4;0;0;3;11;2;5;4;1
"Site_f04_s06";"F04";4;100;60;0;13;15;0;0;6;2;0;0;8;16;0;0;0;1;2;0;0;5;0;0;0;1;0;31;10;0;1;28;18;24;3;5;2
"Site_f04_s07";"F04";4;100;77;0;5;0;1;0;11;0;0;0;0;5;0;0;9;0;0;0;0;8;0;0;0;3;0;194;4;1;0;6;15;5;10;8;3
"Site_f04_s08";"F04";4;100;45;0;0;19;0;0;0;6;0;0;0;21;0;0;1;7;0;0;0;3;0;0;0;0;0;38;4;2;0;19;10;21;10;3;0
"Site_f04_s09";"F04";4;100;64;0;9;0;2;0;5;12;0;0;1;8;0;0;0;10;0;0;4;7;2;0;1;2;0;100;18;2;1;11;35;9;12;13;4
"Site_f04_s10";"F04";4;100;68;0;0;14;1;0;0;12;0;0;5;0;2;0;0;0;0;0;1;5;2;0;0;1;0;127;12;0;3;15;24;7;0;8;4
"Site_f05_s01";"F05";5;100;62;45;10;14;1;0;0;0;0;0;5;5;1;0;2;0;0;7;3;1;0;0;2;0;1;40;0;1;4;70;0;11;3;11;7
"Site_f05_s02";"F05";5;100;35;0;0;0;1;0;0;0;0;0;4;3;0;0;0;3;0;0;3;6;2;0;0;1;0;42;0;1;2;1;0;7;4;11;3
"Site_f05_s03";"F05";5;100;63;0;0;9;0;17;0;4;1;32;0;0;6;0;0;2;0;9;0;1;1;0;0;0;0;45;13;1;0;9;35;38;3;11;0
"Site_f05_s04";"F05";5;100;73;24;2;6;1;14;0;8;0;42;0;3;0;0;0;14;0;31;0;1;1;0;0;0;0;62;11;4;2;33;33;45;18;33;2
"Site_f05_s05";"F05";5;100;61;33;0;10;2;12;0;0;1;23;0;2;0;13;1;0;0;0;1;0;0;3;1;0;0;36;8;16;6;45;21;25;30;1;10
"Site_f05_s06";"F05";5;100;63;24;0;3;1;16;0;3;0;17;0;0;1;9;0;0;2;6;0;2;0;0;0;1;0;70;24;2;1;28;43;18;13;8;2
"Site_f05_s07";"F05";5;100;54;0;0;4;2;0;9;3;0;0;0;3;1;0;3;3;0;0;0;0;0;0;0;2;0;46;8;3;3;6;20;4;9;0;5
"Site_f05_s08";"F05";5;100;62;0;4;10;0;28;0;10;1;24;2;0;1;0;1;5;0;0;0;3;1;6;1;0;0;53;17;7;12;14;56;27;13;4;19
"Site_f05_s09";"F05";5;100;46;0;0;0;1;8;0;0;0;0;0;3;0;8;0;8;1;8;0;0;0;3;0;0;0;21;7;6;5;1;15;3;23;8;8
"Site_f05_s10";"F05";5;100;73;61;0;24;1;0;2;3;3;26;0;10;4;21;0;8;0;15;0;0;0;0;0;0;0;32;8;11;0;86;16;40;40;15;0
"Site_f06_s01";"F06";6;100;68;10;9;8;0;26;0;2;0;0;2;2;0;0;0;0;0;5;0;0;0;9;1;0;0;68;17;2;3;27;45;4;2;5;13
"Site_f06_s02";"F06";6;100;51;15;0;0;0;0;5;9;0;2;2;1;0;16;0;1;0;2;0;3;0;1;1;3;0;15;10;11;1;15;24;5;28;5;6
"Site_f06_s03";"F06";6;100;33;0;19;0;0;0;0;2;0;7;0;3;0;5;0;0;0;1;0;1;0;1;4;0;0;15;1;1;1;19;3;10;6;2;6
"Site_f06_s04";"F06";6;100;50;0;0;0;0;16;0;2;0;0;0;5;0;5;0;0;0;1;2;2;0;1;3;3;0;19;8;2;2;0;26;5;7;5;9
"Site_f06_s05";"F06";6;100;62;31;7;1;0;26;0;1;0;0;0;6;0;7;0;1;0;10;0;1;0;0;0;0;0;22;14;5;0;39;41;6;13;11;0
"Site_f06_s06";"F06";6;100;56;20;0;10;0;0;0;5;0;5;8;5;0;3;0;3;0;0;0;0;0;6;0;1;0;26;1;2;2;30;6;18;8;0;9
"Site_f06_s07";"F06";6;100;63;23;7;0;0;0;0;10;0;14;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;54;1;2;1;30;11;14;5;0;3
