"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;56;0;0;14;0;0;0;10;0;0;0;12;0;0;0;14;0;0;0;2;0;0;0;2;0;33;14;2;2;14;24;12;16;2;4
"Site_f01_s02";"F01";1;100;58;0;3;17;0;3;0;0;0;0;2;6;0;20;0;1;0;0;0;8;0;0;0;2;0;24;15;4;3;20;18;8;25;8;5
"Site_f01_s03";"F01";1;100;41;0;0;13;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;4;0;59;0;0;1;13;0;7;0;0;5
"Site_f01_s04";"F01";1;100;53;0;0;11;0;17;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;3;0;44;23;1;1;11;40;0;18;0;4
"Site_f01_s05";"F01";1;100;62;0;0;30;0;0;1;10;0;0;1;8;0;9;0;4;0;0;0;5;0;0;0;2;0;63;36;0;1;30;47;9;13;5;3
"Site_f01_s06";"F01";1;100;57;0;1;21;0;0;2;2;0;0;0;6;0;0;2;6;0;0;0;0;0;0;0;1;0;47;14;1;6;22;18;6;9;0;7
"Site_f01_s07";"F01";1;100;74;101;0;43;0;9;0;0;0;23;0;4;0;0;0;18;0;0;0;3;0;0;0;0;0;21;10;0;0;144;19;27;18;3;0
"Site_f01_s08";"F01";1;100;50;0;0;32;0;0;0;0;0;0;1;9;0;5;0;6;0;0;0;0;0;0;0;1;0;49;0;0;0;32;0;10;11;0;1
"Site_f01_s09";"F01";1;100;61;0;3;31;0;0;1;4;0;0;0;23;0;0;0;5;0;0;0;0;0;0;0;0;0;52;16;0;0;34;21;23;5;0;0
"Site_f01_s10";"F01";1;100;59;0;2;32;0;0;0;26;0;0;2;0;0;0;0;8;0;0;0;3;0;0;1;1;0;29;61;2;3;34;87;2;10;3;5
"Site_f02_s01";"F02";2;100;59;0;5;0;1;0;0;0;0;20;5;0;0;0;0;0;0;10;0;0;0;0;0;0;0;59;0;0;0;6;0;25;0;10;0
"Site_f02_s02";"F02";2;100;61;94;3;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;51;0;0;0;97;2;3;0;2;0
"Site_f02_s03";"F02";2;100;73;0;2;0;0;0;0;0;0;0;3;0;1;0;0;0;0;10;0;0;0;39;0;0;0;239;1;0;5;2;1;4;0;10;44
"Site_f02_s04";"F02";2;100;53;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;115;6;0;0;4;8;0;0;0;4
"Site_f02_s05";"F02";2;100;73;44;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;1;103;27;0;0;44;48;0;0;9;1
"Site_f02_s06";"F02";2;100;42;0;0;0;1;0;3;0;1;0;0;0;0;16;0;0;1;0;0;0;0;0;0;0;0;39;6;4;0;1;10;0;21;0;0
"Site_f02_s07";"F02";2;100;59;18;5;0;3;0;1;0;1;0;0;0;2;0;1;0;0;0;0;0;1;0;1;0;2;68;10;0;0;26;12;2;1;1;3
"Site_f02_s08";"F02";2;100;66;0;0;0;7;6;0;0;0;40;0;0;0;0;0;0;0;25;0;0;0;12;0;0;0;49;19;0;2;7;25;40;0;25;14
"Site_f02_s09";"F02";2;100;49;0;1;0;0;0;2;0;0;0;0;0;2;20;0;0;0;0;2;0;0;0;0;0;2;51;9;1;0;1;11;2;21;2;2
"Site_f02_s10";"F02";2;100;57;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;150;2;0;0;0;2;1;1;0;0
"Site_f03_s01";"F03";3;100;84;46;0;0;3;20;0;0;0;28;0;0;0;109;0;0;0;0;0;0;0;0;0;2;0;104;25;24;3;49;45;28;133;0;5
"Site_f03_s02";"F03";3;100;84;0;0;61;0;0;0;4;0;0;0;19;0;40;0;10;0;0;0;5;0;0;0;0;0;185;1;12;0;61;5;19;62;5;0
