"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;58;0;8;26;0;6;0;0;0;0;0;11;0;0;0;11;0;0;0;8;0;0;0;3;0;32;24;1;5;34;30;11;12;8;8
"Site_f01_s02";"F01";1;100;41;0;0;0;0;0;0;7;0;0;2;0;0;16;0;1;0;0;0;2;0;1;0;0;0;21;17;0;1;0;24;2;17;2;2
"Site_f01_s03";"F01";1;100;63;0;0;19;0;0;0;9;0;4;0;15;0;24;0;17;0;0;0;0;0;0;0;3;0;46;14;7;2;19;23;19;48;0;5
"Site_f01_s04";"F01";1;100;31;0;0;0;0;0;1;4;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;1;0;26;8;0;2;0;13;8;0;0;3
"Site_f01_s05";"F01";1;100;72;0;0;22;0;0;0;11;0;0;0;14;0;3;0;30;0;0;0;3;0;0;0;6;0;42;34;2;12;22;45;14;35;3;18
"Site_f01_s06";"F01";1;100;62;0;2;27;0;0;1;3;0;0;0;10;0;0;0;10;0;0;3;6;0;0;0;0;0;24;9;0;3;29;13;10;10;9;3
"Site_f01_s07";"F01";1;100;60;27;0;0;0;0;2;1;0;10;3;19;0;7;0;9;0;0;0;0;0;0;0;0;0;66;10;3;2;27;13;32;19;0;2
"Site_f01_s08";"F01";1;100;65;0;0;36;0;3;0;7;0;0;0;9;0;0;0;0;0;0;0;3;0;0;0;2;0;103;21;0;3;36;31;9;0;3;5
"Site_f01_s09";"F01";1;100;77;43;0;40;0;17;0;2;0;0;0;14;0;0;0;0;0;10;0;2;0;0;1;0;0;49;35;0;0;83;54;14;0;12;1
"Site_f01_s10";"F01";1;100;53;0;0;0;0;0;0;2;0;0;0;9;0;0;0;11;0;4;0;1;0;0;0;4;0;45;7;3;16;0;9;9;14;5;20
"Site_f02_s01";"F02";2;100;73;0;0;0;4;8;0;0;2;11;0;0;2;89;2;0;1;0;0;0;2;0;0;0;0;74;13;12;0;4;23;13;104;2;0
"Site_f02_s02";"F02";2;100;52;0;2;0;0;0;1;0;0;0;0;0;1;27;4;0;0;18;0;0;1;0;1;0;0;27;7;4;0;2;8;1;35;19;1
"Site_f02_s03";"F02";2;100;48;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;1;0;0;0;0;0;0;0;1;105;5;0;0;0;5;2;3;0;1
"Site_f02_s04";"F02";2;100;61;43;0;0;1;0;3;0;2;0;1;0;1;0;0;0;0;0;2;0;0;9;0;0;1;85;2;0;4;44;7;2;0;2;14
"Site_f02_s05";"F02";2;100;71;43;4;0;0;18;0;0;0;0;0;0;0;25;0;0;0;9;0;0;0;0;1;0;0;21;30;2;0;47;48;0;27;9;1
"Site_f02_s06";"F02";2;100;51;0;0;0;0;14;2;0;0;0;0;0;0;0;2;0;0;10;3;0;0;0;2;0;0;50;31;0;0;0;47;0;2;13;2
"Site_f02_s07";"F02";2;100;62;0;0;0;2;0;0;0;0;0;2;0;0;20;0;0;0;0;1;0;1;0;0;0;0;119;0;4;0;2;0;2;24;2;0
"Site_f02_s08";"F02";2;100;68;90;0;0;5;0;2;0;0;0;3;0;0;0;0;0;2;11;0;0;0;0;0;0;0;125;0;0;0;95;2;3;2;11;0
"Site_f02_s09";"F02";2;100;62;84;0;0;0;0;1;0;0;0;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;63;0;2;0;84;1;1;6;0;0
"Site_f02_s10";"F02";2;100;76;0;0;0;1;20;0;0;0;0;0;0;3;24;0;0;0;0;0;0;0;0;0;0;0;253;29;3;0;1;49;3;27;0;0
"Site_f03_s01";"F03";3;100;78;45;0;21;0;10;0;12;0;0;0;11;3;0;0;8;0;0;0;3;0;0;0;4;0;69;16;1;7;66;38;14;9;3;11
"Site_f03_s02";"F03";3;100;80;117;0;0;0;0;0;6;0;0;0;25;1;85;0;9;0;9;0;0;1;0;0;1;0;67;10;22;5;117;16;26;116;10;6
"Site_f03_s03";"F03";3;100;74;0;0;0;0;14;0;0;0;15;0;0;0;32;0;3;1;0;0;5;1;2;0;0;0;86;19;3;8;0;33;15;39;6;10
"Site_f03_s04";"F03";3;100;63;0;0;28;0;0;0;22;0;0;0;9;0;0;0;0;0;0;0;7;0;0;0;0;0;65;28;0;0;28;50;9;0;7;0
"Site_f03_s05";"F03";3;100;75;0;0;16;0;0;0;6;0;0;0;7;0;27;0;0;1;0;0;3;0;0;0;1;0;101;4;12;4;16;10;7;40;3;5
"Site_f03_s06";"F03";3;100;48;0;0;0;0;0;0;4;0;0;0;0;3;0;0;0;1;0;0;7;0;3;0;2;0;45;5;0;10;0;9;3;1;7;15
"Site_f03_s07";"F03";3;100;65;0;0;17;2;0;0;11;4;0;0;15;0;0;0;9;0;0;0;0;0;0;0;1;1;84;14;3;4;19;29;15;12;0;6
"Site_f03_s08";"F03";3;100;80;0;0;63;0;41;0;0;0;0;0;9;0;0;0;0;1;0;0;4;0;0;0;1;0;130;52;0;7;63;93;9;1;4;8
"Site_f03_s09";"F03";3;100;70;0;0;0;2;36;0;6;1;29;0;29;0;0;0;0;1;0;0;0;0;0;0;1;0;66;46;0;4;2;89;58;1;0;5
"Site_f03_s10";"F03";3;100;82;0;0;23;2;0;0;0;0;128;0;40;0;0;0;9;1;0;0;5;0;11;0;0;0;125;0;2;26;25;0;168;12;5;37
"Site_f04_s01";"F04";4;100;70;0;1;0;1;0;5;0;0;0;2;5;1;0;2;16;0;0;0;0;1;0;3;0;0;121;4;6;1;2;9;8;24;1;4
"Site_f04_s02";"F04";4;100;54;0;19;12;2;0;7;3;2;0;0;0;1;0;0;3;0;0;4;9;0;0;0;3;0;35;5;3;0;33;17;1;6;13;3
"Site_f04_s03";"F04";4;100;68;0;0;14;8;0;10;0;2;0;0;17;2;0;0;7;0;0;0;0;1;0;2;5;0;119;7;2;1;22;19;19;9;1;8
"Site_f04_s04";"F04";4;100;60;0;0;0;3;0;8;5;1;0;0;3;1;0;1;0;0;0;2;2;0;0;5;4;0;71;7;0;3;3;21;4;1;4;12
"Site_f04_s05";"F04";4;100;74;0;8;51;0;0;0;7;2;0;4;0;2;0;9;14;0;0;0;3;1;0;2;0;0;97;13;6;0;59;22;6;29;4;2
"Site_f04_s06";"F04";4;100;55;0;7;23;0;0;1;17;1;0;0;0;0;0;0;11;0;0;6;0;0;0;0;2;0;36;16;5;1;30;35;0;16;6;3
"Site_f04_s07";"F04";4;100;73;0;0;19;4;0;10;5;0;0;0;4;0;0;0;5;1;0;0;5;2;0;2;0;0;128;12;3;0;23;27;4;9;7;2
"Site_f04_s08";"F04";4;100;35;0;0;0;0;0;2;0;0;0;3;0;0;0;0;1;1;0;0;1;0;0;3;0;0;27;6;1;0;0;8;3;3;1;3
"Site_f04_s09";"F04";4;100;62;0;0;0;2;0;0;14;1;0;0;2;0;0;0;2;0;0;7;0;0;0;0;0;0;78;19;1;1;2;34;2;3;7;1
"Site_f04_s10";"F04";4;100;72;0;12;5;0;0;6;14;0;0;3;0;0;0;2;5;2;0;1;5;1;0;0;0;2;83;20;1;0;17;40;3;10;7;2
"Site_f05_s01";"F05";5;100;82;28;0;0;2;0;0;7;1;54;0;0;1;7;0;6;0;0;0;5;0;0;0;3;0;153;3;2;0;30;11;55;15;5;3
"Site_f05_s02";"F05";5;100;68;0;8;18;3;0;2;3;3;17;3;13;0;0;0;4;0;13;0;12;0;4;0;0;0;37;0;0;16;29;8;33;4;25;20
"Site_f05_s03";"F05";5;100;61;0;5;0;3;0;10;4;0;33;0;18;0;0;0;1;1;15;0;1;0;7;0;0;0;49;5;2;24;8;19;51;4;16;31
"Site_f05_s04";"F05";5;100;70;0;0;3;0;36;9;5;2;14;0;3;0;14;0;0;0;0;0;2;0;0;0;0;0;38;19;11;3;3;71;17;25;2;3
"Site_f05_s05";"F05";5;100;58;0;0;6;0;17;0;6;1;0;0;1;0;0;0;7;2;0;0;10;1;2;0;0;0;86;16;9;4;6;40;1;18;11;6
"Site_f05_s06";"F05";5;100;77;0;0;5;3;42;0;1;0;28;0;4;0;18;2;2;1;29;5;0;0;0;0;0;0;72;32;18;1;8;75;32;41;34;1
"Site_f05_s07";"F05";5;100;56;0;3;14;0;19;3;7;0;0;0;1;0;0;4;0;1;4;0;5;0;4;0;1;0;15;23;2;18;17;52;1;7;9;23
"Site_f05_s08";"F05";5;100;71;50;0;3;2;0;0;0;0;0;0;0;1;20;2;2;0;0;2;7;1;2;0;0;0;134;0;8;8;55;0;1;32;10;10
"Site_f05_s09";"F05";5;100;78;0;10;20;0;10;3;11;0;62;12;0;0;0;0;0;0;0;2;2;0;0;0;1;0;81;18;1;1;30;42;74;1;4;2
"Site_f05_s10";"F05";5;100;65;0;2;5;3;0;14;4;1;0;0;4;0;18;1;0;0;0;5;3;0;11;0;1;0;43;7;10;18;10;26;4;29;8;30
"Site_f06_s01";"F06";6;100;58;8;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;11;0;0;0;4;7;0;0;107;0;3;3;8;0;1;10;11;14
"Site_f06_s02";"F06";6;100;65;0;0;1;0;19;0;4;0;27;2;5;0;0;0;3;0;0;0;1;0;4;0;2;0;130;10;2;2;1;33;34;5;1;8
"Site_f06_s03";"F06";6;100;62;7;19;0;0;20;0;4;0;8;0;5;0;7;0;3;0;4;1;1;0;0;0;1;0;16;12;6;0;26;36;13;16;6;1
"Site_f06_s04";"F06";6;100;57;0;6;10;0;9;0;6;0;7;0;2;0;3;1;1;0;5;0;0;0;0;0;0;0;47;12;4;0;16;27;9;9;5;0
"Site_f06_s05";"F06";6;100;44;12;0;7;0;0;0;1;0;0;4;0;0;3;0;1;0;6;0;2;0;3;2;3;0;12;1;7;0;19;2;4;11;8;8
"Site_f06_s06";"F06";6;100;50;0;0;0;0;42;0;1;0;5;0;0;0;4;0;0;0;6;0;1;0;0;0;1;0;26;20;2;1;0;63;5;6;7;2
"Site_f06_s07";"F06";6;100;60;10;0;2;0;17;0;3;0;0;5;4;0;10;3;1;0;4;0;2;0;3;0;0;0;70;7;9;1;12;27;9;23;6;4
"Site_f06_s08";"F06";6;100;68;11;2;12;0;13;0;0;0;11;0;10;0;8;3;1;0;13;0;5;0;1;0;2;0;95;5;9;1;25;18;21;21;18;4
