"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;62;0;0;16;0;4;0;3;0;0;3;3;0;16;0;13;0;11;0;5;0;5;0;1;0;12;23;9;11;16;30;6;38;16;17
"Site_f01_s02";"F01";1;100;42;32;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;26;8;0;1;32;8;0;2;3;1
"Site_f01_s03";"F01";1;100;71;0;4;17;0;9;1;5;0;0;0;0;0;0;0;7;0;0;0;6;0;0;0;2;0;103;15;0;3;21;30;0;7;6;5
"Site_f01_s04";"F01";1;100;78;0;0;23;0;15;0;11;0;0;0;0;0;9;0;10;0;9;0;0;0;0;0;2;0;127;57;2;5;23;83;0;21;9;7
"Site_f01_s05";"F01";1;100;36;0;6;0;0;0;0;7;0;0;2;9;0;0;1;3;0;2;3;3;0;0;0;1;0;10;11;1;1;6;18;11;5;8;2
"Site_f01_s06";"F01";1;100;70;0;2;44;0;0;0;11;0;0;0;8;0;16;0;3;0;0;1;4;0;0;0;1;0;42;23;3;6;46;34;8;22;5;7
"Site_f01_s07";"F01";1;100;67;0;0;54;0;0;0;9;0;23;0;10;0;0;0;3;0;0;0;3;0;0;0;1;0;82;16;1;4;54;25;33;4;3;5
"Site_f01_s08";"F01";1;100;49;0;3;18;0;0;0;2;0;0;0;11;0;0;0;1;0;0;0;8;0;0;0;0;0;29;7;1;2;21;9;11;2;8;2
"Site_f01_s09";"F01";1;100;60;0;0;54;0;0;2;0;0;0;0;21;0;0;0;0;0;0;0;1;0;0;0;2;0;35;4;0;6;54;6;21;0;1;8
"Site_f01_s10";"F01";1;100;65;0;0;20;0;0;0;12;0;0;0;5;0;24;0;7;0;0;0;0;0;0;0;1;0;53;22;3;1;20;34;5;34;0;2
"Site_f02_s01";"F02";2;100;61;0;8;0;5;0;0;0;1;0;0;0;0;11;0;0;3;0;0;0;0;15;0;0;0;82;0;2;4;13;1;0;16;0;19
"Site_f02_s02";"F02";2;100;52;0;0;0;2;0;0;0;1;0;1;0;2;0;2;0;2;0;1;0;2;0;2;0;0;76;5;0;2;2;6;3;4;3;4
"Site_f02_s03";"F02";2;100;49;29;0;0;4;0;0;0;0;0;0;0;1;5;5;0;1;0;0;0;1;8;1;0;0;30;1;2;3;33;1;1;13;1;12
"Site_f02_s04";"F02";2;100;47;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;11;4;0;0;46;0;0;5;0;0;0;3;9;20
"Site_f02_s05";"F02";2;100;42;0;10;0;3;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;38;0;1;0;13;0;4;4;0;0
"Site_f02_s06";"F02";2;100;62;59;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;12;0;0;1;0;0;0;0;77;1;0;0;60;1;0;9;13;0
"Site_f02_s07";"F02";2;100;41;0;6;0;4;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;67;1;0;0;10;3;6;0;0;1
"Site_f02_s08";"F02";2;100;71;0;0;0;3;0;0;0;0;0;0;0;1;16;0;0;1;10;0;0;0;0;0;0;0;185;2;4;0;3;2;1;21;10;0
"Site_f02_s09";"F02";2;100;77;109;0;0;0;0;3;0;1;0;0;0;0;0;4;0;0;4;0;0;1;0;1;0;0;71;8;1;0;109;12;0;5;5;1
"Site_f02_s10";"F02";2;100;59;0;2;0;0;13;0;0;0;0;1;0;0;45;1;0;0;0;0;0;0;10;0;0;0;25;36;16;4;2;49;1;62;0;14
