"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;44;0;3;31;0;0;3;0;0;0;2;6;0;0;0;0;0;0;0;5;0;0;0;0;0;26;3;0;0;34;6;8;0;5;0
"Site_f01_s02";"F01";1;100;55;0;0;23;0;0;0;5;0;0;0;0;0;6;1;0;0;0;3;0;0;0;0;1;0;43;21;1;10;23;26;0;8;3;11
"Site_f01_s03";"F01";1;100;51;0;4;6;0;0;0;7;0;0;0;0;0;0;1;16;0;11;0;9;0;0;0;0;0;25;16;4;6;10;23;0;21;20;6
"Site_f01_s04";"F01";1;100;60;0;2;58;0;0;0;0;0;0;0;9;0;0;2;11;0;0;0;0;0;2;0;1;0;39;10;1;6;60;10;9;14;0;9
"Site_f01_s05";"F01";1;100;45;0;0;30;0;0;0;1;0;0;3;0;0;10;0;7;0;0;1;0;0;0;0;1;0;24;1;0;3;30;2;3;17;1;4
"Site_f01_s06";"F01";1;100;51;0;0;22;0;0;2;9;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;26;15;0;1;22;26;10;1;0;1
"Site_f01_s07";"F01";1;100;51;0;1;30;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;0;34;32;0;5;31;46;0;0;3;9
"Site_f01_s08";"F01";1;100;51;0;0;40;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;13;0;1;0;2;0;30;3;0;8;40;4;9;0;13;11
"Site_f01_s09";"F01";1;100;65;0;0;28;0;0;0;14;0;0;0;14;0;0;0;4;0;0;0;5;0;0;0;3;0;48;30;0;6;28;44;14;4;5;9
"Site_f01_s10";"F01";1;100;68;0;0;32;0;0;1;6;0;0;8;7;0;0;0;0;0;0;0;5;0;0;0;1;0;60;48;0;3;32;55;15;0;5;4
"Site_f02_s01";"F02";2;100;51;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;87;1;0;2;6;1;0;0;0;9
"Site_f02_s02";"F02";2;100;41;0;0;0;1;0;2;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;65;5;0;0;1;7;2;1;0;0
"Site_f02_s03";"F02";2;100;71;10;0;0;2;0;4;0;0;0;0;0;0;0;1;0;0;22;0;0;0;0;1;0;0;114;12;1;0;12;16;0;2;22;1
"Site_f02_s04";"F02";2;100;57;24;0;0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;6;0;0;0;108;3;0;1;25;6;1;0;1;7
"Site_f02_s05";"F02";2;100;75;120;0;0;2;17;0;0;4;0;0;0;0;0;1;0;0;0;0;0;2;0;2;0;0;109;26;0;0;122;47;0;1;2;2
"Site_f02_s06";"F02";2;100;37;0;5;0;1;0;0;0;0;11;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;32;1;0;0;6;1;16;0;0;0
"Site_f02_s07";"F02";2;100;53;0;3;0;1;0;0;0;2;0;0;0;0;0;5;0;1;0;2;0;0;0;0;0;0;91;0;0;0;4;2;0;6;2;0
"Site_f02_s08";"F02";2;100;61;0;13;0;1;26;3;0;0;0;0;0;0;0;4;0;0;19;0;0;0;0;6;0;0;75;47;1;1;14;76;0;5;19;7
"Site_f02_s09";"F02";2;100;55;19;12;0;4;0;1;0;0;10;0;0;2;0;6;0;0;0;0;0;0;0;0;0;1;47;3;0;0;35;4;12;6;0;1
"Site_f02_s10";"F02";2;100;61;0;9;0;4;18;2;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;4;0;0;44;46;0;1;13;66;1;0;2;5
"Site_f03_s01";"F03";3;100;86;0;0;7;0;120;0;0;2;0;0;0;0;23;0;34;1;12;0;6;0;0;0;2;0;56;149;6;2;7;271;0;64;18;4
"Site_f03_s02";"F03";3;100;82;0;0;28;0;0;0;8;0;0;0;42;0;0;0;20;0;0;0;0;0;0;0;0;0;133;9;3;0;28;17;42;23;0;0
"Site_f03_s03";"F03";3;100;74;0;0;26;4;24;0;18;0;0;0;21;1;0;0;0;2;0;0;14;0;0;0;1;0;95;59;1;2;30;101;22;3;14;3
"Site_f03_s04";"F03";3;100;84;0;0;108;4;50;0;7;0;0;0;13;0;0;0;0;0;11;0;2;1;3;0;0;0;182;77;1;4;112;134;13;1;14;7
"Site_f03_s05";"F03";3;100;86;72;0;17;1;91;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;1;0;107;97;0;0;90;188;10;0;1;1
"Site_f03_s06";"F03";3;100;57;11;0;0;0;0;0;28;1;0;0;15;0;0;0;6;0;7;0;0;0;0;0;0;0;59;35;2;0;11;64;15;8;7;0
"Site_f03_s07";"F03";3;100;81;83;0;34;4;13;0;0;0;0;0;17;0;0;0;4;1;0;0;10;0;0;0;0;0;39;9;1;1;121;22;17;6;10;1
"Site_f03_s08";"F03";3;100;84;0;0;17;1;84;0;13;0;9;0;27;0;0;0;0;0;0;0;0;0;4;0;0;0;58;114;0;5;18;211;36;0;0;9
"Site_f03_s09";"F03";3;100;70;0;0;20;1;0;0;18;1;15;0;11;0;0;0;16;0;13;0;4;2;2;0;5;0;38;22;3;18;21;41;26;19;19;25
"Site_f03_s10";"F03";3;100;90;0;0;30;9;56;0;22;0;0;0;5;3;0;0;0;1;0;0;9;0;0;0;3;0;269;95;1;11;39;173;8;2;9;14
"Site_f04_s01";"F04";4;100;52;0;3;6;2;0;3;8;1;0;0;0;1;0;7;1;0;0;2;3;1;0;0;3;0;57;8;6;1;11;20;1;14;6;4
"Site_f04_s02";"F04";4;100;72;0;0;27;1;0;0;6;3;0;0;0;2;0;5;0;0;0;4;11;0;0;0;4;0;105;5;1;2;28;14;2;6;15;6
"Site_f04_s03";"F04";4;100;70;0;0;10;0;0;6;9;0;0;3;0;0;0;1;4;1;0;0;2;0;0;1;2;0;135;13;1;2;10;28;3;7;2;5
