"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;57;8;0;11;0;0;0;11;0;5;0;12;0;0;0;7;0;0;0;7;0;0;0;0;0;22;24;3;1;19;35;17;10;7;1
"Site_f01_s02";"F01";1;100;71;0;2;28;0;19;1;6;0;0;0;23;0;0;0;15;0;17;0;7;0;0;0;1;0;58;52;3;2;30;78;23;18;24;3
"Site_f01_s03";"F01";1;100;72;22;0;61;0;0;0;0;0;14;0;23;0;0;0;0;0;0;1;5;0;0;0;2;0;36;2;0;8;83;2;37;0;6;10
"Site_f01_s04";"F01";1;100;68;0;0;54;0;0;0;9;0;25;0;12;0;0;0;16;0;2;0;0;0;0;0;1;0;39;23;2;4;54;32;37;18;2;5
"Site_f01_s05";"F01";1;100;56;0;8;0;0;0;0;6;0;0;0;0;0;0;0;17;0;7;1;7;0;0;0;0;0;27;19;0;4;8;25;0;17;15;4
"Site_f01_s06";"F01";1;100;40;0;0;6;0;0;0;10;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;30;15;1;4;6;25;0;5;0;7
"Site_f01_s07";"F01";1;100;45;0;0;8;0;0;0;7;0;0;0;13;0;0;0;4;0;0;0;3;0;0;0;0;0;13;9;2;5;8;16;13;6;3;5
"Site_f01_s08";"F01";1;100;51;0;0;0;0;0;0;4;0;0;0;12;0;0;0;9;0;0;0;0;0;0;0;0;0;68;13;0;0;0;17;12;9;0;0
"Site_f01_s09";"F01";1;100;61;0;0;17;0;0;1;5;0;0;2;13;0;0;2;21;0;0;0;15;0;3;0;1;0;15;13;2;7;17;19;15;25;15;11
"Site_f01_s10";"F01";1;100;66;48;0;35;0;0;0;7;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;1;0;32;7;0;2;83;14;3;0;1;3
"Site_f02_s01";"F02";2;100;65;62;11;0;1;0;5;0;3;36;0;0;0;0;6;0;2;0;0;0;1;0;0;0;1;37;1;3;0;74;9;36;11;1;1
"Site_f02_s02";"F02";2;100;36;0;5;0;2;0;1;0;1;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;33;10;1;0;7;12;0;5;3;0
"Site_f02_s03";"F02";2;100;56;0;0;0;1;0;0;0;0;0;1;0;0;16;0;0;0;0;2;0;0;2;0;0;0;121;0;2;1;1;0;1;18;2;3
"Site_f02_s04";"F02";2;100;59;0;0;0;5;0;0;0;1;25;4;0;0;0;1;0;1;0;0;0;1;4;0;0;0;80;0;0;1;5;1;29;2;1;5
"Site_f02_s05";"F02";2;100;41;0;0;0;6;0;1;0;2;0;0;0;0;0;2;0;0;0;5;0;0;4;1;0;0;43;4;0;3;6;7;0;2;5;8
"Site_f02_s06";"F02";2;100;61;0;7;0;2;0;0;0;0;48;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;84;0;0;0;9;0;49;6;0;0
"Site_f02_s07";"F02";2;100;42;0;2;0;0;0;0;0;0;0;0;0;2;0;4;0;4;0;0;0;0;0;0;0;3;39;4;1;0;2;4;2;9;0;3
"Site_f02_s08";"F02";2;100;36;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;43;1;0;1;3;1;1;1;1;3
"Site_f02_s09";"F02";2;100;50;0;3;0;0;0;3;0;0;19;2;0;1;16;0;0;2;0;0;0;0;14;0;0;0;25;4;1;2;3;7;22;19;0;16
"Site_f02_s10";"F02";2;100;64;0;0;0;1;0;0;0;0;34;0;0;0;37;2;0;0;0;3;0;1;9;0;0;1;51;0;5;4;1;0;34;44;4;14
"Site_f03_s01";"F03";3;100;59;0;0;0;0;0;0;8;0;0;0;12;2;0;0;3;0;0;0;1;0;6;0;0;1;134;3;1;15;0;11;14;4;1;22
"Site_f03_s02";"F03";3;100;53;0;0;32;1;0;0;8;0;17;0;0;4;0;0;0;2;13;0;0;0;0;0;0;0;28;4;1;0;33;12;21;3;13;0
"Site_f03_s03";"F03";3;100;82;65;0;0;5;0;0;15;2;31;0;0;1;0;0;14;0;16;0;0;0;0;0;0;0;88;12;2;0;70;29;32;16;16;0
"Site_f03_s04";"F03";3;100;67;0;0;37;1;0;0;20;1;39;0;12;0;0;0;0;1;23;0;0;0;0;0;2;0;30;15;0;8;38;36;51;1;23;10
"Site_f03_s05";"F03";3;100;67;0;0;40;1;32;0;0;2;0;0;0;0;0;0;11;0;0;0;2;1;0;0;0;0;66;47;4;0;41;81;0;15;3;0
"Site_f03_s06";"F03";3;100;73;0;0;36;2;0;0;0;0;147;0;0;2;0;0;5;2;13;0;0;0;2;0;1;0;101;3;3;16;38;3;149;10;13;19
"Site_f03_s07";"F03";3;100;89;63;0;36;0;0;0;8;0;0;0;11;2;23;0;0;0;0;0;0;0;5;0;0;0;268;5;5;21;99;13;13;28;0;26
"Site_f03_s08";"F03";3;100;58;0;0;10;1;0;0;5;2;35;0;0;1;0;0;17;2;0;0;3;0;0;0;0;0;42;10;2;0;11;17;36;21;3;0
"Site_f03_s09";"F03";3;100;77;0;0;31;2;0;0;0;1;0;0;0;1;0;0;7;0;0;0;1;1;6;0;7;0;220;1;0;14;33;2;1;7;2;27
"Site_f03_s10";"F03";3;100;70;0;0;13;5;0;0;0;0;0;0;0;3;0;0;11;1;0;0;7;1;4;0;0;0;212;0;3;17;18;0;3;15;8;21
"Site_f04_s01";"F04";4;100;63;0;0;6;1;0;3;5;1;0;6;17;0;0;2;9;0;0;1;5;2;0;0;7;0;78;10;2;1;7;19;23;13;8;8
"Site_f04_s02";"F04";4;100;46;0;9;5;3;0;0;10;1;0;0;13;2;0;0;6;0;0;0;3;1;0;0;3;0;34;4;1;0;17;15;15;7;4;3
"Site_f04_s03";"F04";4;100;59;0;7;0;4;0;5;9;0;0;0;0;0;0;0;2;0;0;0;7;0;0;5;0;1;66;12;0;2;11;26;0;2;7;8
"Site_f04_s04";"F04";4;100;72;0;0;0;3;0;0;9;0;0;0;4;0;0;0;0;0;0;3;0;1;0;0;0;0;177;4;0;0;3;13;4;0;4;0
"Site_f04_s05";"F04";4;100;44;0;0;0;3;0;3;10;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;50;15;0;0;3;28;1;0;1;0
"Site_f04_s06";"F04";4;100;49;0;0;19;0;0;2;7;0;0;2;0;0;0;4;8;0;0;0;2;0;0;0;2;0;27;6;2;1;19;15;2;14;2;3
"Site_f04_s07";"F04";4;100;79;0;11;0;5;0;4;2;0;0;1;4;0;0;0;0;0;0;3;10;0;0;0;2;0;257;4;1;3;16;10;5;1;13;5
"Site_f04_s08";"F04";4;100;76;0;7;9;2;0;1;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;231;3;0;1;18;6;5;0;0;4
"Site_f04_s09";"F04";4;100;69;0;0;37;2;0;2;24;0;0;0;2;0;0;0;0;0;0;0;4;1;0;0;6;0;129;36;0;4;39;62;2;0;5;10
"Site_f04_s10";"F04";4;100;54;0;0;0;0;0;0;15;0;0;0;12;1;0;0;2;0;0;0;0;0;0;0;1;0;62;5;0;0;0;20;13;2;0;1
"Site_f05_s01";"F05";5;100;72;22;0;6;3;0;0;19;0;0;4;9;7;59;0;3;0;0;0;0;0;0;0;0;0;29;19;23;1;31;38;20;85;0;1
"Site_f05_s02";"F05";5;100;49;0;3;0;0;0;0;4;0;0;4;26;0;0;0;7;1;0;1;1;0;0;0;0;1;38;3;1;0;3;7;30;9;2;1
"Site_f05_s03";"F05";5;100;77;0;6;0;3;0;0;2;1;18;1;0;0;0;0;2;4;3;0;0;0;0;0;0;0;162;6;1;8;9;9;19;7;3;8
"Site_f05_s04";"F05";5;100;65;0;0;0;0;40;12;16;0;0;2;0;0;0;0;3;0;0;2;0;0;7;0;1;0;36;40;4;20;0;108;2;7;2;28
"Site_f05_s05";"F05";5;100;71;57;0;15;2;0;0;9;1;43;0;9;0;0;7;1;0;0;0;0;1;5;0;0;0;46;4;2;6;74;14;52;10;1;11
"Site_f05_s06";"F05";5;100;67;43;0;11;4;0;0;4;2;0;0;8;0;30;1;0;1;20;2;2;0;0;0;2;0;49;6;11;2;58;12;8;43;24;4
"Site_f05_s07";"F05";5;100;55;0;0;0;4;0;0;0;0;0;4;4;2;0;2;1;0;0;1;0;0;3;0;0;1;57;0;3;10;4;0;10;6;1;14
"Site_f05_s08";"F05";5;100;85;37;5;24;0;113;7;9;0;0;0;0;0;35;2;0;0;7;4;2;1;8;0;0;1;69;70;14;23;66;199;0;51;14;32
"Site_f05_s09";"F05";5;100;73;50;14;3;6;18;0;1;0;20;4;11;0;10;0;10;0;0;0;0;0;0;3;2;1;17;11;9;12;73;30;35;29;0;18
"Site_f05_s10";"F05";5;100;74;40;0;6;1;33;0;0;0;0;3;2;0;29;0;0;0;0;2;6;0;0;0;1;0;32;20;9;4;47;53;5;38;8;5
"Site_f06_s01";"F06";6;100;66;41;0;9;0;3;2;3;0;8;4;7;0;5;2;3;0;8;1;0;0;4;0;1;0;33;2;3;0;50;10;19;13;9;5
"Site_f06_s02";"F06";6;100;42;0;0;3;0;19;1;1;0;0;2;6;0;0;0;1;0;8;0;1;0;0;0;0;0;27;5;0;0;3;26;8;1;9;0
"Site_f06_s03";"F06";6;100;39;14;0;6;0;0;0;2;0;0;0;0;0;0;3;4;0;10;0;6;0;1;0;3;0;19;2;2;1;20;4;0;9;16;5
"Site_f06_s04";"F06";6;100;54;19;4;4;0;0;0;3;0;24;0;9;0;0;0;2;0;3;0;0;0;0;0;0;0;51;3;1;1;27;6;33;3;3;1
"Site_f06_s05";"F06";6;100;54;13;0;0;0;7;0;2;0;9;3;1;0;6;0;4;0;0;0;3;0;3;0;0;0;58;5;7;0;13;14;13;17;3;3
"Site_f06_s06";"F06";6;100;50;11;0;2;0;16;0;5;0;0;3;1;0;0;1;1;0;7;0;3;0;0;0;3;0;32;6;5;0;13;27;4;7;10;3
"Site_f06_s07";"F06";6;100;54;18;0;0;0;7;0;3;0;11;0;3;0;0;0;2;0;4;0;3;0;4;0;0;0;41;6;2;3;18;16;14;4;7;7
