"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;58;0;0;0;0;0;0;8;0;4;0;4;0;0;0;15;0;0;0;5;0;0;0;0;0;57;20;0;5;0;28;8;15;5;5
"Site_f01_s02";"F01";1;100;48;0;0;25;0;0;0;3;0;0;0;7;0;0;0;3;0;0;0;0;0;0;0;0;0;34;5;0;6;25;8;7;3;0;6
"Site_f01_s03";"F01";1;100;67;0;2;28;0;9;0;1;0;0;0;2;0;0;0;0;0;0;0;6;0;0;0;1;0;72;38;0;3;30;48;2;0;6;4
"Site_f01_s04";"F01";1;100;57;7;0;5;0;0;0;0;0;9;3;0;0;0;0;9;0;0;0;0;0;1;0;2;0;131;2;2;5;12;2;12;11;0;8
"Site_f01_s05";"F01";1;100;73;55;1;19;0;0;1;7;0;0;1;2;0;0;0;13;0;0;0;0;0;0;0;1;0;64;23;1;2;75;31;3;14;0;3
"Site_f01_s06";"F01";1;100;76;0;0;20;0;11;1;12;0;0;2;32;0;0;0;10;0;0;1;6;0;0;0;1;0;44;42;1;4;20;66;34;11;7;5
"Site_f01_s07";"F01";1;100;75;29;3;25;0;0;3;7;0;15;0;4;0;0;0;5;0;0;0;0;0;0;0;1;0;58;20;0;2;57;30;19;5;0;3
"Site_f01_s08";"F01";1;100;74;0;0;19;0;0;0;12;0;0;3;14;0;5;0;2;0;0;0;6;0;0;0;1;0;118;27;1;4;19;39;17;8;6;5
"Site_f01_s09";"F01";1;100;58;0;5;14;0;0;1;9;0;0;0;5;0;0;0;18;0;0;1;9;0;0;0;0;0;19;17;2;4;19;27;5;20;10;4
"Site_f01_s10";"F01";1;100;66;0;4;20;0;0;1;20;0;0;0;7;0;0;0;6;0;0;0;1;0;0;0;3;0;80;35;0;5;24;56;7;6;1;8
"Site_f02_s01";"F02";2;100;64;0;0;0;0;0;0;0;0;49;5;0;0;0;0;0;0;24;0;0;0;3;0;0;0;77;2;0;3;0;2;54;0;24;6
"Site_f02_s02";"F02";2;100;35;0;6;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;12;0;0;0;35;0;0;7;6;0;2;2;0;19
"Site_f02_s03";"F02";2;100;53;0;3;0;3;0;0;0;1;0;1;0;4;0;2;0;0;0;0;0;1;0;1;0;0;82;1;1;0;6;2;5;3;1;1
"Site_f02_s04";"F02";2;100;19;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;21;4;0;0;2;5;0;2;0;0
"Site_f02_s05";"F02";2;100;58;39;4;0;4;0;0;0;0;42;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;31;2;0;1;47;2;44;0;0;2
"Site_f02_s06";"F02";2;100;68;0;4;0;0;0;0;0;1;58;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;92;2;0;0;4;3;60;0;0;0
"Site_f02_s07";"F02";2;100;47;0;3;0;2;20;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;4;0;0;52;18;2;1;5;38;1;3;0;5
"Site_f02_s08";"F02";2;100;44;0;0;0;0;0;2;0;0;0;2;0;0;0;6;0;0;0;0;0;1;8;0;0;0;56;3;0;4;0;5;2;6;1;12
"Site_f02_s09";"F02";2;100;60;51;0;0;4;0;5;0;1;24;0;0;1;0;2;0;1;0;0;0;1;17;0;0;0;42;7;0;3;55;13;25;3;1;20
"Site_f02_s10";"F02";2;100;65;0;4;0;0;0;0;0;4;0;5;0;1;0;2;0;0;19;0;0;0;0;2;0;0;130;6;0;1;4;10;6;2;19;3
"Site_f03_s01";"F03";3;100;75;0;0;29;0;0;0;0;0;63;0;0;2;0;0;8;0;0;0;3;0;0;0;1;1;109;0;3;3;29;0;65;11;3;5
"Site_f03_s02";"F03";3;100;67;0;0;0;0;0;0;21;0;0;0;7;0;0;0;0;1;0;0;0;0;3;0;0;0;100;32;0;21;0;53;7;1;0;24
"Site_f03_s03";"F03";3;100;69;0;0;15;0;0;0;27;2;71;0;0;3;0;0;0;1;0;0;7;0;6;0;1;0;41;30;1;12;15;59;74;2;7;19
"Site_f03_s04";"F03";3;100;79;0;0;19;1;0;0;0;2;38;0;0;0;0;0;8;0;0;0;6;1;0;0;0;0;243;3;7;0;20;5;38;15;7;0
"Site_f03_s05";"F03";3;100;77;198;0;10;0;0;0;6;1;0;0;10;0;0;0;0;1;0;0;4;0;0;0;0;0;48;5;0;0;208;12;10;1;4;0
"Site_f03_s06";"F03";3;100;74;61;0;21;0;0;0;0;0;15;0;15;2;0;0;0;0;12;0;0;0;0;0;6;0;100;0;0;3;82;0;32;0;12;9
"Site_f03_s07";"F03";3;100;75;0;0;0;1;45;0;16;1;0;0;9;1;56;0;0;1;0;0;3;0;0;0;3;0;35;64;15;3;1;126;10;72;3;6
"Site_f03_s08";"F03";3;100;87;0;0;42;1;0;0;21;0;55;0;16;0;67;0;0;0;6;0;9;0;0;0;0;0;38;31;12;0;43;52;71;79;15;0
"Site_f03_s09";"F03";3;100;74;0;0;24;0;0;0;21;2;21;0;11;1;0;0;0;0;22;0;8;1;0;0;0;0;70;26;0;1;24;49;33;0;31;1
"Site_f03_s10";"F03";3;100;62;0;0;0;1;25;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;2;0;0;1;119;28;2;2;1;53;0;3;5;5
"Site_f04_s01";"F04";4;100;54;0;4;0;2;0;0;0;2;0;10;1;0;0;4;8;0;0;0;2;1;0;0;1;0;68;0;4;0;6;2;11;16;3;1
"Site_f04_s02";"F04";4;100;69;0;19;11;1;0;5;15;0;0;0;4;0;0;3;7;1;0;3;5;0;0;0;6;0;103;19;6;3;31;39;4;17;8;9
"Site_f04_s03";"F04";4;100;74;0;19;6;1;0;3;11;0;0;0;7;3;0;0;5;0;0;2;3;1;0;4;2;2;109;9;3;1;26;23;10;8;6;9
"Site_f04_s04";"F04";4;100;61;0;0;17;0;0;6;0;3;0;8;7;0;0;0;7;0;0;0;0;0;0;1;1;0;70;12;2;0;17;21;15;9;0;2
"Site_f04_s05";"F04";4;100;70;0;0;0;2;0;2;22;1;0;0;8;1;0;0;20;0;0;1;7;0;0;3;0;0;120;23;4;1;2;48;9;24;8;4
"Site_f04_s06";"F04";4;100;53;0;0;9;5;0;4;10;1;0;0;0;0;0;2;9;1;0;1;0;0;0;0;5;1;62;13;5;1;14;28;0;17;1;7
"Site_f04_s07";"F04";4;100;54;0;18;29;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;1;0;2;3;0;39;9;0;2;47;14;0;0;6;7
"Site_f04_s08";"F04";4;100;52;0;0;18;0;0;9;0;0;0;0;0;2;0;3;7;2;0;0;6;0;0;0;1;0;43;5;1;1;18;14;2;13;6;2
"Site_f04_s09";"F04";4;100;77;0;34;0;0;0;0;9;2;0;0;17;0;0;0;0;0;0;5;9;0;0;3;1;0;184;12;0;1;34;23;17;0;14;5
"Site_f04_s10";"F04";4;100;60;0;10;0;0;0;2;5;1;0;2;15;2;0;3;13;3;0;0;7;1;0;0;0;1;45;8;2;0;10;16;19;21;8;1
