"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;57;0;0;12;0;0;0;5;0;0;2;7;0;0;1;16;0;0;2;4;0;0;0;5;0;51;13;6;10;12;18;9;23;6;15
"Site_f01_s02";"F01";1;100;47;17;0;3;0;0;0;5;0;0;0;6;0;0;0;0;0;0;0;3;0;0;0;0;0;19;21;0;0;20;26;6;0;3;0
"Site_f01_s03";"F01";1;100;63;0;0;78;0;0;1;4;0;7;0;8;0;0;0;4;0;5;0;1;0;0;0;1;0;67;15;0;0;78;20;15;4;6;1
"Site_f01_s04";"F01";1;100;62;0;0;12;0;0;0;9;0;0;0;20;0;0;0;13;0;0;0;0;0;0;0;2;0;75;22;1;10;12;31;20;14;0;12
"Site_f01_s05";"F01";1;100;75;0;0;14;0;14;0;7;0;4;1;7;0;0;0;8;0;0;0;6;0;0;0;2;0;139;44;1;2;14;65;12;9;6;4
"Site_f01_s06";"F01";1;100;65;0;0;29;0;0;0;7;0;0;0;2;0;0;1;13;0;0;0;10;0;0;0;2;0;45;16;3;6;29;23;2;17;10;8
"Site_f01_s07";"F01";1;100;58;0;0;14;0;0;0;0;0;0;0;16;0;0;0;20;0;0;0;5;0;1;0;0;0;88;0;2;6;14;0;16;22;5;7
"Site_f01_s08";"F01";1;100;51;0;0;13;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;3;0;0;0;0;0;54;0;1;1;13;0;0;15;3;1
"Site_f01_s09";"F01";1;100;76;0;0;20;0;10;0;2;0;22;0;4;0;0;0;10;0;0;0;7;0;0;0;7;0;129;21;1;12;20;33;26;11;7;19
"Site_f01_s10";"F01";1;100;49;0;0;9;0;0;0;5;0;0;0;6;0;0;0;30;0;0;0;1;0;0;0;0;0;35;5;4;0;9;10;6;34;1;0
"Site_f02_s01";"F02";2;100;46;0;9;0;2;0;0;0;0;33;0;0;0;23;0;0;0;0;1;0;0;0;0;0;0;25;1;5;0;11;1;33;28;1;0
"Site_f02_s02";"F02";2;100;73;34;2;0;0;38;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;32;57;1;0;36;95;0;1;28;0
"Site_f02_s03";"F02";2;100;69;58;0;0;0;6;5;0;0;14;5;0;0;0;2;0;0;0;4;0;0;14;3;0;0;26;18;0;5;58;29;19;2;4;22
"Site_f02_s04";"F02";2;100;61;0;0;0;0;0;0;0;0;0;1;0;2;14;0;0;1;0;0;0;1;6;0;0;0;122;2;2;0;0;2;3;17;1;6
"Site_f02_s05";"F02";2;100;89;119;0;0;4;28;0;0;0;46;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;233;41;1;0;123;69;46;1;1;0
"Site_f02_s06";"F02";2;100;74;92;1;0;4;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;117;1;0;0;97;1;3;0;0;0
"Site_f02_s07";"F02";2;100;52;0;0;0;2;0;0;0;1;0;0;0;1;41;0;0;0;0;4;0;2;0;0;0;0;39;2;5;0;2;3;1;46;6;0
"Site_f02_s08";"F02";2;100;61;0;2;0;3;27;0;0;0;0;3;0;1;25;2;0;4;0;0;0;0;0;0;0;0;27;49;4;1;5;76;4;35;0;1
"Site_f02_s09";"F02";2;100;65;66;1;0;0;0;4;0;1;0;0;0;0;0;1;0;1;17;2;0;1;0;0;0;0;33;2;1;0;67;7;0;3;20;0
"Site_f02_s10";"F02";2;100;52;0;5;0;3;0;0;0;2;0;0;0;0;0;2;0;1;0;3;0;0;5;0;0;0;54;3;1;3;8;5;0;4;3;8
"Site_f03_s01";"F03";3;100;80;0;0;0;1;15;0;21;0;34;0;5;2;0;0;4;1;0;0;4;0;0;0;1;0;124;37;0;4;1;73;41;5;4;5
"Site_f03_s02";"F03";3;100;81;49;0;48;2;16;0;5;0;0;0;14;0;39;0;5;1;0;0;11;0;2;0;0;0;41;29;9;5;99;50;14;54;11;7
"Site_f03_s03";"F03";3;100;63;0;0;26;1;0;0;7;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;1;0;104;9;0;1;27;16;0;3;3;2
"Site_f03_s04";"F03";3;100;84;208;0;0;5;0;0;0;0;0;0;21;0;0;0;0;0;0;0;5;0;4;0;5;0;139;0;0;21;213;0;21;0;5;30
