"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;77;57;0;9;0;0;0;0;0;0;0;26;0;3;0;0;0;0;1;3;0;0;0;0;0;109;0;2;0;66;0;26;5;4;0
"Site_f01_s02";"F01";1;100;59;0;0;23;0;0;0;14;0;0;0;20;0;4;0;12;0;0;0;6;0;0;0;6;0;46;26;5;3;23;40;20;21;6;9
"Site_f01_s03";"F01";1;100;67;34;5;14;0;0;2;4;0;0;0;5;0;0;0;12;0;0;1;4;0;0;0;0;0;75;13;2;0;53;19;5;14;5;0
"Site_f01_s04";"F01";1;100;63;0;1;10;0;0;0;8;0;0;1;7;0;0;0;19;0;0;0;12;0;3;0;1;0;35;23;1;9;11;31;8;20;12;13
"Site_f01_s05";"F01";1;100;54;0;0;18;0;0;0;6;0;0;0;0;0;0;0;11;0;11;0;7;0;0;0;0;0;65;11;2;1;18;17;0;13;18;1
"Site_f01_s06";"F01";1;100;60;0;0;10;0;0;0;9;0;0;0;0;0;0;0;8;0;0;1;9;0;0;0;3;0;57;17;0;13;10;26;0;8;10;16
"Site_f01_s07";"F01";1;100;66;0;0;114;0;0;0;5;0;0;0;0;0;0;0;13;0;0;0;16;0;0;0;1;0;19;8;1;4;114;13;0;14;16;5
"Site_f01_s08";"F01";1;100;61;0;0;98;0;0;1;0;0;0;0;7;0;0;0;8;0;0;0;2;0;0;1;3;0;33;2;3;5;98;3;7;11;2;9
"Site_f01_s09";"F01";1;100;54;0;0;0;0;0;1;10;0;0;0;31;0;5;2;10;0;0;0;12;0;0;1;2;0;45;20;3;7;0;31;31;20;12;10
"Site_f01_s10";"F01";1;100;88;34;2;0;0;63;0;6;0;8;0;23;0;0;0;11;0;0;0;3;0;0;0;2;0;91;117;1;3;36;186;31;12;3;5
