"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;66;0;0;15;0;0;0;0;0;0;4;9;0;0;0;14;0;0;0;6;0;0;0;2;0;70;13;3;10;15;13;13;17;6;12
"Site_f01_s02";"F01";1;100;56;0;0;9;0;0;0;8;0;0;0;18;0;0;0;15;0;0;0;9;0;0;0;1;0;35;22;2;4;9;30;18;17;9;5
"Site_f01_s03";"F01";1;100;56;0;0;23;0;0;1;0;0;0;0;7;0;0;0;36;0;0;0;0;0;0;0;0;0;40;7;3;1;23;8;7;39;0;1
"Site_f01_s04";"F01";1;100;66;0;0;33;0;2;0;8;0;0;3;24;0;0;0;0;0;0;0;0;0;0;0;1;0;39;26;0;5;33;36;27;0;0;6
"Site_f01_s05";"F01";1;100;80;0;0;0;0;0;0;8;0;0;1;5;0;0;0;11;0;0;0;1;0;0;0;2;0;185;17;2;4;0;25;6;13;1;6
"Site_f01_s06";"F01";1;100;67;0;0;15;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;4;0;6;0;0;0;95;0;0;11;15;0;14;0;4;17
"Site_f01_s07";"F01";1;100;59;0;0;62;0;8;0;0;0;0;0;8;0;0;0;8;0;0;0;6;0;0;0;0;0;49;24;2;0;62;32;8;10;6;0
"Site_f01_s08";"F01";1;100;56;20;1;6;0;0;0;4;0;0;0;2;0;0;0;5;0;0;2;13;0;0;0;0;0;68;11;0;1;27;15;2;5;15;1
"Site_f01_s09";"F01";1;100;42;0;0;18;0;0;0;6;0;0;0;17;0;0;0;7;0;0;0;4;0;0;0;0;0;23;15;1;0;18;21;17;8;4;0
"Site_f01_s10";"F01";1;100;53;0;0;27;0;0;0;5;0;0;0;28;0;0;0;14;0;6;0;0;0;0;0;1;0;21;8;2;0;27;13;28;16;6;1
