"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;44;0;1;15;0;0;0;2;0;0;0;7;0;0;0;9;0;0;0;0;0;0;0;3;0;28;5;1;2;16;7;7;10;0;5
"Site_f01_s02";"F01";1;100;69;0;3;12;0;16;0;6;0;0;0;8;0;0;0;10;0;0;0;8;0;0;0;2;0;11;82;1;5;15;104;8;11;8;7
"Site_f01_s03";"F01";1;100;65;0;0;25;0;22;0;6;0;0;0;18;0;0;0;6;0;0;0;3;0;0;0;2;0;22;54;0;2;25;82;18;6;3;4
"Site_f01_s04";"F01";1;100;67;0;0;25;0;0;0;8;0;18;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;120;19;0;2;25;27;18;0;7;2
"Site_f01_s05";"F01";1;100;53;0;3;41;0;4;0;3;0;0;0;19;0;0;0;4;0;0;2;6;0;0;0;2;0;53;22;0;12;44;29;19;4;8;14
"Site_f01_s06";"F01";1;100;60;0;0;23;0;0;0;0;0;0;0;4;0;0;0;1;0;5;0;0;0;0;0;4;0;85;0;0;4;23;0;4;1;5;8
"Site_f01_s07";"F01";1;100;61;0;2;0;0;0;0;4;0;0;0;17;0;0;0;32;0;0;0;1;0;0;0;1;0;70;9;0;4;2;13;17;32;1;5
"Site_f01_s08";"F01";1;100;68;0;2;25;0;0;1;4;0;0;0;4;0;0;3;0;0;18;0;0;0;4;0;4;0;40;15;0;25;27;20;4;3;18;33
"Site_f01_s09";"F01";1;100;50;0;4;20;0;0;0;5;0;0;0;14;0;0;0;0;0;0;0;4;0;0;0;0;0;17;25;0;0;24;30;14;0;4;0
"Site_f01_s10";"F01";1;100;58;0;9;0;0;0;0;7;0;14;2;8;0;0;0;10;0;0;0;12;0;0;0;1;0;48;15;0;2;9;22;24;10;12;3
"Site_f02_s01";"F02";2;100;53;0;2;0;2;0;5;0;0;0;4;0;0;0;1;0;0;0;4;0;0;0;0;0;0;53;9;0;0;4;14;4;1;4;0
