"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;40;0;0;19;0;0;0;0;0;0;0;0;0;0;2;11;0;0;0;4;0;0;0;7;0;12;0;0;11;19;0;0;13;4;18
"Site_f01_s02";"F01";1;100;41;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;2;0;39;0;0;9;11;0;0;0;12;12
"Site_f01_s03";"F01";1;100;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;2;0;21;0;0;5;0;0;0;0;5;8
"Site_f01_s04";"F01";1;100;55;0;1;85;0;0;0;1;0;0;0;7;0;0;0;2;0;0;1;5;0;0;0;1;0;12;7;1;1;86;8;7;3;6;2
"Site_f01_s05";"F01";1;100;52;0;3;23;0;0;0;1;0;11;3;0;0;0;0;0;0;0;0;0;0;0;0;7;0;30;7;0;18;26;8;14;0;0;25
"Site_f01_s06";"F01";1;100;62;0;0;27;0;0;0;11;0;0;1;7;0;0;0;6;0;0;0;0;0;0;0;1;0;62;19;0;3;27;30;8;6;0;4
"Site_f01_s07";"F01";1;100;71;0;0;45;0;0;0;6;0;0;1;15;0;25;1;22;0;0;0;7;0;0;0;0;0;78;24;4;3;45;30;16;52;7;3
"Site_f01_s08";"F01";1;100;64;28;0;12;0;0;0;25;0;0;0;6;0;6;0;18;0;0;0;3;0;0;1;0;0;61;43;1;3;40;68;6;25;3;4
"Site_f01_s09";"F01";1;100;77;0;2;68;0;0;0;4;0;0;0;10;0;14;0;5;0;0;1;5;0;0;0;0;0;177;16;0;0;70;20;10;19;6;0
"Site_f01_s10";"F01";1;100;58;33;0;13;0;0;1;11;0;10;1;6;0;0;3;17;0;0;0;2;0;0;0;0;0;7;20;1;0;46;32;17;21;2;0
"Site_f02_s01";"F02";2;100;68;0;0;0;1;0;0;0;0;18;8;0;2;0;2;0;0;0;2;0;0;28;0;0;0;84;0;0;7;1;0;28;2;2;35
"Site_f02_s02";"F02";2;100;57;0;0;0;0;0;5;0;0;24;0;0;1;0;2;0;3;0;0;0;2;0;0;0;0;53;5;0;0;0;10;25;5;2;0
"Site_f02_s03";"F02";2;100;59;14;0;0;1;0;0;0;2;25;0;0;1;20;0;0;0;0;0;0;1;5;0;0;0;53;2;6;2;15;4;26;26;1;7
"Site_f02_s04";"F02";2;100;66;77;2;0;12;0;0;0;0;18;3;0;0;0;7;0;1;23;0;0;0;0;0;0;1;79;1;1;0;91;1;21;9;23;1
"Site_f02_s05";"F02";2;100;67;0;0;0;1;34;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;97;62;0;0;1;96;2;1;0;0
"Site_f02_s06";"F02";2;100;48;0;1;0;1;0;0;0;2;37;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;58;0;0;1;2;2;39;1;0;1
"Site_f02_s07";"F02";2;100;66;0;0;0;2;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;122;4;0;0;2;7;2;0;0;1
"Site_f02_s08";"F02";2;100;45;0;0;0;2;0;0;0;1;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;2;0;0;2;3;26;0;0;0
"Site_f02_s09";"F02";2;100;69;48;4;0;2;0;0;0;3;0;1;0;0;51;0;0;1;0;0;0;0;0;0;0;1;111;1;9;0;54;4;1;61;0;1
"Site_f02_s10";"F02";2;100;58;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;2;0;0;62;44;1;1;0;60;0;1;11;3
"Site_f03_s01";"F03";3;100;70;0;0;0;0;54;0;8;0;0;0;0;0;27;0;14;2;0;0;21;0;0;0;0;0;54;77;15;1;0;139;0;58;21;1
"Site_f03_s02";"F03";3;100;79;88;0;40;1;0;0;0;0;0;0;13;0;0;0;8;0;0;0;1;0;0;0;1;0;50;0;1;6;129;0;13;9;1;7
"Site_f03_s03";"F03";3;100;65;60;0;31;0;0;0;3;0;0;0;7;0;0;0;0;0;0;0;4;1;0;0;0;0;37;5;0;2;91;8;7;0;5;2
"Site_f03_s04";"F03";3;100;75;0;0;5;4;0;0;0;1;0;0;0;0;121;0;5;2;44;0;7;1;0;0;9;1;109;4;23;7;9;5;0;151;52;17
"Site_f03_s05";"F03";3;100;73;0;0;33;0;0;0;26;0;0;0;5;0;18;0;7;0;0;0;5;0;0;0;0;0;83;21;4;6;33;47;5;29;5;6
"Site_f03_s06";"F03";3;100;75;0;0;0;0;0;0;24;0;0;0;29;0;0;0;9;0;0;0;0;2;8;0;2;0;75;25;3;26;0;49;29;12;2;36
"Site_f03_s07";"F03";3;100;72;0;0;38;1;0;0;14;1;0;0;7;1;27;0;15;0;13;0;0;0;0;0;0;0;61;16;13;1;39;31;8;55;13;1
"Site_f03_s08";"F03";3;100;73;0;0;28;2;0;0;0;6;21;0;13;4;0;0;7;0;0;0;13;0;0;0;2;0;74;8;0;5;30;14;38;7;13;7
"Site_f03_s09";"F03";3;100;81;0;0;41;0;23;0;11;0;14;0;0;0;65;0;12;0;0;0;0;0;0;0;0;0;182;78;24;0;41;112;14;101;0;0
"Site_f03_s10";"F03";3;100;50;0;0;0;1;0;0;7;0;0;0;0;1;0;0;3;0;0;0;4;0;0;0;3;0;58;5;1;0;1;12;1;4;4;3
