"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;59;0;0;52;0;0;0;0;0;0;5;3;0;6;0;0;0;0;0;6;0;0;0;2;0;60;9;0;9;52;9;8;6;6;11
"Site_f01_s02";"F01";1;100;50;0;0;23;0;0;1;0;0;0;1;0;0;0;4;17;0;1;0;8;0;0;0;1;0;29;0;1;5;23;1;1;22;9;6
"Site_f01_s03";"F01";1;100;55;0;0;0;0;0;0;9;0;0;0;33;0;0;0;8;0;5;1;0;0;0;0;0;0;44;14;1;0;0;23;33;9;6;0
"Site_f01_s04";"F01";1;100;54;10;0;32;0;0;0;7;0;0;0;4;0;0;0;2;0;0;1;0;0;0;0;6;0;32;21;0;7;42;28;4;2;1;13
"Site_f01_s05";"F01";1;100;50;0;0;10;0;0;1;14;0;0;0;10;0;0;0;0;0;0;0;4;0;0;2;7;0;26;28;0;10;10;43;10;0;4;19
"Site_f01_s06";"F01";1;100;64;0;0;16;0;0;0;4;0;0;0;13;0;12;0;16;0;0;0;4;0;0;0;1;0;80;5;2;2;16;9;13;30;4;3
"Site_f01_s07";"F01";1;100;35;0;3;10;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;1;0;0;0;1;0;26;4;0;1;13;4;5;0;3;2
"Site_f01_s08";"F01";1;100;57;0;4;31;0;0;0;7;0;14;0;9;0;0;0;8;0;6;0;3;0;0;0;1;0;24;11;1;5;35;18;23;9;9;6
"Site_f01_s09";"F01";1;100;54;0;0;6;0;4;1;7;0;0;0;0;0;0;2;10;0;0;0;6;0;0;0;0;0;41;24;0;0;6;36;0;12;6;0
"Site_f01_s10";"F01";1;100;45;0;0;19;0;0;0;0;0;0;3;4;0;0;0;10;0;0;0;1;0;2;0;0;0;24;0;2;5;19;0;7;12;1;7
"Site_f02_s01";"F02";2;100;46;0;0;0;0;0;0;0;0;18;6;0;0;0;5;0;1;17;1;0;1;0;0;0;1;22;2;0;0;0;2;24;6;19;1
"Site_f02_s02";"F02";2;100;63;0;0;0;5;0;0;0;0;0;0;0;1;33;4;0;0;0;0;0;0;39;0;0;0;62;0;6;10;5;0;1;43;0;49
"Site_f02_s03";"F02";2;100;43;0;2;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;55;0;0;0;3;1;0;1;2;0
"Site_f02_s04";"F02";2;100;63;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;123;1;0;0;7;1;0;1;0;0
"Site_f02_s05";"F02";2;100;21;0;0;0;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;23;2;0;0;3;3;1;0;0;0
"Site_f02_s06";"F02";2;100;22;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;22;0;0;0;0;0;4;0;1;0
"Site_f02_s07";"F02";2;100;64;24;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;121;6;0;0;28;6;0;0;1;0
"Site_f02_s08";"F02";2;100;48;0;3;0;0;0;0;0;2;0;0;0;2;38;0;0;0;0;0;0;2;0;0;0;3;42;0;2;0;3;2;2;40;2;3
"Site_f02_s09";"F02";2;100;86;146;5;0;1;6;0;0;1;0;3;0;0;16;0;0;0;0;0;0;3;63;0;0;0;65;24;2;15;152;31;3;18;3;78
"Site_f02_s10";"F02";2;100;53;0;0;0;1;0;0;0;1;0;0;0;3;45;0;0;1;0;0;0;0;0;1;0;0;47;2;7;1;1;3;3;53;0;2
"Site_f03_s01";"F03";3;100;73;0;0;4;0;20;0;0;0;0;0;0;1;37;0;6;1;0;0;0;0;1;0;3;0;86;26;7;16;4;46;1;51;0;20
"Site_f03_s02";"F03";3;100;72;0;0;31;3;0;0;0;2;16;0;16;1;0;0;4;0;12;0;13;0;0;0;0;0;84;0;6;0;34;2;33;10;25;0
"Site_f03_s03";"F03";3;100;52;0;0;42;5;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;41;0;0;9;47;1;0;4;0;11
"Site_f03_s04";"F03";3;100;74;0;0;18;0;0;0;6;0;0;0;0;0;24;0;30;0;5;0;9;3;0;0;5;0;61;8;13;9;18;14;0;67;17;14
"Site_f03_s05";"F03";3;100;81;141;0;40;0;0;0;23;0;43;0;10;0;0;0;5;0;0;0;12;0;1;0;0;0;65;33;1;6;181;56;53;6;12;7
"Site_f03_s06";"F03";3;100;78;15;0;29;0;45;0;4;2;0;0;0;3;0;0;0;0;31;0;5;0;0;0;3;0;56;79;0;4;44;130;3;0;36;7
