"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;57;0;0;34;0;0;0;3;0;0;0;7;0;0;0;19;0;8;0;3;0;0;1;1;0;15;15;2;3;34;18;7;21;11;5
"Site_f01_s02";"F01";1;100;79;0;0;25;0;0;0;9;0;0;0;11;0;20;0;5;0;0;1;8;0;0;0;0;0;113;16;4;1;25;25;11;29;9;1
"Site_f01_s03";"F01";1;100;53;0;0;18;0;0;0;2;0;0;0;10;0;0;0;13;0;0;0;9;0;2;0;0;0;35;9;1;4;18;11;10;14;9;6
"Site_f01_s04";"F01";1;100;55;0;0;0;0;0;0;3;0;17;2;5;0;0;2;8;0;0;1;1;0;0;0;0;0;24;15;0;2;0;18;24;10;2;2
"Site_f01_s05";"F01";1;100;46;0;0;18;0;0;0;2;0;0;0;7;0;14;0;9;0;0;0;0;0;0;0;4;0;16;8;2;4;18;10;7;25;0;8
"Site_f01_s06";"F01";1;100;57;0;2;14;0;0;2;11;0;0;0;7;0;0;0;0;0;0;0;3;0;0;0;1;0;26;44;0;7;16;57;7;0;3;8
"Site_f01_s07";"F01";1;100;37;0;3;18;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;3;0;21;2;0;6;21;4;1;1;2;9
"Site_f01_s08";"F01";1;100;71;52;0;44;0;0;0;4;0;0;0;11;0;0;0;0;0;0;0;2;0;0;1;3;0;55;8;0;5;96;12;11;0;2;9
"Site_f01_s09";"F01";1;100;47;15;0;28;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;17;2;0;3;43;4;0;0;5;4
"Site_f01_s10";"F01";1;100;54;0;0;26;0;2;1;0;0;0;1;0;0;0;0;12;0;0;0;10;0;0;0;0;0;54;5;0;7;26;8;1;12;10;7
"Site_f02_s01";"F02";2;100;65;0;0;0;1;0;0;0;1;0;6;0;0;50;6;0;0;0;0;0;3;39;0;0;1;48;1;9;6;1;2;6;65;3;46
"Site_f02_s02";"F02";2;100;62;0;0;0;1;31;0;0;0;0;0;0;1;0;2;0;0;0;0;0;2;0;0;0;0;66;45;0;0;1;76;1;2;2;0
"Site_f02_s03";"F02";2;100;73;81;3;0;1;9;1;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;124;15;1;1;85;25;1;4;0;1
"Site_f02_s04";"F02";2;100;22;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;26;1;0;0;0;2;1;0;0;0
"Site_f02_s05";"F02";2;100;44;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;81;2;0;0;2;3;0;2;0;1
"Site_f02_s06";"F02";2;100;79;47;23;0;4;0;0;0;1;89;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;89;1;2;1;74;2;89;3;2;2
"Site_f02_s07";"F02";2;100;47;0;2;0;0;0;0;0;0;71;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;2;0;73;0;0;0
"Site_f02_s08";"F02";2;100;69;103;8;0;1;0;0;0;1;0;0;0;0;0;0;0;1;16;2;0;0;0;0;0;0;47;2;1;0;112;3;0;2;18;0
"Site_f02_s09";"F02";2;100;31;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;39;1;0;1;6;1;1;0;0;3
"Site_f02_s10";"F02";2;100;45;0;0;0;0;0;0;0;0;15;1;0;0;6;0;0;0;0;1;0;0;0;0;0;0;51;0;2;0;0;0;16;8;1;0
"Site_f03_s01";"F03";3;100;86;0;0;8;6;128;0;12;0;0;0;21;0;0;0;3;0;15;0;11;0;0;0;0;0;51;153;1;1;14;293;21;4;26;1
"Site_f03_s02";"F03";3;100;77;0;0;17;0;11;0;0;1;36;0;12;1;0;0;0;2;0;0;8;1;0;0;0;0;84;26;0;3;17;38;49;2;9;3
"Site_f03_s03";"F03";3;100;81;0;0;18;0;27;0;0;0;37;0;17;0;0;0;2;0;22;0;4;0;1;0;0;1;44;49;1;13;18;76;54;3;26;15
"Site_f03_s04";"F03";3;100;64;0;0;0;0;0;0;15;0;23;0;8;1;31;0;56;0;0;0;0;0;0;0;1;0;62;14;13;4;0;29;32;100;0;5
"Site_f03_s05";"F03";3;100;80;75;0;0;3;43;0;9;4;20;0;3;0;0;0;0;1;0;0;0;0;0;0;2;0;144;50;0;5;78;106;23;1;0;7
"Site_f03_s06";"F03";3;100;76;0;0;11;1;0;0;18;0;0;0;12;0;0;0;3;0;0;0;0;0;0;0;1;0;203;25;1;0;12;43;12;4;0;1
"Site_f03_s07";"F03";3;100;63;0;0;21;0;0;0;0;2;0;0;14;3;21;0;11;0;0;0;3;0;7;0;0;0;40;4;8;18;21;6;17;40;3;25
"Site_f03_s08";"F03";3;100;85;0;0;0;2;0;0;7;0;56;0;0;0;0;0;6;0;0;0;3;0;0;0;4;0;414;8;3;6;2;15;56;9;3;10
"Site_f03_s09";"F03";3;100;72;127;0;8;0;0;0;0;0;0;0;5;0;21;0;7;2;7;0;4;0;0;0;1;0;31;3;7;4;135;3;5;37;11;5
"Site_f03_s10";"F03";3;100;71;0;0;33;0;0;0;21;2;0;0;0;0;0;0;12;1;47;0;3;2;1;0;0;0;89;25;2;14;33;48;0;15;52;15
"Site_f04_s01";"F04";4;100;39;0;17;8;0;0;6;1;0;0;6;0;0;0;0;0;0;0;2;0;2;0;0;6;1;29;2;0;0;25;9;6;0;4;7
"Site_f04_s02";"F04";4;100;66;0;0;3;2;0;0;0;0;0;10;11;0;0;0;5;2;0;0;5;0;0;3;1;0;146;0;1;2;5;0;21;8;5;6
"Site_f04_s03";"F04";4;100;38;0;8;0;0;0;0;2;0;0;1;10;2;0;0;9;1;0;0;8;0;0;0;1;1;10;2;2;0;8;4;13;12;8;2
"Site_f04_s04";"F04";4;100;51;0;0;11;0;0;3;6;1;0;0;7;1;0;0;2;0;0;1;6;1;0;0;1;1;33;10;2;0;11;20;8;4;8;2
"Site_f04_s05";"F04";4;100;60;0;0;26;0;0;0;15;3;0;8;10;3;0;2;5;0;0;0;0;2;0;2;3;1;48;16;2;0;26;34;21;9;2;6
"Site_f04_s06";"F04";4;100;35;0;0;0;1;0;0;0;0;0;0;3;0;0;2;5;0;0;0;2;0;0;0;0;0;77;1;2;0;1;1;3;9;2;0
