"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_G01_sp01";"Species_G01_sp02";"Species_G01_sp03";"Species_G01_sp04";"Species_G02_sp05";"Species_G02_sp06";"Species_G02_sp07";"Species_G02_sp08";"Species_G03_sp09";"Species_G03_sp10";"Species_G03_sp11";"Species_G03_sp12";"Species_G04_sp13";"Species_G04_sp14";"Species_G04_sp15";"Species_G04_sp16";"Species_G05_sp17";"Species_G05_sp18";"Species_G05_sp19";"Species_G05_sp20";"Species_G06_sp21";"Species_G06_sp22";"Species_G06_sp23";"Species_G06_sp24";"Species_Superspecies";"Unidentified_G02";"Unidentified_G04";"Unidentified_G06";"Genus_G01";"Genus_G02";"Genus_G03";"Genus_G04";"Genus_G05";"Genus_G06"
"Site_f01_s01";"F01";1;100;71;0;3;44;0;8;0;12;0;45;0;12;0;0;1;0;0;0;0;4;0;0;0;3;0;27;52;0;5;47;72;57;1;4;8
"Site_f01_s02";"F01";1;100;77;0;0;22;0;0;0;4;0;46;0;30;0;0;0;13;0;4;2;5;0;0;0;0;0;75;17;0;0;22;21;76;13;11;0
"Site_f01_s03";"F01";1;100;61;0;4;0;0;0;0;6;0;0;0;3;0;0;0;5;0;0;0;6;0;0;0;1;0;105;19;0;6;4;25;3;5;6;7
"Site_f01_s04";"F01";1;100;45;0;0;12;0;0;0;0;0;0;4;9;0;0;0;7;0;0;0;0;0;0;0;0;0;43;2;0;0;12;2;13;7;0;0
"Site_f01_s05";"F01";1;100;37;0;0;16;0;0;0;0;0;0;0;5;0;0;0;8;0;0;0;7;0;0;0;2;0;34;0;1;7;16;0;5;9;7;9
"Site_f01_s06";"F01";1;100;54;0;0;17;0;0;1;5;0;0;0;4;0;0;0;10;0;0;0;8;0;0;0;2;0;38;6;4;1;17;12;4;14;8;3
"Site_f01_s07";"F01";1;100;74;0;4;0;0;0;2;13;0;0;1;20;0;0;0;0;0;0;0;4;0;0;2;3;0;121;41;0;4;4;56;21;0;4;9
"Site_f01_s08";"F01";1;100;72;39;9;21;0;0;1;5;0;0;0;8;0;0;0;20;0;0;0;21;0;0;0;3;0;81;18;1;8;69;24;8;21;21;11
"Site_f01_s09";"F01";1;100;46;0;2;25;0;0;0;6;0;0;1;8;0;0;0;0;0;0;0;4;0;0;0;0;0;21;16;0;0;27;22;9;0;4;0
"Site_f01_s10";"F01";1;100;48;0;2;26;0;0;1;0;0;0;4;7;0;0;0;13;0;0;0;2;0;0;0;2;0;27;1;0;4;28;2;11;13;2;6
"Site_f02_s01";"F02";2;100;77;26;0;0;0;14;0;0;0;0;3;0;1;0;4;0;2;13;0;0;0;23;0;0;0;70;34;0;8;26;48;4;6;13;31
"Site_f02_s02";"F02";2;100;65;0;11;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;3;0;2;151;0;0;2;11;0;2;1;0;7
"Site_f02_s03";"F02";2;100;49;0;0;0;3;0;0;0;3;0;0;0;1;0;0;0;0;13;0;0;0;0;0;0;0;51;2;0;0;3;5;1;0;13;0
"Site_f02_s04";"F02";2;100;41;0;3;0;2;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;63;4;0;0;5;5;1;2;1;0
"Site_f02_s05";"F02";2;100;59;0;0;0;1;0;3;0;1;0;0;0;4;21;3;0;1;0;1;0;1;0;4;0;0;63;2;5;1;1;6;4;30;2;5
"Site_f02_s06";"F02";2;100;64;0;3;0;0;0;0;0;0;37;5;0;1;0;0;0;2;0;0;0;0;5;0;0;0;67;0;0;2;3;0;43;2;0;7
"Site_f02_s07";"F02";2;100;56;0;0;0;0;0;0;0;0;27;3;0;0;0;4;0;0;12;1;0;0;0;3;0;0;45;4;1;0;0;4;30;5;13;3
"Site_f02_s08";"F02";2;100;72;0;0;0;2;10;0;0;1;44;0;0;1;0;0;0;1;22;0;0;2;0;0;0;0;56;22;0;0;2;33;45;1;24;0
"Site_f02_s09";"F02";2;100;75;45;0;0;0;0;0;0;1;0;1;0;3;30;2;0;1;0;0;0;0;0;0;0;0;206;0;5;0;45;1;4;38;0;0
