"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;87;0;0;61;0;0;6;46;0;0;0;10;5;64
"Site_f01_s02";"F01";1;100;95;0;0;86;47;3;0;23;0;2;0;3;0;45
"Site_f01_s03";"F01";1;100;89;0;0;0;0;7;0;35;0;0;0;4;0;87
"Site_f01_s04";"F01";1;100;90;12;0;70;0;5;0;33;22;0;0;3;0;41
"Site_f01_s05";"F01";1;100;89;0;0;68;0;11;22;62;0;0;0;0;0;54
"Site_f01_s06";"F01";1;100;83;0;0;0;0;0;6;55;28;0;2;7;0;53
"Site_f01_s07";"F01";1;100;93;0;55;81;0;2;13;25;40;6;6;13;0;73
"Site_f01_s08";"F01";1;100;89;0;0;0;37;0;0;58;0;0;0;5;0;66
"Site_f01_s09";"F01";1;100;86;0;28;31;0;4;9;50;42;0;0;15;9;46
"Site_f01_s10";"F01";1;100;89;0;0;65;0;5;7;16;26;0;0;0;0;65
"Site_f02_s01";"F02";2;100;91;0;0;60;0;3;0;26;42;0;0;9;0;65
"Site_f02_s02";"F02";2;100;89;11;0;50;0;8;15;13;37;0;3;10;1;56
"Site_f02_s03";"F02";2;100;90;12;0;58;0;3;0;15;0;0;7;9;0;75
"Site_f02_s04";"F02";2;100;88;0;0;55;0;7;17;31;0;2;8;4;6;68
"Site_f02_s05";"F02";2;100;89;8;0;73;0;15;13;32;28;0;0;11;6;64
"Site_f02_s06";"F02";2;100;93;0;27;59;0;12;0;30;47;2;0;10;15;78
"Site_f02_s07";"F02";2;100;97;0;74;0;67;15;5;40;26;3;6;16;4;82
"Site_f02_s08";"F02";2;100;94;20;0;58;0;5;16;0;30;1;0;5;2;80
"Site_f02_s09";"F02";2;100;82;0;0;0;46;2;12;13;10;6;3;5;12;48
"Site_f02_s10";"F02";2;100;92;28;0;54;0;0;14;41;0;0;0;4;0;67
"Site_f03_s01";"F03";3;100;87;35;51;0;0;6;23;0;0;6;3;5;0;49
"Site_f03_s02";"F03";3;100;80;19;35;0;0;0;0;33;0;0;0;8;5;63
"Site_f03_s03";"F03";3;100;77;0;0;0;0;15;17;29;45;0;2;5;0;54
"Site_f03_s04";"F03";3;100;96;24;0;62;70;9;0;18;0;6;0;4;6;66
"Site_f03_s05";"F03";3;100;72;0;0;31;0;6;22;0;22;1;5;8;3;40
"Site_f03_s06";"F03";3;100;87;0;0;36;0;6;13;26;21;2;0;0;1;77
"Site_f03_s07";"F03";3;100;82;21;0;0;0;12;24;0;15;0;0;4;3;63
"Site_f03_s08";"F03";3;100;80;17;0;57;0;2;0;18;25;3;1;0;0;46
