"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;85;0;0;42;0;0;0;227;0;1;0;10;0;98
"Site_f01_s02";"F01";1;100;94;45;77;82;0;8;0;41;0;5;10;8;0;710
"Site_f01_s03";"F01";1;100;69;0;0;0;0;3;0;50;0;1;0;3;0;213
"Site_f01_s04";"F01";1;100;93;10;71;0;0;16;0;160;58;0;11;15;0;357
"Site_f01_s05";"F01";1;100;67;0;0;0;0;5;0;40;0;1;1;5;0;125
"Site_f01_s06";"F01";1;100;67;33;0;0;0;9;0;64;0;0;0;0;0;70
"Site_f01_s07";"F01";1;100;60;0;0;0;0;10;5;9;0;1;0;14;0;145
"Site_f01_s08";"F01";1;100;99;13;0;2066;0;8;17;53;0;1;3;11;0;56
"Site_f01_s09";"F01";1;100;92;0;0;0;248;7;17;50;44;0;0;11;0;217
"Site_f01_s10";"F01";1;100;94;18;67;140;0;9;0;40;0;1;3;15;0;258
"Site_f02_s01";"F02";2;100;77;0;0;0;0;7;0;42;62;2;0;6;0;104
"Site_f02_s02";"F02";2;100;91;0;0;155;0;3;19;41;54;2;0;9;0;113
"Site_f02_s03";"F02";2;100;79;0;0;134;0;0;0;0;0;0;0;11;1;199
"Site_f02_s04";"F02";2;100;82;0;0;146;0;7;0;0;31;2;6;15;27;259
"Site_f02_s05";"F02";2;100;91;13;0;368;0;4;0;31;47;0;0;16;0;212
"Site_f02_s06";"F02";2;100;90;0;0;121;0;6;0;107;28;2;0;3;13;201
"Site_f02_s07";"F02";2;100;90;53;44;0;0;0;0;55;148;0;0;0;0;238
"Site_f02_s08";"F02";2;100;71;0;0;0;0;13;13;44;0;0;0;15;0;127
"Site_f02_s09";"F02";2;100;93;0;0;77;217;16;16;20;44;0;0;18;0;164
"Site_f02_s10";"F02";2;100;85;31;53;0;0;5;0;48;71;1;0;18;0;128
"Site_f03_s01";"F03";3;100;94;30;0;0;0;7;10;0;26;6;5;18;0;465
"Site_f03_s02";"F03";3;100;85;0;0;0;357;4;0;28;48;0;0;0;0;97
"Site_f03_s03";"F03";3;100;80;0;0;73;0;7;0;88;21;0;0;5;10;107
"Site_f03_s04";"F03";3;100;82;11;0;0;0;15;0;22;20;6;0;5;0;244
"Site_f03_s05";"F03";3;100;86;0;60;142;0;10;9;22;20;0;6;5;0;111
"Site_f03_s06";"F03";3;100;86;17;0;214;0;23;0;19;34;1;0;9;0;140
"Site_f03_s07";"F03";3;100;85;19;0;141;0;0;0;36;44;0;1;10;0;104
"Site_f03_s08";"F03";3;100;89;34;0;0;0;18;13;16;84;1;0;8;0;441
"Site_f03_s09";"F03";3;100;82;86;44;0;0;11;0;20;46;0;0;6;0;148
"Site_f03_s10";"F03";3;100;94;0;135;67;0;26;12;34;0;3;0;13;0;523
"Site_f04_s01";"F04";4;100;93;69;40;0;104;22;36;25;53;3;3;3;0;277
"Site_f04_s02";"F04";4;100;86;27;0;88;0;4;22;5;14;0;0;6;3;171
"Site_f04_s03";"F04";4;100;93;61;0;44;100;15;20;18;14;0;0;4;0;248
"Site_f04_s04";"F04";4;100;92;40;0;214;0;0;10;19;22;0;0;3;11;277
"Site_f04_s05";"F04";4;100;87;0;0;77;0;10;41;82;32;0;0;0;2;162
"Site_f04_s06";"F04";4;100;91;0;0;115;0;6;11;42;37;1;0;1;9;217
"Site_f04_s07";"F04";4;100;82;61;0;121;39;13;13;0;21;1;0;5;0;144
"Site_f04_s08";"F04";4;100;83;0;0;150;0;0;11;34;16;0;5;11;0;137
"Site_f04_s09";"F04";4;100;86;62;0;0;0;5;14;91;12;7;8;0;22;304
"Site_f04_s10";"F04";4;100;82;0;0;62;0;0;24;48;30;0;0;0;0;150
"Site_f05_s01";"F05";5;100;79;0;73;0;0;11;22;7;0;9;1;5;6;211
"Site_f05_s02";"F05";5;100;88;23;0;79;57;18;25;23;11;0;3;11;0;180
"Site_f05_s03";"F05";5;100;82;34;0;54;0;0;17;32;20;11;4;0;2;167
"Site_f05_s04";"F05";5;100;81;0;0;0;0;17;0;0;0;8;2;0;1;550
"Site_f05_s05";"F05";5;100;80;23;44;0;0;31;75;19;14;0;4;3;7;64
"Site_f05_s06";"F05";5;100;94;25;27;52;0;32;0;25;34;0;4;4;0;367
"Site_f05_s07";"F05";5;100;86;55;23;36;0;0;15;25;0;0;3;3;0;264
"Site_f05_s08";"F05";5;100;78;0;0;0;0;21;15;19;28;0;0;0;3;283
"Site_f05_s09";"F05";5;100;91;50;91;38;21;20;0;45;13;0;0;13;0;99
"Site_f05_s10";"F05";5;100;84;44;0;27;28;0;0;65;3;3;0;0;0;261
"Site_f06_s01";"F06";6;100;86;46;0;0;62;0;27;32;8;2;0;13;7;180
"Site_f06_s02";"F06";6;100;55;32;0;0;0;13;22;11;18;3;3;4;0;26
"Site_f06_s03";"F06";6;100;81;41;0;75;78;0;11;21;12;4;2;0;0;158
"Site_f06_s04";"F06";6;100;84;37;0;48;0;16;35;0;0;0;3;0;0;300
