"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;92;11;0;67;60;3;23;25;27;0;0;4;0;72
"Site_f01_s02";"F01";1;100;91;17;25;68;48;0;33;0;25;1;5;18;19;58
"Site_f01_s03";"F01";1;100;78;0;0;0;0;5;0;0;58;0;0;9;0;60
"Site_f01_s04";"F01";1;100;90;0;0;68;0;5;11;11;25;0;0;3;13;55
"Site_f01_s05";"F01";1;100;77;20;0;0;0;8;14;51;0;2;0;9;0;48
"Site_f01_s06";"F01";1;100;82;0;0;65;0;1;19;24;0;3;0;5;0;39
"Site_f01_s07";"F01";1;100;92;0;0;66;0;0;13;32;48;0;4;9;0;70
"Site_f01_s08";"F01";1;100;89;0;49;0;0;3;14;30;0;0;0;16;10;69
"Site_f01_s09";"F01";1;100;91;7;0;46;0;9;8;44;49;0;0;22;0;64
"Site_f01_s10";"F01";1;100;93;0;31;69;59;20;0;28;0;2;0;10;0;42
"Site_f02_s01";"F02";2;100;77;0;28;0;53;3;0;20;0;1;0;5;0;53
"Site_f02_s02";"F02";2;100;71;0;0;0;0;0;0;28;0;3;0;8;0;60
"Site_f02_s03";"F02";2;100;77;0;0;0;0;7;4;0;31;3;0;6;0;70
"Site_f02_s04";"F02";2;100;84;0;0;68;0;14;0;12;0;0;8;8;0;58
"Site_f02_s05";"F02";2;100;72;0;0;44;0;7;0;19;0;0;5;6;0;43
"Site_f02_s06";"F02";2;100;95;27;0;63;0;12;0;36;41;2;0;12;23;84
"Site_f02_s07";"F02";2;100;77;0;0;55;0;6;0;28;18;1;0;0;0;35
"Site_f02_s08";"F02";2;100;84;0;0;50;0;9;0;27;0;0;0;5;0;68
"Site_f02_s09";"F02";2;100;78;0;0;59;0;10;0;18;30;0;0;10;0;28
"Site_f02_s10";"F02";2;100;76;0;0;0;0;3;0;34;44;0;0;4;0;63
"Site_f03_s01";"F03";3;100;84;0;0;0;24;23;10;13;31;0;0;4;0;65
"Site_f03_s02";"F03";3;100;92;0;0;58;0;16;23;29;30;1;0;10;0;71
"Site_f03_s03";"F03";3;100;64;0;0;0;0;0;23;28;0;0;0;11;0;39
"Site_f03_s04";"F03";3;100;84;0;0;36;0;7;0;24;22;2;0;6;0;68
