"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;82;0;0;157;0;0;0;25;32;0;0;15;0;47
"Site_f01_s02";"F01";1;100;75;0;0;0;0;1;0;54;0;4;0;36;0;170
"Site_f01_s03";"F01";1;100;90;0;0;85;0;12;0;46;0;1;0;12;0;459
"Site_f01_s04";"F01";1;100;82;30;0;0;0;0;25;57;88;0;0;19;0;77
"Site_f01_s05";"F01";1;100;89;0;28;80;0;4;32;22;47;0;7;25;0;378
"Site_f01_s06";"F01";1;100;64;0;0;0;0;13;20;27;0;1;2;15;0;59
"Site_f01_s07";"F01";1;100;89;0;0;142;0;7;25;68;0;0;0;0;0;156
"Site_f01_s08";"F01";1;100;72;0;0;71;0;7;0;15;0;3;0;10;18;137
"Site_f01_s09";"F01";1;100;93;0;0;105;0;2;0;68;0;1;0;20;16;334
"Site_f01_s10";"F01";1;100;91;0;0;499;0;4;0;21;11;0;0;25;2;201
"Site_f02_s01";"F02";2;100;85;0;0;142;0;0;77;46;42;1;0;15;0;124
"Site_f02_s02";"F02";2;100;89;0;43;0;0;0;0;126;28;0;0;2;0;304
"Site_f02_s03";"F02";2;100;83;0;0;86;0;18;0;40;15;0;0;0;0;189
"Site_f02_s04";"F02";2;100;67;27;0;0;0;0;0;52;0;0;0;15;0;95
"Site_f02_s05";"F02";2;100;79;0;0;17;109;7;19;31;55;0;0;5;0;101
"Site_f02_s06";"F02";2;100;88;22;0;0;0;14;31;59;0;0;0;0;0;313
"Site_f02_s07";"F02";2;100;75;0;84;0;0;3;0;0;51;2;1;7;0;151
"Site_f02_s08";"F02";2;100;78;0;0;99;0;1;44;0;42;0;0;3;2;61
"Site_f02_s09";"F02";2;100;77;0;0;147;0;0;12;58;0;0;0;1;0;177
"Site_f02_s10";"F02";2;100;91;0;0;0;114;30;24;32;0;1;0;32;10;275
"Site_f03_s01";"F03";3;100;94;0;0;89;41;6;26;24;63;0;0;6;0;299
"Site_f03_s02";"F03";3;100;79;0;0;0;0;19;23;38;80;0;0;12;5;96
"Site_f03_s03";"F03";3;100;87;0;0;130;0;24;13;30;32;0;4;6;12;177
"Site_f03_s04";"F03";3;100;96;0;222;226;250;8;36;27;59;2;6;0;0;257
"Site_f03_s05";"F03";3;100;80;55;0;0;0;24;0;72;0;0;6;9;4;98
"Site_f03_s06";"F03";3;100;93;30;29;306;122;7;39;86;23;0;0;2;0;279
"Site_f03_s07";"F03";3;100;58;0;0;0;0;13;27;0;0;2;5;5;2;83
"Site_f03_s08";"F03";3;100;74;0;22;32;0;24;49;0;0;2;0;13;0;58
"Site_f03_s09";"F03";3;100;90;0;0;185;0;0;0;62;0;0;5;2;9;193
"Site_f03_s10";"F03";3;100;90;0;0;176;0;44;0;20;42;3;0;0;0;65
"Site_f04_s01";"F04";4;100;76;0;0;90;0;5;7;15;6;3;0;4;0;101
"Site_f04_s02";"F04";4;100;84;0;139;74;0;30;0;8;34;0;0;6;0;273
"Site_f04_s03";"F04";4;100;92;174;0;0;176;0;31;27;19;0;5;7;0;154
"Site_f04_s04";"F04";4;100;79;0;0;0;0;0;77;12;17;0;0;0;3;132
"Site_f04_s05";"F04";4;100;66;0;0;0;0;6;12;19;51;0;6;0;0;107
"Site_f04_s06";"F04";4;100;82;0;57;0;0;27;0;0;18;2;0;11;0;220
"Site_f04_s07";"F04";4;100;95;55;0;314;160;0;0;67;26;2;3;7;13;150
"Site_f04_s08";"F04";4;100;80;0;33;0;0;29;65;13;14;0;5;6;18;224
"Site_f04_s09";"F04";4;100;80;0;0;0;0;5;80;23;35;6;4;3;0;122
"Site_f04_s10";"F04";4;100;78;0;0;0;0;25;9;50;0;3;5;0;0;215
"Site_f05_s01";"F05";5;100;87;42;44;107;0;23;3;14;38;1;0;0;2;139
"Site_f05_s02";"F05";5;100;90;49;0;47;0;6;25;59;35;0;0;3;0;462
"Site_f05_s03";"F05";5;100;93;39;64;0;0;11;19;35;38;14;0;13;9;319
"Site_f05_s04";"F05";5;100;71;0;0;0;0;25;22;31;3;0;3;0;8;75
"Site_f05_s05";"F05";5;100;80;0;26;51;0;10;25;27;0;0;3;2;8;179
"Site_f05_s06";"F05";5;100;65;0;0;0;47;19;17;13;47;0;0;5;6;43
"Site_f05_s07";"F05";5;100;86;32;56;0;0;0;11;11;0;4;1;6;6;302
"Site_f05_s08";"F05";5;100;87;48;0;0;0;0;0;16;9;0;2;0;10;483
"Site_f05_s09";"F05";5;100;91;73;65;0;41;19;4;33;24;0;0;0;5;113
"Site_f05_s10";"F05";5;100;76;47;0;0;0;0;32;31;14;0;0;4;0;163
"Site_f06_s01";"F06";6;100;80;0;0;0;27;2;0;26;13;5;0;0;2;362
"Site_f06_s02";"F06";6;100;81;0;0;43;53;26;36;15;0;0;2;6;3;70
"Site_f06_s03";"F06";6;100;79;0;36;63;0;0;65;0;6;4;10;2;2;155
"Site_f06_s04";"F06";6;100;82;49;52;0;0;9;71;11;11;5;5;6;6;173
"Site_f06_s05";"F06";6;100;82;0;102;0;30;0;14;12;7;0;4;3;0;213
"Site_f06_s06";"F06";6;100;87;0;36;0;58;14;15;26;6;9;7;0;5;277
"Site_f06_s07";"F06";6;100;77;0;0;56;0;17;9;8;0;0;0;3;4;112
"Site_f06_s08";"F06";6;100;80;0;74;0;0;68;11;17;6;5;0;0;3;208
"Site_f06_s09";"F06";6;100;78;0;0;49;21;19;22;0;11;0;0;6;0;194
"Site_f06_s10";"F06";6;100;77;0;51;60;0;0;28;43;14;0;0;3;0;74
"Site_f07_s01";"F07";7;100;85;79;22;0;0;15;16;0;5;0;9;4;1;239
"Site_f07_s02";"F07";7;100;82;80;0;0;0;36;24;14;0;3;0;2;0;138
"Site_f07_s03";"F07";7;100;64;0;25;0;0;17;42;11;13;0;0;2;3;102
"Site_f07_s04";"F07";7;100;90;0;33;84;24;18;16;0;0;8;3;0;2;459
"Site_f07_s05";"F07";7;100;80;24;39;0;0;23;12;16;0;2;3;4;2;140
"Site_f07_s06";"F07";7;100;75;0;0;0;0;50;20;18;0;0;0;0;0;162
"Site_f07_s07";"F07";7;100;79;54;0;0;94;24;33;9;4;26;4;1;1;149
"Site_f07_s08";"F07";7;100;83;0;0;48;66;0;15;0;33;0;2;2;6;181
"Site_f07_s09";"F07";7;100;77;0;0;18;95;0;11;0;0;7;6;3;0;175
"Site_f07_s10";"F07";7;100;79;0;0;8;53;68;30;37;15;3;5;4;5;65
"Site_f08_s01";"F08";8;100;81;0;0;0;35;48;8;0;3;0;1;0;1;274
"Site_f08_s02";"F08";8;100;80;0;56;0;31;0;16;0;24;24;0;0;5;187
