"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;88;10;0;0;0;6;0;20;42;0;0;22;0;69
"Site_f01_s02";"F01";1;100;82;0;0;0;0;0;7;29;21;1;7;7;6;67
"Site_f01_s03";"F01";1;100;86;0;0;52;0;11;0;52;32;1;0;8;0;52
"Site_f01_s04";"F01";1;100;89;21;0;57;0;15;0;22;14;0;0;26;0;60
"Site_f01_s05";"F01";1;100;78;11;28;51;0;12;2;13;0;1;0;3;0;47
"Site_f01_s06";"F01";1;100;84;28;15;57;0;12;0;0;0;0;0;0;12;43
"Site_f01_s07";"F01";1;100;96;0;0;85;0;12;0;34;0;0;0;13;0;84
"Site_f01_s08";"F01";1;100;88;18;0;0;0;15;0;54;52;2;0;16;0;48
"Site_f01_s09";"F01";1;100;90;0;0;70;0;3;12;25;14;0;0;1;10;65
"Site_f01_s10";"F01";1;100;89;0;0;0;46;3;14;56;50;3;0;2;10;58
"Site_f02_s01";"F02";2;100;85;24;0;0;0;5;0;38;30;0;0;3;0;63
"Site_f02_s02";"F02";2;100;84;0;0;37;0;7;0;32;21;4;0;8;10;61
"Site_f02_s03";"F02";2;100;78;16;0;0;0;4;14;33;55;1;0;0;6;31
"Site_f02_s04";"F02";2;100;90;21;0;0;0;0;0;27;12;10;0;16;0;84
"Site_f02_s05";"F02";2;100;92;16;0;53;51;16;18;46;23;0;0;0;0;62
"Site_f02_s06";"F02";2;100;86;11;33;69;0;11;17;9;0;0;3;0;0;50
"Site_f02_s07";"F02";2;100;75;0;0;37;0;0;0;18;19;0;0;7;0;50
"Site_f02_s08";"F02";2;100;86;0;0;47;0;15;12;29;20;0;0;12;14;44
"Site_f02_s09";"F02";2;100;88;26;0;0;0;4;27;40;0;1;0;11;0;74
"Site_f02_s10";"F02";2;100;77;0;0;44;0;3;16;47;11;1;0;2;0;35
"Site_f03_s01";"F03";3;100;80;18;0;0;0;15;23;33;30;0;0;8;0;55
"Site_f03_s02";"F03";3;100;71;0;0;40;34;11;0;10;0;0;1;0;8;21
"Site_f03_s03";"F03";3;100;75;44;0;0;0;5;16;0;22;2;2;0;0;57
"Site_f03_s04";"F03";3;100;89;0;0;46;0;4;0;24;0;1;0;0;0;76
"Site_f03_s05";"F03";3;100;80;0;18;38;35;11;0;35;0;5;0;12;6;42
"Site_f03_s06";"F03";3;100;88;16;0;34;0;7;19;21;0;1;0;18;0;62
"Site_f03_s07";"F03";3;100;76;25;0;0;0;5;10;12;14;5;0;10;4;57
"Site_f03_s08";"F03";3;100;75;0;0;61;0;0;15;20;0;2;0;3;0;35
"Site_f03_s09";"F03";3;100;90;16;20;34;0;0;9;18;0;4;0;7;12;80
"Site_f03_s10";"F03";3;100;85;39;0;35;0;9;25;31;6;0;0;17;0;51
"Site_f04_s01";"F04";4;100;94;25;0;60;43;0;7;20;0;6;6;9;5;76
"Site_f04_s02";"F04";4;100;92;31;0;52;46;5;0;18;0;0;0;13;0;81
"Site_f04_s03";"F04";4;100;89;12;0;33;54;17;0;16;32;3;3;0;0;73
"Site_f04_s04";"F04";4;100;78;0;0;33;0;13;0;17;19;0;0;1;0;61
"Site_f04_s05";"F04";4;100;89;15;46;60;0;17;14;19;19;2;0;8;7;57
"Site_f04_s06";"F04";4;100;75;19;23;29;0;2;21;18;0;0;0;2;0;42
"Site_f04_s07";"F04";4;100;72;0;0;43;0;7;0;12;17;5;0;5;2;39
"Site_f04_s08";"F04";4;100;93;0;39;52;0;16;32;33;14;0;0;1;10;59
"Site_f04_s09";"F04";4;100;83;0;34;0;0;30;14;49;14;0;0;0;3;58
"Site_f04_s10";"F04";4;100;86;21;48;0;0;16;0;0;15;0;0;0;0;65
"Site_f05_s01";"F05";5;100;79;0;0;28;0;17;33;9;11;5;2;2;4;64
"Site_f05_s02";"F05";5;100;54;0;0;0;0;14;9;25;9;5;0;0;2;26
"Site_f05_s03";"F05";5;100;78;0;0;44;0;0;0;18;30;3;9;7;0;46
"Site_f05_s04";"F05";5;100;87;24;0;0;0;23;20;17;9;2;6;7;0;72
"Site_f05_s05";"F05";5;100;76;23;0;21;0;24;0;12;19;7;3;0;0;65
"Site_f05_s06";"F05";5;100;84;20;0;0;49;0;11;24;0;2;7;4;0;55
"Site_f05_s07";"F05";5;100;80;0;0;0;39;18;0;18;19;0;4;0;4;59
"Site_f05_s08";"F05";5;100;86;58;27;0;0;13;15;13;8;0;0;0;6;69
"Site_f05_s09";"F05";5;100;86;19;51;0;0;33;8;0;20;5;0;0;5;69
"Site_f05_s10";"F05";5;100;86;0;0;29;0;11;16;16;32;2;0;8;2;69
"Site_f06_s01";"F06";6;100;78;0;14;14;0;36;12;18;8;0;2;5;0;55
"Site_f06_s02";"F06";6;100;69;0;39;23;24;11;0;0;3;2;3;1;0;40
"Site_f06_s03";"F06";6;100;93;0;0;0;43;27;43;17;18;0;0;0;1;66
"Site_f06_s04";"F06";6;100;70;0;0;0;0;25;20;3;14;5;0;0;4;52
"Site_f06_s05";"F06";6;100;81;19;0;0;20;0;20;13;24;6;0;0;5;53
"Site_f06_s06";"F06";6;100;70;0;0;0;0;0;9;16;6;7;5;1;0;51
"Site_f06_s07";"F06";6;100;82;0;26;0;0;23;13;0;13;1;0;4;6;80
"Site_f06_s08";"F06";6;100;72;0;0;0;0;7;12;25;3;0;0;0;3;63
"Site_f06_s09";"F06";6;100;80;38;0;54;0;0;17;0;7;0;5;2;3;47
"Site_f06_s10";"F06";6;100;89;71;0;0;0;20;17;21;16;5;0;2;0;32
"Site_f07_s01";"F07";7;100;71;0;0;0;39;0;0;7;8;8;0;12;3;47
"Site_f07_s02";"F07";7;100;89;43;39;22;0;28;0;27;11;0;0;0;0;61
"Site_f07_s03";"F07";7;100;87;34;0;0;0;23;42;0;5;0;9;5;2;59
"Site_f07_s04";"F07";7;100;83;43;44;0;0;0;15;12;14;0;0;3;2;50
"Site_f07_s05";"F07";7;100;58;0;0;0;18;0;0;7;8;0;1;0;1;42
"Site_f07_s06";"F07";7;100;81;0;19;0;55;0;12;0;12;7;6;1;5;57
"Site_f07_s07";"F07";7;100;90;0;0;0;0;28;14;0;17;0;0;0;5;81
"Site_f07_s08";"F07";7;100;83;53;43;0;23;0;11;0;11;3;9;3;7;41
"Site_f07_s09";"F07";7;100;91;56;37;17;25;15;0;3;15;0;3;0;5;79
"Site_f07_s10";"F07";7;100;49;0;0;0;0;13;21;8;9;0;2;0;0;24
"Site_f08_s01";"F08";8;100;83;0;37;0;40;21;13;0;9;7;0;0;1;62
"Site_f08_s02";"F08";8;100;95;48;49;0;16;21;20;0;8;3;10;0;4;83
"Site_f08_s03";"F08";8;100;79;0;0;0;12;28;23;21;7;0;0;0;2;70
"Site_f08_s04";"F08";8;100;75;44;0;0;9;14;16;8;12;0;10;0;0;42
"Site_f08_s05";"F08";8;100;79;0;0;0;24;0;9;4;6;15;4;3;0;71
"Site_f08_s06";"F08";8;100;71;0;19;0;0;29;12;0;4;0;3;0;1;50
"Site_f08_s07";"F08";8;100;84;0;42;0;34;31;18;9;13;0;1;3;2;45
"Site_f08_s08";"F08";8;100;78;43;0;0;20;20;9;4;0;0;1;2;2;52
"Site_f08_s09";"F08";8;100;69;0;40;0;0;33;22;0;0;8;0;1;0;25
"Site_f08_s10";"F08";8;100;86;25;0;0;0;27;23;12;14;0;6;1;3;70
"Site_f09_s01";"F09";9;100;83;0;14;12;4;41;10;13;11;1;2;0;2;61
"Site_f09_s02";"F09";9;100;88;0;47;24;15;0;25;9;6;12;3;1;1;69
"Site_f09_s03";"F09";9;100;74;0;27;0;17;23;15;15;7;0;7;0;0;54
"Site_f09_s04";"F09";9;100;82;0;32;0;23;14;13;0;9;0;2;0;2;73
"Site_f09_s05";"F09";9;100;79;0;38;0;27;0;22;18;7;5;1;0;2;50
"Site_f09_s06";"F09";9;100;86;24;36;0;0;0;20;0;5;0;9;0;1;75
"Site_f09_s07";"F09";9;100;78;44;26;0;9;0;18;10;5;1;0;0;0;52
"Site_f09_s08";"F09";9;100;86;31;25;0;0;21;32;9;7;0;5;0;1;57
"Site_f09_s09";"F09";9;100;92;78;39;0;12;31;0;7;4;0;4;0;0;63
"Site_f09_s10";"F09";9;100;79;0;39;0;24;13;18;6;10;9;0;0;0;56
"Site_f10_s01";"F10";10;100;92;68;18;0;25;0;32;0;2;14;2;0;1;50
"Site_f10_s02";"F10";10;100;93;61;63;0;13;34;10;0;4;0;2;0;0;65
"Site_f10_s03";"F10";10;100;93;47;7;0;24;54;16;14;7;6;1;0;0;71
"Site_f10_s04";"F10";10;100;83;0;41;11;32;22;8;0;3;16;4;2;0;51
"Site_f10_s05";"F10";10;100;89;0;48;0;7;0;43;4;9;19;10;1;1;57
"Site_f10_s06";"F10";10;100;93;0;68;0;0;45;9;0;6;18;6;0;3;73
"Site_f10_s07";"F10";10;100;90;57;20;25;0;26;14;5;4;8;1;0;0;72
"Site_f10_s08";"F10";10;100;64;0;0;0;19;15;20;0;5;0;2;3;1;49
"Site_f10_s09";"F10";10;100;88;54;38;0;17;36;30;0;3;0;4;1;2;41
"Site_f10_s10";"F10";10;100;85;0;51;0;8;31;32;12;4;15;7;0;3;51
