"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;90;23;0;265;83;1;6;49;54;1;0;9;4;67
"Site_f01_s02";"F01";1;100;80;13;0;0;0;4;9;29;89;3;0;11;10;138
"Site_f01_s03";"F01";1;100;64;0;0;0;0;3;27;21;0;0;0;18;0;157
"Site_f01_s04";"F01";1;100;91;29;78;201;0;2;0;0;134;3;0;7;22;204
"Site_f01_s05";"F01";1;100;80;10;0;81;0;0;2;0;44;0;0;9;0;66
"Site_f01_s06";"F01";1;100;79;0;0;0;0;8;21;55;0;1;0;10;0;175
"Site_f01_s07";"F01";1;100;89;6;0;183;0;8;0;89;0;0;2;8;0;132
"Site_f01_s08";"F01";1;100;86;18;0;62;0;8;16;98;0;1;0;15;0;204
"Site_f01_s09";"F01";1;100;94;0;0;162;0;12;9;44;108;1;0;9;4;240
"Site_f01_s10";"F01";1;100;77;0;33;0;0;7;32;17;0;4;0;19;0;203
"Site_f02_s01";"F02";2;100;87;0;0;287;0;10;18;9;53;0;6;13;0;334
"Site_f02_s02";"F02";2;100;92;0;0;288;0;24;22;10;48;0;0;9;0;363
"Site_f02_s03";"F02";2;100;83;0;0;108;0;30;0;72;23;2;0;4;5;58
"Site_f02_s04";"F02";2;100;87;0;0;44;0;0;18;32;61;0;2;6;0;267
"Site_f02_s05";"F02";2;100;94;0;0;112;0;6;9;55;25;0;0;8;0;450
"Site_f02_s06";"F02";2;100;90;0;72;124;0;0;0;32;0;1;5;12;0;258
"Site_f02_s07";"F02";2;100;91;0;0;204;272;6;0;98;0;5;0;15;0;84
"Site_f02_s08";"F02";2;100;80;0;0;87;0;0;0;45;16;0;0;7;0;99
"Site_f02_s09";"F02";2;100;80;0;0;0;0;6;0;136;0;3;17;4;0;92
"Site_f02_s10";"F02";2;100;83;0;0;0;0;4;0;38;32;2;0;12;0;332
"Site_f03_s01";"F03";3;100;75;12;0;0;0;0;0;30;15;1;0;4;4;144
"Site_f03_s02";"F03";3;100;91;69;0;0;107;7;0;79;70;4;2;0;14;436
"Site_f03_s03";"F03";3;100;76;24;0;0;71;12;11;11;0;3;1;6;7;112
"Site_f03_s04";"F03";3;100;71;4;0;0;0;12;0;0;39;2;0;8;0;163
"Site_f03_s05";"F03";3;100;92;0;138;0;61;30;0;34;29;1;0;5;4;179
"Site_f03_s06";"F03";3;100;86;0;0;68;0;6;0;49;23;0;2;0;1;204
"Site_f03_s07";"F03";3;100;76;10;12;55;0;0;0;21;0;4;0;4;0;205
"Site_f03_s08";"F03";3;100;89;0;0;102;84;23;0;52;8;0;0;15;0;181
"Site_f03_s09";"F03";3;100;68;47;0;114;0;0;0;0;31;3;0;0;0;80
"Site_f03_s10";"F03";3;100;87;0;42;0;0;32;35;23;30;4;2;0;26;158
"Site_f04_s01";"F04";4;100;84;0;40;0;65;0;22;38;20;2;0;0;11;83
"Site_f04_s02";"F04";4;100;81;0;0;40;42;0;0;15;39;6;0;6;0;226
"Site_f04_s03";"F04";4;100;89;0;13;165;0;34;0;25;37;3;2;3;0;227
"Site_f04_s04";"F04";4;100;89;27;0;109;117;12;15;0;52;0;0;0;0;227
"Site_f04_s05";"F04";4;100;89;59;0;0;51;5;47;16;42;1;9;0;0;255
"Site_f04_s06";"F04";4;100;84;0;0;0;0;15;33;46;51;3;5;6;0;205
"Site_f04_s07";"F04";4;100;81;0;0;0;0;10;0;27;22;3;0;5;0;410
"Site_f04_s08";"F04";4;100;92;38;105;0;189;3;31;53;106;0;5;0;9;118
"Site_f04_s09";"F04";4;100;64;0;0;0;0;16;14;16;13;0;0;1;0;96
"Site_f04_s10";"F04";4;100;76;0;0;0;84;22;0;66;0;0;0;4;6;182
"Site_f05_s01";"F05";5;100;83;43;0;0;0;17;14;27;31;0;3;3;2;251
"Site_f05_s02";"F05";5;100;84;0;0;0;0;9;26;21;24;4;0;4;0;232
"Site_f05_s03";"F05";5;100;90;112;95;0;69;0;18;17;36;6;3;1;1;150
"Site_f05_s04";"F05";5;100;95;54;0;52;0;15;8;36;35;0;1;8;1;641
"Site_f05_s05";"F05";5;100;91;104;152;81;74;8;17;23;44;8;0;0;1;119
"Site_f05_s06";"F05";5;100;69;0;83;0;0;14;0;17;24;0;1;11;0;99
"Site_f05_s07";"F05";5;100;60;0;0;0;0;19;4;15;0;4;1;2;0;113
"Site_f05_s08";"F05";5;100;90;0;0;20;107;16;27;39;18;9;1;0;3;370
"Site_f05_s09";"F05";5;100;73;0;0;0;0;11;11;26;12;7;3;3;0;146
"Site_f05_s10";"F05";5;100;82;37;0;30;0;17;0;10;25;2;0;2;3;127
"Site_f06_s01";"F06";6;100;90;0;0;0;0;0;13;6;7;0;1;0;4;640
"Site_f06_s02";"F06";6;100;60;0;0;0;47;12;0;11;0;0;0;4;0;86
"Site_f06_s03";"F06";6;100;85;153;34;0;0;44;14;52;16;2;0;0;3;176
"Site_f06_s04";"F06";6;100;76;0;0;92;0;15;17;22;24;15;0;6;4;103
"Site_f06_s05";"F06";6;100;88;61;26;0;84;6;16;16;16;3;0;3;4;145
"Site_f06_s06";"F06";6;100;73;0;36;0;70;14;15;7;19;7;0;0;4;129
"Site_f06_s07";"F06";6;100;89;61;0;0;0;31;32;18;18;0;0;0;0;348
"Site_f06_s08";"F06";6;100;78;66;25;0;57;12;16;0;31;3;0;0;0;103
"Site_f06_s09";"F06";6;100;74;0;0;0;120;10;38;0;16;0;5;0;4;111
"Site_f06_s10";"F06";6;100;85;0;0;0;0;11;38;2;13;2;3;1;2;286
"Site_f07_s01";"F07";7;100;81;0;39;56;0;0;33;56;22;11;3;1;1;66
"Site_f07_s02";"F07";7;100;78;167;0;0;0;11;28;15;4;2;2;0;0;98
"Site_f07_s03";"F07";7;100;80;84;0;51;0;0;0;10;12;0;6;2;12;120
"Site_f07_s04";"F07";7;100;79;0;83;0;40;0;33;0;0;6;0;2;3;83
"Site_f07_s05";"F07";7;100;80;0;78;25;66;0;8;13;13;0;3;6;0;95
"Site_f07_s06";"F07";7;100;76;83;0;39;0;10;8;0;10;4;3;5;4;141
"Site_f07_s07";"F07";7;100;89;0;0;0;37;28;33;6;32;0;0;2;3;300
"Site_f07_s08";"F07";7;100;91;60;100;0;0;0;31;0;9;0;4;0;0;241
"Site_f07_s09";"F07";7;100;88;0;35;11;45;47;8;18;14;5;3;0;2;178
"Site_f07_s10";"F07";7;100;90;0;125;0;46;85;30;37;48;0;1;0;1;161
"Site_f08_s01";"F08";8;100;90;0;0;10;138;58;7;34;65;0;4;0;1;265
"Site_f08_s02";"F08";8;100;84;0;37;0;58;40;16;0;5;0;3;0;0;198
"Site_f08_s03";"F08";8;100;84;83;0;0;0;47;31;10;4;2;3;1;5;138
"Site_f08_s04";"F08";8;100;74;0;44;0;44;35;19;0;19;0;10;0;12;66
"Site_f08_s05";"F08";8;100;80;0;150;9;19;23;12;0;18;4;2;4;2;136
"Site_f08_s06";"F08";8;100;89;0;201;0;56;23;3;0;6;0;10;0;3;416
"Site_f08_s07";"F08";8;100;59;0;0;0;39;27;9;0;8;12;0;0;0;44
"Site_f08_s08";"F08";8;100;73;0;0;0;0;3;15;26;2;9;9;4;0;127
