"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;99;10;0;55;88;6;16;52;0;0;0;10;19;88
"Site_f01_s02";"F01";1;100;85;0;0;57;0;11;17;22;0;0;0;15;0;63
"Site_f01_s03";"F01";1;100;84;0;0;0;0;0;0;37;48;0;0;11;0;63
"Site_f01_s04";"F01";1;100;79;0;0;0;0;0;24;57;0;2;0;13;4;50
"Site_f01_s05";"F01";1;100;87;20;0;54;0;5;0;53;34;0;0;8;7;49
"Site_f01_s06";"F01";1;100;70;0;0;36;0;18;0;17;0;0;0;8;0;34
"Site_f01_s07";"F01";1;100;90;0;40;62;0;7;15;31;0;0;0;5;10;64
"Site_f01_s08";"F01";1;100;86;0;0;46;0;2;18;35;41;1;0;15;5;42
"Site_f01_s09";"F01";1;100;91;19;0;64;0;5;0;54;0;0;3;19;0;57
"Site_f01_s10";"F01";1;100;86;5;0;64;0;8;0;34;33;0;0;0;0;53
"Site_f02_s01";"F02";2;100;85;0;0;24;0;10;26;61;0;2;5;9;0;54
"Site_f02_s02";"F02";2;100;75;21;0;0;0;5;0;19;0;0;0;11;0;57
"Site_f02_s03";"F02";2;100;93;0;29;80;0;3;0;24;0;3;6;3;0;54
"Site_f02_s04";"F02";2;100;86;0;0;0;0;13;0;30;0;1;0;0;6;81
"Site_f02_s05";"F02";2;100;85;0;34;42;0;0;14;11;35;1;0;4;5;48
"Site_f02_s06";"F02";2;100;66;0;0;0;0;3;0;19;0;0;0;0;0;59
"Site_f02_s07";"F02";2;100;89;0;0;48;0;5;19;19;0;0;0;1;12;72
"Site_f02_s08";"F02";2;100;96;0;0;0;0;3;22;27;33;1;0;14;0;92
"Site_f02_s09";"F02";2;100;96;21;0;77;0;4;12;34;51;0;1;6;17;46
"Site_f02_s10";"F02";2;100;95;9;0;72;0;5;0;34;0;0;0;9;0;79
"Site_f03_s01";"F03";3;100;89;26;0;68;0;13;18;29;36;2;0;8;12;63
"Site_f03_s02";"F03";3;100;71;30;0;0;0;11;0;12;25;2;1;9;0;45
"Site_f03_s03";"F03";3;100;88;39;46;0;0;8;14;7;0;0;0;7;0;73
"Site_f03_s04";"F03";3;100;86;44;0;0;0;4;0;19;0;0;0;0;0;72
"Site_f03_s05";"F03";3;100;80;0;39;36;0;2;0;23;0;1;0;13;4;52
"Site_f03_s06";"F03";3;100;84;0;0;21;57;3;0;26;21;0;0;0;0;46
"Site_f03_s07";"F03";3;100;86;0;0;0;0;7;12;39;13;0;0;2;0;75
"Site_f03_s08";"F03";3;100;64;0;0;36;0;3;0;14;0;0;0;9;0;41
"Site_f03_s09";"F03";3;100;87;0;10;67;53;6;0;17;0;1;0;12;4;39
"Site_f03_s10";"F03";3;100;86;0;0;23;0;0;10;35;0;1;0;2;0;75
"Site_f04_s01";"F04";4;100;93;17;0;68;46;15;0;16;0;4;0;0;0;71
"Site_f04_s02";"F04";4;100;86;0;0;42;54;9;0;26;12;0;0;8;0;56
"Site_f04_s03";"F04";4;100;91;0;0;60;55;5;19;3;0;3;1;4;0;62
"Site_f04_s04";"F04";4;100;90;0;0;40;0;8;18;16;13;2;5;6;9;78
"Site_f04_s05";"F04";4;100;86;28;56;0;0;9;13;35;8;3;0;0;0;55
"Site_f04_s06";"F04";4;100;91;42;39;34;0;22;16;30;0;0;0;6;2;75
"Site_f04_s07";"F04";4;100;87;0;32;0;0;0;17;21;20;0;3;0;0;70
"Site_f04_s08";"F04";4;100;90;24;0;0;0;32;23;16;0;2;0;5;0;86
"Site_f04_s09";"F04";4;100;96;33;43;57;0;8;0;13;7;3;2;0;3;89
"Site_f04_s10";"F04";4;100;74;0;23;0;0;0;0;30;15;0;4;5;0;59
"Site_f05_s01";"F05";5;100;93;55;0;0;28;13;17;16;10;3;1;2;6;67
"Site_f05_s02";"F05";5;100;96;0;41;35;16;35;20;0;11;0;3;4;6;76
"Site_f05_s03";"F05";5;100;65;18;0;0;0;0;0;22;0;0;2;5;0;55
"Site_f05_s04";"F05";5;100;85;0;31;0;35;0;19;14;0;0;0;1;4;62
"Site_f05_s05";"F05";5;100;76;0;0;0;0;6;0;4;11;4;2;8;0;76
"Site_f05_s06";"F05";5;100;90;30;0;52;34;0;31;28;5;0;0;1;0;36
"Site_f05_s07";"F05";5;100;86;0;52;0;0;28;17;8;18;0;4;0;0;58
"Site_f05_s08";"F05";5;100;70;0;27;0;0;0;10;7;11;10;0;0;0;54
"Site_f05_s09";"F05";5;100;85;30;17;0;5;0;24;16;11;1;0;0;7;74
"Site_f05_s10";"F05";5;100;85;0;18;32;46;16;15;25;18;1;7;0;0;64
"Site_f06_s01";"F06";6;100;88;0;19;28;43;21;5;12;16;2;3;0;1;75
"Site_f06_s02";"F06";6;100;95;0;14;0;28;11;14;16;34;12;3;13;9;86
"Site_f06_s03";"F06";6;100;72;0;0;34;0;14;20;0;14;2;0;0;0;35
