"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;90;8;0;347;0;6;0;76;0;0;0;3;0;97
"Site_f01_s02";"F01";1;100;91;0;0;265;0;10;28;64;40;0;0;17;0;408
"Site_f01_s03";"F01";1;100;83;0;0;247;0;0;0;49;40;0;0;11;0;150
"Site_f01_s04";"F01";1;100;93;17;0;464;0;12;0;50;0;0;4;10;0;138
"Site_f01_s05";"F01";1;100;86;21;30;157;0;8;0;50;0;0;0;3;0;131
"Site_f01_s06";"F01";1;100;82;35;0;0;0;7;59;37;0;1;0;6;18;298
"Site_f01_s07";"F01";1;100;92;36;0;263;0;6;7;63;78;0;0;10;0;179
"Site_f01_s08";"F01";1;100;98;14;0;601;0;14;28;70;0;0;0;25;0;393
"Site_f01_s09";"F01";1;100;89;0;106;118;0;1;0;42;0;3;2;12;0;137
"Site_f01_s10";"F01";1;100;90;0;0;194;0;4;0;31;45;0;0;14;0;136
"Site_f02_s01";"F02";2;100;71;0;0;0;0;13;0;51;0;0;0;3;0;89
"Site_f02_s02";"F02";2;100;88;0;0;53;0;7;16;52;0;0;0;16;0;325
"Site_f02_s03";"F02";2;100;98;49;50;420;353;0;0;55;52;0;0;15;0;321
"Site_f02_s04";"F02";2;100;80;0;0;0;0;9;0;38;26;0;8;8;0;230
"Site_f02_s05";"F02";2;100;83;0;0;0;0;6;19;62;0;1;0;11;11;294
"Site_f02_s06";"F02";2;100;96;0;0;139;359;7;0;121;0;0;0;10;0;214
"Site_f02_s07";"F02";2;100;94;48;0;217;128;3;0;60;28;0;10;14;20;111
"Site_f02_s08";"F02";2;100;69;0;0;91;0;12;0;0;11;2;0;0;0;104
"Site_f02_s09";"F02";2;100;85;0;0;87;0;9;0;36;0;0;0;7;0;530
"Site_f02_s10";"F02";2;100;70;0;0;0;0;3;10;0;46;0;0;5;0;184
"Site_f03_s01";"F03";3;100;80;0;0;223;0;0;29;24;0;5;2;12;0;89
"Site_f03_s02";"F03";3;100;95;44;0;164;109;24;26;0;49;4;9;0;12;99
"Site_f03_s03";"F03";3;100;68;38;0;0;0;2;86;37;0;0;0;5;0;85
"Site_f03_s04";"F03";3;100;91;16;0;86;73;2;30;31;77;1;0;2;0;261
"Site_f03_s05";"F03";3;100;82;0;0;90;0;5;32;56;50;4;0;4;5;128
"Site_f03_s06";"F03";3;100;91;0;123;0;0;0;18;54;45;0;7;9;9;247
"Site_f03_s07";"F03";3;100;81;0;0;87;0;12;23;17;0;0;0;1;7;150
"Site_f03_s08";"F03";3;100;84;30;0;0;0;0;0;52;0;0;3;10;0;256
"Site_f03_s09";"F03";3;100;84;0;0;126;0;4;46;46;0;0;4;2;12;110
"Site_f03_s10";"F03";3;100;93;9;83;162;0;8;48;62;13;0;7;3;6;429
"Site_f04_s01";"F04";4;100;67;0;0;0;0;0;19;34;17;1;6;7;4;77
"Site_f04_s02";"F04";4;100;82;28;0;0;0;7;0;0;0;1;9;10;0;375
"Site_f04_s03";"F04";4;100;92;0;0;129;0;8;19;58;68;0;8;10;4;239
"Site_f04_s04";"F04";4;100;78;0;0;80;0;7;13;42;16;0;1;5;4;86
"Site_f04_s05";"F04";4;100;90;0;0;0;79;7;0;37;0;3;0;0;0;321
"Site_f04_s06";"F04";4;100;85;0;0;142;90;10;20;47;17;3;0;5;4;98
"Site_f04_s07";"F04";4;100;85;51;0;0;147;0;28;47;24;2;4;11;0;152
"Site_f04_s08";"F04";4;100;91;38;0;48;0;49;39;12;0;2;0;5;0;291
"Site_f04_s09";"F04";4;100;55;0;0;0;0;0;6;10;0;2;4;2;5;81
"Site_f04_s10";"F04";4;100;78;0;0;0;50;28;17;39;21;1;0;0;0;185
"Site_f05_s01";"F05";5;100;70;0;0;51;0;6;7;36;16;0;0;3;0;65
"Site_f05_s02";"F05";5;100;71;0;0;0;0;10;0;0;78;4;4;0;1;92
"Site_f05_s03";"F05";5;100;88;0;0;23;141;33;28;30;23;2;1;6;24;141
"Site_f05_s04";"F05";5;100;79;13;66;0;128;0;0;11;0;10;5;0;1;132
"Site_f05_s05";"F05";5;100;78;51;0;0;0;46;16;40;28;4;6;3;4;80
"Site_f05_s06";"F05";5;100;74;0;69;0;0;8;9;9;34;1;0;7;3;151
"Site_f05_s07";"F05";5;100;84;48;0;0;0;17;10;0;17;6;8;0;0;293
"Site_f05_s08";"F05";5;100;89;0;247;0;0;98;33;15;27;0;10;4;7;150
"Site_f05_s09";"F05";5;100;83;0;102;0;0;32;50;29;38;8;3;7;2;132
"Site_f05_s10";"F05";5;100;93;81;95;0;71;10;22;22;31;0;0;3;2;122
"Site_f06_s01";"F06";6;100;86;61;153;0;0;0;0;9;57;4;0;0;4;116
"Site_f06_s02";"F06";6;100;72;27;0;0;0;75;16;9;49;0;7;0;5;101
"Site_f06_s03";"F06";6;100;90;56;0;28;0;37;24;0;11;4;2;3;3;162
"Site_f06_s04";"F06";6;100;86;40;0;0;0;17;0;82;15;0;2;0;3;290
"Site_f06_s05";"F06";6;100;91;194;0;22;41;48;0;20;19;6;3;0;8;241
"Site_f06_s06";"F06";6;100;86;0;153;0;92;41;0;0;0;5;0;3;0;126
"Site_f06_s07";"F06";6;100;88;94;105;40;0;14;15;0;0;9;0;0;1;169
"Site_f06_s08";"F06";6;100;79;0;0;0;0;5;51;41;0;0;8;1;3;323
"Site_f06_s09";"F06";6;100;69;0;0;0;0;0;10;9;0;0;3;0;11;164
"Site_f06_s10";"F06";6;100;93;140;129;0;82;0;14;24;13;9;1;0;3;100
"Site_f07_s01";"F07";7;100;71;59;63;0;15;20;0;8;0;6;0;6;0;48
"Site_f07_s02";"F07";7;100;90;0;37;24;14;39;9;10;0;6;0;0;1;295
"Site_f07_s03";"F07";7;100;93;28;124;0;57;64;10;13;0;6;0;0;2;300
"Site_f07_s04";"F07";7;100;85;61;66;25;0;38;9;11;48;0;3;2;6;57
"Site_f07_s05";"F07";7;100;88;131;46;0;0;70;19;9;36;2;6;0;1;128
