"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;88;83;0;59;0;3;22;35;0;0;3;10;0;340
"Site_f01_s02";"F01";1;100;96;42;47;137;180;3;23;44;66;0;0;15;0;203
"Site_f01_s03";"F01";1;100;88;0;0;127;0;6;29;54;0;1;2;19;0;334
"Site_f01_s04";"F01";1;100;84;0;91;105;0;14;0;23;60;6;0;0;0;95
"Site_f01_s05";"F01";1;100;91;50;0;0;0;8;35;117;34;0;0;0;0;461
"Site_f01_s06";"F01";1;100;76;0;0;0;0;1;0;96;66;0;0;22;0;179
"Site_f01_s07";"F01";1;100;90;9;93;330;0;18;0;146;43;4;0;2;10;74
"Site_f01_s08";"F01";1;100;85;0;0;153;0;1;0;141;0;2;0;31;1;132
"Site_f01_s09";"F01";1;100;89;0;0;179;0;8;16;83;26;0;2;16;2;242
"Site_f01_s10";"F01";1;100;87;0;0;116;0;9;0;55;164;0;5;10;0;105
"Site_f02_s01";"F02";2;100;81;0;0;0;113;5;0;43;0;4;2;14;0;209
"Site_f02_s02";"F02";2;100;94;25;17;230;0;2;38;99;16;2;0;24;2;221
"Site_f02_s03";"F02";2;100;93;30;0;151;0;0;17;49;33;2;5;0;0;168
"Site_f02_s04";"F02";2;100;75;0;0;0;0;8;17;0;0;1;0;6;0;215
"Site_f02_s05";"F02";2;100;75;10;0;0;0;5;29;13;29;2;0;5;0;137
"Site_f02_s06";"F02";2;100;93;18;70;102;152;13;12;55;134;3;11;5;4;108
"Site_f02_s07";"F02";2;100;81;0;32;203;0;6;0;24;20;1;0;3;0;109
"Site_f02_s08";"F02";2;100;94;48;75;43;0;16;0;86;43;0;0;15;0;243
"Site_f02_s09";"F02";2;100;93;0;0;192;0;20;25;54;43;0;0;10;8;156
"Site_f02_s10";"F02";2;100;91;32;0;330;0;11;16;51;29;1;0;0;0;198
"Site_f03_s01";"F03";3;100;91;36;36;97;181;5;0;0;0;0;4;11;0;252
"Site_f03_s02";"F03";3;100;85;0;0;112;0;5;15;75;24;5;0;0;5;92
"Site_f03_s03";"F03";3;100;89;0;0;144;0;7;0;65;39;0;6;1;0;199
"Site_f03_s04";"F03";3;100;79;45;0;0;0;11;73;22;27;0;6;5;0;114
"Site_f03_s05";"F03";3;100;90;112;49;0;44;12;10;17;55;1;0;4;4;268
"Site_f03_s06";"F03";3;100;75;0;0;137;0;0;19;25;0;0;0;13;8;77
"Site_f03_s07";"F03";3;100;83;43;89;0;0;8;60;0;31;0;7;0;0;48
