"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;82;0;0;68;0;11;0;15;0;0;0;13;0;43
"Site_f01_s02";"F01";1;100;95;9;0;71;72;6;0;14;20;1;0;24;0;69
"Site_f01_s03";"F01";1;100;75;12;0;0;0;1;0;31;30;0;0;7;0;54
"Site_f01_s04";"F01";1;100;84;34;0;0;0;10;9;21;45;3;0;5;0;60
"Site_f01_s05";"F01";1;100;78;0;0;54;0;4;0;32;0;0;2;24;0;47
"Site_f01_s06";"F01";1;100;91;15;0;34;76;7;0;13;0;0;0;5;0;77
"Site_f01_s07";"F01";1;100;92;0;0;85;0;6;0;31;0;1;0;0;0;35
"Site_f01_s08";"F01";1;100;91;0;28;0;0;6;0;11;49;2;1;15;0;77
"Site_f01_s09";"F01";1;100;97;0;64;87;0;4;6;20;44;3;0;22;0;59
"Site_f01_s10";"F01";1;100;95;0;0;90;0;0;0;42;54;4;0;6;0;50
"Site_f02_s01";"F02";2;100;84;0;0;62;0;6;11;0;0;0;0;12;0;62
"Site_f02_s02";"F02";2;100;81;0;0;62;0;0;8;43;0;5;0;0;0;38
"Site_f02_s03";"F02";2;100;89;0;28;47;0;4;0;39;15;2;0;7;9;78
"Site_f02_s04";"F02";2;100;93;5;34;49;0;0;18;0;42;1;6;5;0;68
"Site_f02_s05";"F02";2;100;95;15;0;66;0;0;17;52;0;3;0;7;0;87
"Site_f02_s06";"F02";2;100;79;0;0;52;0;10;0;45;0;0;0;5;0;46
"Site_f02_s07";"F02";2;100;76;0;0;35;0;6;12;21;0;3;0;4;0;48
"Site_f02_s08";"F02";2;100;89;0;0;51;0;10;0;39;16;2;0;4;0;69
"Site_f02_s09";"F02";2;100;85;0;0;0;0;14;43;19;0;1;0;0;6;70
"Site_f02_s10";"F02";2;100;80;14;0;0;0;0;11;15;14;1;0;12;0;72
"Site_f03_s01";"F03";3;100;98;0;53;84;53;40;15;22;0;0;0;3;0;52
"Site_f03_s02";"F03";3;100;90;20;23;51;0;8;26;23;19;1;2;13;1;51
"Site_f03_s03";"F03";3;100;76;27;0;37;31;9;19;29;0;4;0;9;0;41
"Site_f03_s04";"F03";3;100;90;0;0;70;0;12;13;13;16;3;0;20;0;75
"Site_f03_s05";"F03";3;100;93;33;22;51;42;0;8;21;24;0;15;6;7;68
"Site_f03_s06";"F03";3;100;93;27;56;41;0;18;8;31;0;5;0;8;15;68
"Site_f03_s07";"F03";3;100;76;0;0;49;0;4;31;18;15;1;2;0;7;41
"Site_f03_s08";"F03";3;100;86;0;0;39;23;24;0;21;29;4;0;1;0;46
"Site_f03_s09";"F03";3;100;84;18;22;0;54;10;10;0;0;0;2;1;8;49
"Site_f03_s10";"F03";3;100;69;0;0;0;0;0;0;26;0;3;0;11;3;55
"Site_f04_s01";"F04";4;100;93;37;21;54;0;8;58;13;18;1;0;4;2;63
"Site_f04_s02";"F04";4;100;78;0;0;33;35;22;12;0;20;1;0;0;0;44
"Site_f04_s03";"F04";4;100;85;28;39;0;0;25;23;12;20;4;0;9;0;64
"Site_f04_s04";"F04";4;100;85;0;0;51;0;17;28;31;0;2;0;2;7;64
"Site_f04_s05";"F04";4;100;83;0;0;55;29;6;8;19;0;3;0;4;14;52
"Site_f04_s06";"F04";4;100;72;0;40;0;0;20;0;11;31;1;0;0;0;32
"Site_f04_s07";"F04";4;100;89;20;0;52;44;3;12;3;9;0;0;0;0;63
"Site_f04_s08";"F04";4;100;84;0;0;40;55;7;0;0;25;3;8;0;3;60
"Site_f04_s09";"F04";4;100;90;0;0;47;0;4;13;10;0;0;0;7;0;78
"Site_f04_s10";"F04";4;100;69;0;0;0;0;6;3;32;0;5;3;3;10;54
"Site_f05_s01";"F05";5;100;93;39;38;50;8;13;17;24;10;6;0;0;5;81
"Site_f05_s02";"F05";5;100;84;0;0;46;0;9;16;10;8;0;0;7;13;63
"Site_f05_s03";"F05";5;100;92;0;42;60;0;9;14;9;24;0;3;2;0;68
"Site_f05_s04";"F05";5;100;87;23;0;27;44;8;10;1;0;0;1;0;1;68
"Site_f05_s05";"F05";5;100;86;34;41;0;46;0;13;0;23;5;0;0;1;62
"Site_f05_s06";"F05";5;100;89;0;0;0;38;8;19;8;37;0;0;1;0;78
"Site_f05_s07";"F05";5;100;57;0;0;0;0;0;0;0;0;0;0;4;0;56
"Site_f05_s08";"F05";5;100;95;30;0;56;65;14;21;18;0;1;10;10;0;52
"Site_f05_s09";"F05";5;100;90;0;20;0;0;23;16;41;14;0;0;0;2;76
"Site_f05_s10";"F05";5;100;88;0;27;38;0;15;21;6;26;4;0;4;0;65
"Site_f06_s01";"F06";6;100;92;0;26;30;30;23;15;15;21;0;0;2;0;73
"Site_f06_s02";"F06";6;100;70;0;23;0;0;6;0;0;43;0;3;3;4;50
"Site_f06_s03";"F06";6;100;66;0;0;0;0;0;30;0;10;2;10;7;0;47
"Site_f06_s04";"F06";6;100;70;0;0;0;0;15;0;11;9;4;7;3;2;55
"Site_f06_s05";"F06";6;100;82;0;24;0;0;34;13;18;8;0;0;0;0;65
"Site_f06_s06";"F06";6;100;72;0;20;0;0;0;10;10;14;6;4;5;0;62
"Site_f06_s07";"F06";6;100;94;56;58;0;47;29;0;21;14;5;0;2;2;52
"Site_f06_s08";"F06";6;100;67;0;0;37;0;13;13;9;4;0;2;0;5;35
"Site_f06_s09";"F06";6;100;74;37;0;0;0;14;19;0;0;1;3;0;4;55
"Site_f06_s10";"F06";6;100;83;0;0;19;0;0;21;9;36;0;0;9;2;65
"Site_f07_s01";"F07";7;100;81;0;34;0;35;16;9;16;9;0;2;2;0;53
"Site_f07_s02";"F07";7;100;91;59;17;30;0;17;12;0;9;0;1;9;0;49
"Site_f07_s03";"F07";7;100;76;0;0;24;39;21;17;7;3;3;8;0;3;35
