"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;91;24;0;64;0;10;0;32;0;0;2;24;0;62
"Site_f01_s02";"F01";1;100;92;0;0;77;0;11;0;31;0;2;0;0;0;73
"Site_f01_s03";"F01";1;100;94;0;0;67;0;10;0;27;0;1;0;30;0;79
"Site_f01_s04";"F01";1;100;82;0;0;49;0;0;10;57;0;4;2;12;0;39
"Site_f01_s05";"F01";1;100;93;15;0;62;0;0;0;32;0;0;0;16;23;67
"Site_f01_s06";"F01";1;100;85;0;53;0;0;14;0;31;0;1;0;10;0;62
"Site_f01_s07";"F01";1;100;89;51;0;0;0;4;28;41;51;0;2;11;0;46
"Site_f01_s08";"F01";1;100;93;0;0;55;0;8;29;43;62;0;0;5;0;60
"Site_f01_s09";"F01";1;100;86;18;47;40;0;0;7;33;21;0;0;5;0;48
"Site_f01_s10";"F01";1;100;93;23;0;57;0;20;0;57;0;0;14;17;0;64
"Site_f02_s01";"F02";2;100;85;0;0;43;0;14;31;29;23;2;2;3;0;65
"Site_f02_s02";"F02";2;100;91;0;0;67;0;9;0;43;11;0;0;3;0;74
"Site_f02_s03";"F02";2;100;96;0;0;62;0;14;15;32;43;0;0;0;0;71
"Site_f02_s04";"F02";2;100;85;3;0;40;0;7;13;32;0;5;0;4;11;52
"Site_f02_s05";"F02";2;100;91;29;0;75;0;3;0;0;18;3;0;0;0;55
"Site_f02_s06";"F02";2;100;82;26;0;52;0;7;17;32;21;0;0;8;0;51
"Site_f02_s07";"F02";2;100;81;30;0;0;0;7;0;31;45;0;0;3;0;64
"Site_f02_s08";"F02";2;100;74;0;0;52;0;0;0;16;0;0;3;18;0;45
"Site_f02_s09";"F02";2;100;89;0;0;73;0;2;25;43;0;0;1;7;0;55
"Site_f02_s10";"F02";2;100;85;0;0;59;0;0;23;35;13;0;7;9;0;54
"Site_f03_s01";"F03";3;100;66;0;9;0;33;7;13;12;0;1;0;4;0;38
"Site_f03_s02";"F03";3;100;82;0;0;0;0;20;23;32;18;2;0;0;0;66
"Site_f03_s03";"F03";3;100;74;0;24;0;0;21;17;31;17;2;1;2;0;44
"Site_f03_s04";"F03";3;100;87;0;0;0;0;0;0;0;45;0;0;2;10;78
"Site_f03_s05";"F03";3;100;77;17;0;0;0;3;0;30;45;3;2;1;0;48
"Site_f03_s06";"F03";3;100;75;0;0;0;0;3;0;21;0;1;0;9;4;68
"Site_f03_s07";"F03";3;100;92;7;0;37;0;5;0;34;30;0;0;1;0;61
"Site_f03_s08";"F03";3;100;70;0;25;30;0;0;25;11;0;0;2;8;0;41
"Site_f03_s09";"F03";3;100;79;0;0;0;0;5;0;41;12;1;0;7;11;64
"Site_f03_s10";"F03";3;100;80;0;0;0;0;12;19;33;37;0;4;3;7;39
"Site_f04_s01";"F04";4;100;79;0;14;53;0;10;4;21;0;0;0;0;4;43
"Site_f04_s02";"F04";4;100;71;0;0;38;0;20;0;13;20;2;0;11;3;40
"Site_f04_s03";"F04";4;100;84;22;34;0;0;6;0;20;16;0;3;5;0;67
"Site_f04_s04";"F04";4;100;79;41;0;0;0;13;0;16;13;2;8;5;5;58
"Site_f04_s05";"F04";4;100;90;48;0;0;0;8;37;32;27;5;0;0;0;81
"Site_f04_s06";"F04";4;100;90;0;0;58;0;23;15;20;28;0;2;6;1;44
"Site_f04_s07";"F04";4;100;81;20;22;24;0;5;18;0;28;0;0;8;0;66
"Site_f04_s08";"F04";4;100;78;0;28;0;0;5;17;29;0;1;0;1;0;60
"Site_f04_s09";"F04";4;100;87;0;29;39;0;19;17;18;21;0;2;0;3;61
"Site_f04_s10";"F04";4;100;90;52;0;33;27;14;28;30;0;8;0;4;0;58
"Site_f05_s01";"F05";5;100;66;0;0;0;0;24;29;0;27;7;5;6;0;32
"Site_f05_s02";"F05";5;100;85;0;0;32;31;10;18;22;18;3;0;0;4;53
"Site_f05_s03";"F05";5;100;84;0;0;41;0;9;6;14;13;0;4;4;0;65
"Site_f05_s04";"F05";5;100;79;0;0;0;0;9;34;3;20;6;1;6;0;63
"Site_f05_s05";"F05";5;100;80;0;0;0;0;10;8;0;0;2;0;0;0;79
"Site_f05_s06";"F05";5;100;93;0;30;47;32;5;23;23;8;4;0;3;5;76
"Site_f05_s07";"F05";5;100;75;0;43;0;0;13;5;0;0;5;4;0;0;54
"Site_f05_s08";"F05";5;100;79;0;0;0;0;28;7;20;19;0;3;0;2;54
"Site_f05_s09";"F05";5;100;87;19;0;0;0;28;17;26;0;3;0;0;6;77
"Site_f05_s10";"F05";5;100;81;19;0;35;0;0;12;31;7;8;5;1;3;49
"Site_f06_s01";"F06";6;100;83;0;36;0;0;6;26;0;32;5;7;4;9;57
"Site_f06_s02";"F06";6;100;90;0;0;35;0;18;15;5;12;10;5;3;3;85
"Site_f06_s03";"F06";6;100;70;0;22;0;0;17;0;0;6;0;0;2;10;52
"Site_f06_s04";"F06";6;100;80;0;0;0;0;14;0;14;18;0;0;0;4;73
"Site_f06_s05";"F06";6;100;81;28;0;0;0;10;16;13;22;11;9;2;8;65
"Site_f06_s06";"F06";6;100;90;58;0;0;0;12;10;23;15;0;3;0;2;76
"Site_f06_s07";"F06";6;100;77;0;0;0;11;21;0;36;10;9;5;8;1;63
"Site_f06_s08";"F06";6;100;82;0;45;0;12;13;18;33;17;0;0;1;0;54
"Site_f06_s09";"F06";6;100;89;48;43;0;0;9;13;13;0;1;0;0;0;72
"Site_f06_s10";"F06";6;100;79;0;0;0;0;14;26;7;23;0;2;3;1;65
"Site_f07_s01";"F07";7;100;75;0;40;0;0;0;41;3;7;5;5;0;0;38
"Site_f07_s02";"F07";7;100;77;41;0;0;28;28;14;14;14;3;3;0;0;26
"Site_f07_s03";"F07";7;100;73;0;0;0;17;16;22;11;7;9;3;0;3;48
"Site_f07_s04";"F07";7;100;70;0;0;0;13;0;0;3;6;8;7;0;2;61
"Site_f07_s05";"F07";7;100;83;0;25;14;0;15;10;26;15;0;4;2;0;66
"Site_f07_s06";"F07";7;100;94;58;33;25;29;13;7;17;7;9;7;1;0;73
"Site_f07_s07";"F07";7;100;90;0;28;0;23;14;0;16;11;5;16;1;0;76
"Site_f07_s08";"F07";7;100;86;53;0;42;23;6;16;16;15;0;4;4;0;63
"Site_f07_s09";"F07";7;100;90;0;0;9;16;10;49;0;14;7;1;0;1;75
"Site_f07_s10";"F07";7;100;75;36;25;0;11;0;7;0;10;12;3;0;0;54
"Site_f08_s01";"F08";8;100;90;51;0;31;0;37;8;9;6;13;3;0;2;67
"Site_f08_s02";"F08";8;100;87;36;30;0;29;39;19;0;0;12;4;0;0;53
"Site_f08_s03";"F08";8;100;74;30;37;0;11;22;17;0;6;0;5;0;2;42
"Site_f08_s04";"F08";8;100;91;0;43;0;32;56;10;9;8;20;0;0;3;75
"Site_f08_s05";"F08";8;100;78;0;22;0;12;28;18;4;13;3;1;4;1;35
"Site_f08_s06";"F08";8;100;71;0;19;0;35;10;10;0;13;2;1;3;8;39
"Site_f08_s07";"F08";8;100;88;0;22;27;57;22;6;18;6;0;0;0;4;38
"Site_f08_s08";"F08";8;100;86;50;43;0;0;0;14;0;10;15;2;0;0;59
"Site_f08_s09";"F08";8;100;91;0;0;0;25;21;0;8;13;5;2;0;0;80
"Site_f08_s10";"F08";8;100;77;0;39;0;21;0;14;5;9;4;2;5;0;44
"Site_f09_s01";"F09";9;100;89;54;10;0;0;32;16;5;10;0;2;0;0;69
