"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;91;6;0;139;55;12;0;142;29;1;0;58;7;98
"Site_f01_s02";"F01";1;100;87;13;0;95;0;9;0;45;0;0;0;12;0;193
"Site_f01_s03";"F01";1;100;85;9;0;105;0;0;0;47;0;0;0;25;0;175
"Site_f01_s04";"F01";1;100;71;9;0;0;0;0;0;16;0;2;0;2;0;185
"Site_f01_s05";"F01";1;100;75;0;0;70;0;7;0;47;0;0;8;11;0;140
"Site_f01_s06";"F01";1;100;85;0;0;219;0;6;15;13;38;1;6;0;0;132
"Site_f01_s07";"F01";1;100;85;24;76;0;0;4;0;31;47;1;0;0;0;225
"Site_f01_s08";"F01";1;100;82;0;0;70;0;0;0;8;0;3;0;13;0;226
"Site_f01_s09";"F01";1;100;86;0;49;215;0;2;12;62;17;1;4;0;0;250
"Site_f01_s10";"F01";1;100;94;0;0;340;0;5;0;181;46;0;0;19;0;233
"Site_f02_s01";"F02";2;100;62;0;0;0;0;6;9;59;0;1;0;0;0;110
"Site_f02_s02";"F02";2;100;91;26;0;129;0;0;0;76;0;0;0;0;0;355
"Site_f02_s03";"F02";2;100;91;23;0;0;0;17;9;120;32;0;0;0;7;423
"Site_f02_s04";"F02";2;100;85;16;40;203;0;9;0;34;0;0;0;16;0;340
"Site_f02_s05";"F02";2;100;91;0;33;166;0;4;0;25;28;0;5;8;0;324
"Site_f02_s06";"F02";2;100;88;18;0;66;118;8;16;36;0;2;0;5;0;230
"Site_f02_s07";"F02";2;100;77;0;0;0;0;0;18;46;66;4;0;3;0;130
"Site_f02_s08";"F02";2;100;85;45;0;100;0;4;0;27;36;1;0;5;0;92
"Site_f02_s09";"F02";2;100;96;0;86;245;0;0;18;0;0;0;0;7;10;172
"Site_f02_s10";"F02";2;100;86;0;0;78;0;3;23;76;112;0;0;9;0;134
"Site_f03_s01";"F03";3;100;82;0;0;54;0;11;32;29;11;7;0;5;0;194
"Site_f03_s02";"F03";3;100;80;0;0;129;0;8;10;39;0;2;2;11;0;268
"Site_f03_s03";"F03";3;100;89;0;56;94;0;9;21;23;27;1;0;9;7;305
"Site_f03_s04";"F03";3;100;95;0;0;393;113;4;39;30;0;3;0;8;0;627
"Site_f03_s05";"F03";3;100;91;0;0;139;0;5;21;47;0;0;0;13;0;365
"Site_f03_s06";"F03";3;100;84;27;0;113;0;4;37;26;35;8;0;0;2;123
"Site_f03_s07";"F03";3;100;88;0;0;0;0;11;41;39;34;0;1;0;8;358
"Site_f03_s08";"F03";3;100;84;59;0;128;54;5;23;38;33;0;0;10;5;168
"Site_f03_s09";"F03";3;100;65;0;0;45;0;9;0;41;0;0;0;0;0;121
"Site_f03_s10";"F03";3;100;75;0;0;182;0;4;25;24;0;4;0;5;0;120
"Site_f04_s01";"F04";4;100;93;0;146;102;0;10;10;34;16;1;0;0;0;196
"Site_f04_s02";"F04";4;100;85;55;0;102;0;51;17;44;0;0;0;3;3;190
"Site_f04_s03";"F04";4;100;59;0;0;0;0;7;7;33;0;0;4;4;0;105
"Site_f04_s04";"F04";4;100;70;0;0;49;0;8;0;29;0;5;0;3;3;96
"Site_f04_s05";"F04";4;100;76;0;47;42;0;10;25;17;5;3;0;6;0;149
"Site_f04_s06";"F04";4;100;89;45;0;175;0;22;5;55;0;3;9;3;0;215
"Site_f04_s07";"F04";4;100;73;0;0;102;0;0;16;23;0;1;0;2;9;90
"Site_f04_s08";"F04";4;100;62;0;0;0;0;1;27;31;0;3;0;6;5;64
"Site_f04_s09";"F04";4;100;78;21;78;48;0;11;0;11;15;0;2;2;0;289
"Site_f04_s10";"F04";4;100;70;0;0;16;0;28;43;17;0;1;0;4;8;166
"Site_f05_s01";"F05";5;100;77;50;0;0;68;28;2;35;45;2;0;0;0;75
"Site_f05_s02";"F05";5;100;82;81;0;0;80;27;9;22;22;0;2;1;0;129
"Site_f05_s03";"F05";5;100;88;81;0;57;0;9;0;25;20;2;0;0;7;181
"Site_f05_s04";"F05";5;100;67;0;0;36;0;28;0;86;5;4;0;4;0;88
"Site_f05_s05";"F05";5;100;71;0;0;0;0;12;7;10;24;6;7;2;0;101
"Site_f05_s06";"F05";5;100;85;0;30;65;0;18;27;28;0;0;0;3;0;104
"Site_f05_s07";"F05";5;100;80;0;0;40;0;3;10;8;6;0;0;0;0;279
"Site_f05_s08";"F05";5;100;81;0;0;87;0;15;11;18;0;3;0;10;3;281
"Site_f05_s09";"F05";5;100;92;34;102;70;0;0;53;0;25;2;0;2;15;251
"Site_f05_s10";"F05";5;100;73;0;16;51;0;0;0;8;11;3;0;0;0;206
"Site_f06_s01";"F06";6;100;68;0;47;0;0;32;13;11;24;0;6;6;1;90
"Site_f06_s02";"F06";6;100;84;55;43;55;0;7;18;0;15;0;2;5;1;83
"Site_f06_s03";"F06";6;100;91;46;39;131;25;0;83;13;0;0;3;6;4;265
"Site_f06_s04";"F06";6;100;92;136;0;155;63;32;19;10;23;0;0;10;4;117
