"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f01_s01";"F01";1;100;92;60;0;100;0;0;0;57;79;0;0;28;0;217
"Site_f01_s02";"F01";1;100;89;51;0;0;0;7;0;118;151;0;0;13;0;259
"Site_f01_s03";"F01";1;100;89;0;0;122;0;8;9;28;37;0;0;17;0;295
"Site_f01_s04";"F01";1;100;79;0;0;221;0;0;19;41;0;2;0;20;0;60
"Site_f01_s05";"F01";1;100;83;16;0;0;163;3;0;44;0;0;0;9;0;167
"Site_f01_s06";"F01";1;100;80;0;25;0;0;0;0;44;0;1;0;5;0;412
"Site_f01_s07";"F01";1;100;87;0;201;0;0;5;12;18;67;0;0;0;0;186
"Site_f01_s08";"F01";1;100;80;12;0;146;0;7;0;17;0;3;5;19;0;83
"Site_f01_s09";"F01";1;100;97;17;132;248;0;9;0;40;93;0;5;13;0;220
"Site_f01_s10";"F01";1;100;86;0;0;89;0;16;14;169;32;1;4;10;0;122
"Site_f02_s01";"F02";2;100;83;28;0;0;0;15;0;43;71;3;0;12;13;80
"Site_f02_s02";"F02";2;100;84;11;65;139;0;3;27;42;7;0;0;4;0;83
"Site_f02_s03";"F02";2;100;91;25;0;86;0;10;11;35;20;3;5;0;0;163
"Site_f02_s04";"F02";2;100;80;67;43;0;0;2;19;39;0;1;6;0;0;112
"Site_f02_s05";"F02";2;100;81;0;0;43;0;2;29;28;31;4;0;0;4;98
"Site_f02_s06";"F02";2;100;78;0;0;0;0;9;21;37;59;0;3;0;0;204
"Site_f02_s07";"F02";2;100;94;0;0;96;0;23;46;31;0;0;0;0;5;340
"Site_f02_s08";"F02";2;100;93;0;0;309;0;8;59;38;55;0;8;9;5;93
"Site_f02_s09";"F02";2;100;84;12;0;187;0;8;0;16;48;0;2;17;4;110
"Site_f02_s10";"F02";2;100;81;0;0;150;0;24;0;14;0;0;2;5;0;75
"Site_f03_s01";"F03";3;100;93;41;47;126;0;0;0;17;0;5;0;3;8;296
"Site_f03_s02";"F03";3;100;76;0;0;29;0;14;18;0;0;1;11;12;0;157
